"name" "cluster" "chr" "start" "end" "freq"
"796" "ncAvAR-1631" 229 "chr1" "136041000" "136041521" 4
"797" "ncAvAR-2009" 229 "chr1" "136039007" "136039335" 4
"798" "ncAvAR-2262" 229 "chr1" "136007887" "136008687" 4
"799" "ncAvAR-1323" 268 "chr1" "154724213" "154724631" 4
"800" "ncAvAR-1884" 268 "chr1" "154735073" "154735678" 4
"801" "ncAvAR-1943" 268 "chr1" "154695202" "154695517" 4
"802" "ncAvAR-2856" 268 "chr1" "154700584" "154701517" 4
"803" "ncAvAR-493" 282 "chr1" "158490009" "158490387" 4
"804" "ncAvAR-1644" 282 "chr1" "158549686" "158550210" 4
"805" "ncAvAR-1918" 282 "chr1" "158523054" "158523366" 4
"806" "ncAvAR-2421" 282 "chr1" "158483692" "158484148" 4
"807" "ncAvAR-1376" 349 "chr2" "8957720" "8957936" 4
"808" "ncAvAR-1978" 349 "chr2" "8899621" "8900265" 4
"809" "ncAvAR-2609" 349 "chr2" "8944107" "8944659" 4
"810" "ncAvAR-2863" 349 "chr2" "8892062" "8893027" 4
"811" "ncAvAR-423" 387 "chr2" "24356516" "24356952" 4
"812" "ncAvAR-967" 387 "chr2" "24408240" "24408554" 4
"813" "ncAvAR-2308" 387 "chr2" "24338535" "24338950" 4
"814" "ncAvAR-2322" 387 "chr2" "24403888" "24404307" 4
"815" "ncAvAR-94" 393 "chr2" "27322485" "27322657" 4
"816" "ncAvAR-232" 393 "chr2" "27311175" "27311481" 4
"817" "ncAvAR-1821" 393 "chr2" "27292176" "27292468" 4
"818" "ncAvAR-2774" 393 "chr2" "27295552" "27296253" 4
"819" "ncAvAR-1243" 409 "chr2" "31920939" "31921334" 4
"820" "ncAvAR-1364" 409 "chr2" "31942752" "31942966" 4
"821" "ncAvAR-1395" 409 "chr2" "31938146" "31938365" 4
"822" "ncAvAR-2282" 409 "chr2" "31895270" "31895676" 4
"823" "ncAvAR-1091" 419 "chr2" "34771979" "34772327" 4
"824" "ncAvAR-1973" 419 "chr2" "34798026" "34798347" 4
"825" "ncAvAR-2215" 419 "chr2" "34753405" "34753791" 4
"826" "ncAvAR-2252" 419 "chr2" "34788287" "34789080" 4
"827" "ncAvAR-222" 554 "chr2" "112597016" "112597495" 4
"828" "ncAvAR-531" 554 "chr2" "112579650" "112579950" 4
"829" "ncAvAR-2187" 554 "chr2" "112546841" "112547597" 4
"830" "ncAvAR-2813" 554 "chr2" "112569342" "112570134" 4
"831" "ncAvAR-714" 635 "chr3" "11013275" "11013774" 4
"832" "ncAvAR-926" 635 "chr3" "11056382" "11056534" 4
"833" "ncAvAR-1225" 635 "chr3" "10990432" "10990821" 4
"834" "ncAvAR-1581" 635 "chr3" "10993516" "10993766" 4
"835" "ncAvAR-687" 647 "chr3" "15089330" "15089570" 4
"836" "ncAvAR-848" 647 "chr3" "15115219" "15115501" 4
"837" "ncAvAR-1567" 647 "chr3" "15113992" "15114239" 4
"838" "ncAvAR-1845" 647 "chr3" "15043908" "15044204" 4
"839" "ncAvAR-91" 654 "chr3" "18611188" "18611357" 4
"840" "ncAvAR-144" 654 "chr3" "18670754" "18670954" 4
"841" "ncAvAR-1330" 654 "chr3" "18612984" "18613404" 4
"842" "ncAvAR-1741" 654 "chr3" "18641508" "18642066" 4
"843" "ncAvAR-44" 660 "chr3" "19974391" "19974554" 4
"844" "ncAvAR-526" 660 "chr3" "20020576" "20020973" 4
"845" "ncAvAR-2016" 660 "chr3" "20016011" "20016340" 4
"846" "ncAvAR-2223" 660 "chr3" "19969809" "19970197" 4
"847" "ncAvAR-1023" 661 "chr3" "20131437" "20131763" 4
"848" "ncAvAR-1187" 661 "chr3" "20077473" "20077849" 4
"849" "ncAvAR-1952" 661 "chr3" "20093725" "20094041" 4
"850" "ncAvAR-2749" 661 "chr3" "20076337" "20077003" 4
"851" "ncAvAR-398" 663 "chr3" "20427521" "20427690" 4
"852" "ncAvAR-767" 663 "chr3" "20452780" "20453040" 4
"853" "ncAvAR-2180" 663 "chr3" "20406681" "20407057" 4
"854" "ncAvAR-2675" 663 "chr3" "20436242" "20436838" 4
"855" "ncAvAR-1714" 726 "chr3" "56433883" "56434975" 4
"856" "ncAvAR-2125" 726 "chr3" "56400337" "56401054" 4
"857" "ncAvAR-2468" 726 "chr3" "56427962" "56428435" 4
"858" "ncAvAR-2649" 726 "chr3" "56417279" "56417854" 4
"859" "ncAvAR-2232" 754 "chr3" "72056172" "72056563" 4
"860" "ncAvAR-2391" 754 "chr3" "72026589" "72027034" 4
"861" "ncAvAR-2564" 754 "chr3" "71984684" "71985212" 4
"862" "ncAvAR-2841" 754 "chr3" "71968835" "71969721" 4
"863" "ncAvAR-1214" 768 "chr3" "77381408" "77381795" 4
"864" "ncAvAR-1238" 768 "chr3" "77390744" "77391137" 4
"865" "ncAvAR-2021" 768 "chr3" "77426614" "77427275" 4
"866" "ncAvAR-2852" 768 "chr3" "77427317" "77428240" 4
"867" "ncAvAR-819" 817 "chr3" "108142064" "108142202" 4
"868" "ncAvAR-1261" 817 "chr3" "108049749" "108050148" 4
"869" "ncAvAR-1859" 817 "chr3" "108072382" "108072981" 4
"870" "ncAvAR-2790" 817 "chr3" "108093007" "108093748" 4
"871" "ncAvAR-53" 840 "chr4" "9217857" "9218099" 4
"872" "ncAvAR-1583" 840 "chr4" "9218927" "9219178" 4
"873" "ncAvAR-1640" 840 "chr4" "9242255" "9242517" 4
"874" "ncAvAR-2563" 840 "chr4" "9282657" "9283183" 4
"875" "ncAvAR-1169" 953 "chr5" "11041881" "11042436" 4
"876" "ncAvAR-2114" 953 "chr5" "10985273" "10985628" 4
"877" "ncAvAR-2653" 953 "chr5" "10993802" "10994380" 4
"878" "ncAvAR-2830" 953 "chr5" "11013419" "11014271" 4
"879" "ncAvAR-322" 957 "chr5" "11554922" "11555144" 4
"880" "ncAvAR-1154" 957 "chr5" "11591024" "11591390" 4
"881" "ncAvAR-1582" 957 "chr5" "11521538" "11522039" 4
"882" "ncAvAR-2224" 957 "chr5" "11553533" "11554311" 4
"883" "ncAvAR-585" 1031 "chr5" "46721115" "46721331" 4
"884" "ncAvAR-1055" 1031 "chr5" "46748787" "46749291" 4
"885" "ncAvAR-2528" 1031 "chr5" "46788998" "46789503" 4
"886" "ncAvAR-2622" 1031 "chr5" "46737484" "46738046" 4
"887" "ncAvAR-403" 1062 "chr5" "58811248" "58811504" 4
"888" "ncAvAR-483" 1062 "chr5" "58853145" "58853332" 4
"889" "ncAvAR-2399" 1062 "chr5" "58812795" "58813243" 4
"890" "ncAvAR-2400" 1062 "chr5" "58858128" "58858576" 4
"891" "ncAvAR-64" 1105 "chr6" "33357714" "33357861" 4
"892" "ncAvAR-1907" 1105 "chr6" "33326825" "33327133" 4
"893" "ncAvAR-2165" 1105 "chr6" "33332579" "33332949" 4
"894" "ncAvAR-2355" 1105 "chr6" "33291141" "33291571" 4
"895" "ncAvAR-679" 1120 "chr7" "5194957" "5195196" 4
"896" "ncAvAR-1045" 1120 "chr7" "5237573" "5237906" 4
"897" "ncAvAR-2469" 1120 "chr7" "5205813" "5206287" 4
"898" "ncAvAR-2860" 1120 "chr7" "5233122" "5234079" 4
"899" "ncAvAR-620" 1136 "chr7" "15313095" "15313542" 4
"900" "ncAvAR-1757" 1136 "chr7" "15297112" "15297394" 4
"901" "ncAvAR-2815" 1136 "chr7" "15346649" "15349863" 4
"902" "ncAvAR-2888" 1136 "chr7" "15349898" "15355909" 4
"903" "ncAvAR-71" 1164 "chr7" "25679755" "25680022" 4
"904" "ncAvAR-90" 1164 "chr7" "25754425" "25754594" 4
"905" "ncAvAR-575" 1164 "chr7" "25718601" "25718920" 4
"906" "ncAvAR-2437" 1164 "chr7" "25728265" "25728728" 4
"907" "ncAvAR-918" 1207 "chr8" "12909687" "12909989" 4
"908" "ncAvAR-1170" 1207 "chr8" "12844368" "12844738" 4
"909" "ncAvAR-1988" 1207 "chr8" "12854035" "12854360" 4
"910" "ncAvAR-2401" 1207 "chr8" "12873176" "12873624" 4
"911" "ncAvAR-225" 1264 "chr8" "28101997" "28102297" 4
"912" "ncAvAR-2026" 1264 "chr8" "28114921" "28115253" 4
"913" "ncAvAR-2402" 1264 "chr8" "28091036" "28091484" 4
"914" "ncAvAR-2762" 1264 "chr8" "28086352" "28087725" 4
"915" "ncAvAR-1661" 1277 "chr9" "12051108" "12051638" 4
"916" "ncAvAR-2381" 1277 "chr9" "12068393" "12068833" 4
"917" "ncAvAR-2409" 1277 "chr9" "12072990" "12073440" 4
"918" "ncAvAR-2823" 1277 "chr9" "12078633" "12079469" 4
"919" "ncAvAR-141" 1278 "chr9" "12143410" "12143706" 4
"920" "ncAvAR-472" 1278 "chr9" "12210015" "12210293" 4
"921" "ncAvAR-2168" 1278 "chr9" "12165688" "12166060" 4
"922" "ncAvAR-2761" 1278 "chr9" "12147905" "12148583" 4
"923" "ncAvAR-1923" 1310 "chr10" "15637633" "15638258" 4
"924" "ncAvAR-2011" 1310 "chr10" "15691864" "15692192" 4
"925" "ncAvAR-2311" 1310 "chr10" "15685927" "15686343" 4
"926" "ncAvAR-2748" 1310 "chr10" "15614839" "15615504" 4
"927" "ncAvAR-397" 1336 "chr11" "4694575" "4694744" 4
"928" "ncAvAR-1738" 1336 "chr11" "4764949" "4765785" 4
"929" "ncAvAR-2371" 1336 "chr11" "4721036" "4721472" 4
"930" "ncAvAR-2419" 1336 "chr11" "4704548" "4705003" 4
"931" "ncAvAR-709" 1353 "chr11" "9074705" "9074953" 4
"932" "ncAvAR-1310" 1353 "chr11" "8987165" "8987373" 4
"933" "ncAvAR-2201" 1353 "chr11" "9060013" "9060396" 4
"934" "ncAvAR-2734" 1353 "chr11" "9012618" "9013265" 4
"935" "ncAvAR-2002" 1356 "chr11" "9458155" "9458482" 4
"936" "ncAvAR-2090" 1356 "chr11" "9502173" "9502522" 4
"937" "ncAvAR-2186" 1356 "chr11" "9402064" "9402442" 4
"938" "ncAvAR-2301" 1356 "chr11" "9416086" "9416498" 4
"939" "ncAvAR-1311" 1380 "chr11" "19428383" "19428591" 4
"940" "ncAvAR-1868" 1380 "chr11" "19387872" "19388173" 4
"941" "ncAvAR-1962" 1380 "chr11" "19360990" "19361308" 4
"942" "ncAvAR-2448" 1380 "chr11" "19403814" "19404279" 4
"943" "ncAvAR-235" 1391 "chr12" "8330233" "8330356" 4
"944" "ncAvAR-1607" 1391 "chr12" "8329367" "8329624" 4
"945" "ncAvAR-1635" 1391 "chr12" "8300421" "8300682" 4
"946" "ncAvAR-1742" 1391 "chr12" "8337187" "8337746" 4
"947" "ncAvAR-1014" 1410 "chr12" "16068409" "16068896" 4
"948" "ncAvAR-1984" 1410 "chr12" "16033140" "16033464" 4
"949" "ncAvAR-2313" 1410 "chr12" "16065667" "16066083" 4
"950" "ncAvAR-2337" 1410 "chr12" "16074651" "16075077" 4
"951" "ncAvAR-1400" 1425 "chr13" "4136883" "4137324" 4
"952" "ncAvAR-1969" 1425 "chr13" "4105507" "4105827" 4
"953" "ncAvAR-2213" 1425 "chr13" "4144015" "4144401" 4
"954" "ncAvAR-2621" 1425 "chr13" "4156416" "4156975" 4
"955" "ncAvAR-200" 1428 "chr13" "5987765" "5987879" 4
"956" "ncAvAR-386" 1428 "chr13" "5984194" "5984524" 4
"957" "ncAvAR-2517" 1428 "chr13" "5982387" "5982883" 4
"958" "ncAvAR-2589" 1428 "chr13" "6015734" "6016275" 4
"959" "ncAvAR-935" 1495 "chr20" "4585108" "4585414" 4
"960" "ncAvAR-1260" 1495 "chr20" "4572809" "4573008" 4
"961" "ncAvAR-1811" 1495 "chr20" "4508035" "4508325" 4
"962" "ncAvAR-1856" 1495 "chr20" "4551610" "4551908" 4
