name cluster chr start end freq
cMAR-19266 1421 chr3 38613716 38613875 8
cMAR-1326 1466 chr3 49891192 49891310 8
cMAR-10822 1466 chr3 49910608 49910888 8
cMAR-13236 1466 chr3 49909248 49909403 8
cMAR-14777 1466 chr3 49841820 49841943 8
cMAR-15044 1466 chr3 49911524 49911715 8
cMAR-16060 1466 chr3 49861434 49861581 8
cMAR-16786 1466 chr3 49910239 49910573 8
cMAR-18596 1466 chr3 49913217 49913347 8
cMAR-918 1516 chr3 64568363 64568552 8
cMAR-6005 1516 chr3 64615316 64615487 8
cMAR-6041 1516 chr3 64622418 64622590 8
cMAR-7037 1516 chr3 64621112 64621248 8
cMAR-7627 1516 chr3 64546752 64546955 8
cMAR-9759 1516 chr3 64541314 64541422 8
cMAR-10639 1516 chr3 64594246 64594442 8
cMAR-18691 1516 chr3 64631802 64631936 8
cMAR-1187 1554 chr3 94064435 94064549 8
cMAR-4725 1554 chr3 94126362 94126467 8
cMAR-7613 1554 chr3 94084253 94084455 8
cMAR-8455 1554 chr3 94049403 94049529 8
cMAR-10247 1554 chr3 94035329 94035442 8
cMAR-11464 1554 chr3 94126209 94126337 8
cMAR-16976 1554 chr3 94003656 94003916 8
cMAR-20140 1554 chr3 94014400 94015165 8
cMAR-1014 1574 chr3 101726592 101726743 8
cMAR-3761 1574 chr3 101727380 101727546 8
cMAR-11130 1574 chr3 101665605 101665811 8
cMAR-13817 1574 chr3 101652777 101652942 8
cMAR-14741 1574 chr3 101671972 101672217 8
cMAR-15061 1574 chr3 101651176 101651686 8
cMAR-15764 1574 chr3 101682769 101682910 8
cMAR-19226 1574 chr3 101676603 101676917 8
cMAR-681 1594 chr3 114079904 114080067 8
cMAR-9269 1594 chr3 114065257 114065463 8
cMAR-9910 1594 chr3 114139517 114139699 8
cMAR-10115 1594 chr3 114171717 114171903 8
cMAR-10133 1594 chr3 114147412 114147561 8
cMAR-10996 1594 chr3 114128712 114128915 8
cMAR-17670 1594 chr3 114076741 114076948 8
cMAR-19599 1594 chr3 114085671 114085852 8
cMAR-752 1717 chr3 155593928 155594196 8
cMAR-1250 1717 chr3 155494336 155494521 8
cMAR-2378 1717 chr3 155523892 155524010 8
cMAR-3807 1717 chr3 155492726 155492856 8
cMAR-4846 1717 chr3 155481474 155481580 8
cMAR-5451 1717 chr3 155494139 155494253 8
cMAR-8125 1717 chr3 155564912 155565125 8
cMAR-12856 1717 chr3 155554069 155554219 8
cMAR-1806 1775 chr3 180970157 180970369 8
cMAR-6671 1775 chr3 180935133 180935238 8
cMAR-11078 1775 chr3 180975287 180975410 8
cMAR-11394 1775 chr3 180949221 180949348 8
cMAR-13084 1775 chr3 180948718 180948820 8
cMAR-14591 1775 chr3 180957817 180957937 8
cMAR-16497 1775 chr3 180948345 180948503 8
cMAR-20151 1775 chr3 180976132 180977161 8
cMAR-3952 1799 chr3 187729839 187730029 8
cMAR-5945 1799 chr3 187728354 187728548 8
cMAR-7773 1799 chr3 187726728 187726904 8
cMAR-9021 1799 chr3 187731704 187731938 8
cMAR-13641 1799 chr3 187724925 187725033 8
cMAR-14240 1799 chr3 187725518 187725633 8
cMAR-17076 1799 chr3 187729048 187729315 8
cMAR-17792 1799 chr3 187729341 187729658 8
cMAR-3550 1833 chr3 197675417 197675524 8
cMAR-4074 1833 chr3 197718020 197718136 8
cMAR-7142 1833 chr3 197693709 197693819 8
cMAR-8570 1833 chr3 197675070 197675198 8
cMAR-9549 1833 chr3 197683302 197683443 8
cMAR-12786 1833 chr3 197681124 197681371 8
cMAR-16859 1833 chr3 197676880 197677049 8
cMAR-19839 1833 chr3 197694389 197694592 8
cMAR-6948 1879 chr4 39217977 39218112 8
cMAR-7825 1879 chr4 39316910 39317028 8
cMAR-11695 1879 chr4 39269974 39270105 8
cMAR-12219 1879 chr4 39253897 39254036 8
cMAR-12826 1879 chr4 39312746 39312945 8
cMAR-14778 1879 chr4 39255846 39255969 8
cMAR-18428 1879 chr4 39194542 39194666 8
cMAR-18952 1879 chr4 39302734 39302879 8
cMAR-2962 2053 chr4 143547379 143547510 8
cMAR-13749 2053 chr4 143549995 143550104 8
cMAR-14452 2053 chr4 143544735 143544853 8
cMAR-15019 2053 chr4 143543851 143543978 8
cMAR-16569 2053 chr4 143540339 143540499 8
cMAR-17894 2053 chr4 143553116 143553441 8
cMAR-18650 2053 chr4 143538586 143538718 8
cMAR-19338 2053 chr4 143543507 143543670 8
cMAR-11034 2076 chr4 150914188 150914351 8
cMAR-11547 2076 chr4 150871327 150871456 8
cMAR-16992 2076 chr4 150849417 150849591 8
cMAR-17032 2076 chr4 150916575 150916751 8
cMAR-17300 2076 chr4 150848813 150849001 8
cMAR-17634 2076 chr4 150893050 150893153 8
cMAR-18892 2076 chr4 150868177 150868319 8
cMAR-19876 2076 chr4 150867666 150867872 8
cMAR-97 2163 chr5 16689822 16689923 8
cMAR-768 2163 chr5 16699447 16699577 8
cMAR-2802 2163 chr5 16702991 16703165 8
cMAR-4443 2163 chr5 16674851 16675155 8
cMAR-10061 2163 chr5 16681869 16682017 8
cMAR-10838 2163 chr5 16668272 16668472 8
cMAR-12836 2163 chr5 16694368 16694617 8
cMAR-12926 2163 chr5 16681306 16681507 8
cMAR-34 2268 chr5 72221006 72221136 8
cMAR-1572 2268 chr5 72228261 72228374 8
cMAR-7935 2268 chr5 72226055 72226204 8
cMAR-8165 2268 chr5 72197822 72198463 8
cMAR-9848 2268 chr5 72186612 72186757 8
cMAR-10455 2268 chr5 72193864 72195056 8
cMAR-11425 2268 chr5 72199529 72200251 8
cMAR-15944 2268 chr5 72196299 72196877 8
cMAR-371 2298 chr5 79790968 79791075 8
cMAR-485 2298 chr5 79743824 79743929 8
cMAR-632 2298 chr5 79788967 79789108 8
cMAR-3126 2298 chr5 79793434 79793535 8
cMAR-6533 2298 chr5 79761807 79761962 8
cMAR-8103 2298 chr5 79745220 79745463 8
cMAR-9769 2298 chr5 79739265 79739409 8
cMAR-13243 2298 chr5 79763059 79763214 8
cMAR-2247 2307 chr5 81254394 81254495 8
cMAR-3007 2307 chr5 81254990 81255221 8
cMAR-3508 2307 chr5 81252772 81252896 8
cMAR-4231 2307 chr5 81259118 81259256 8
cMAR-5072 2307 chr5 81257731 81257862 8
cMAR-6676 2307 chr5 81212358 81212568 8
cMAR-8135 2307 chr5 81266137 81266259 8
cMAR-17699 2307 chr5 81256902 81257006 8
cMAR-2184 2362 chr5 113049088 113049302 8
cMAR-2893 2362 chr5 113001565 113001678 8
cMAR-4971 2362 chr5 113122679 113122830 8
cMAR-10067 2362 chr5 113143215 113143363 8
cMAR-11035 2362 chr5 113001077 113001240 8
cMAR-12076 2362 chr5 113027303 113027485 8
cMAR-13168 2362 chr5 113082858 113083012 8
cMAR-16863 2362 chr5 112985832 112986001 8
cMAR-4559 2437 chr6 17675236 17675380 8
cMAR-8260 2437 chr6 17665234 17665388 8
cMAR-8654 2437 chr6 17649160 17649289 8
cMAR-12103 2437 chr6 17604896 17605033 8
cMAR-15522 2437 chr6 17674903 17675039 8
cMAR-17337 2437 chr6 17624555 17624840 8
cMAR-18171 2437 chr6 17639933 17640049 8
cMAR-20353 2437 chr6 17625805 17626178 8
cMAR-2949 2522 chr6 44304177 44304324 8
cMAR-4225 2522 chr6 44282105 44282499 8
cMAR-6189 2522 chr6 44232913 44233013 8
cMAR-14494 2522 chr6 44273058 44273413 8
cMAR-15280 2522 chr6 44254795 44255647 8
cMAR-17509 2522 chr6 44312068 44312268 8
cMAR-18796 2522 chr6 44251997 44252273 8
cMAR-19094 2522 chr6 44229905 44230056 8
cMAR-3179 2569 chr7 23124683 23124785 8
cMAR-5226 2569 chr7 23195816 23195927 8
cMAR-6190 2569 chr7 23187050 23187150 8
cMAR-7144 2569 chr7 23167825 23168045 8
cMAR-8029 2569 chr7 23140766 23140947 8
cMAR-9935 2569 chr7 23152065 23152211 8
cMAR-14938 2569 chr7 23165693 23165944 8
cMAR-17280 2569 chr7 23143847 23144034 8
cMAR-12981 2577 chr7 27155024 27155226 8
cMAR-17034 2577 chr7 27094447 27094799 8
cMAR-19201 2577 chr7 27171889 27172200 8
cMAR-20123 2577 chr7 27110476 27110977 8
cMAR-20227 2577 chr7 27174184 27174469 8
cMAR-20371 2577 chr7 27100721 27101501 8
cMAR-20419 2577 chr7 27147303 27147752 8
cMAR-20440 2577 chr7 27141130 27142112 8
cMAR-7021 2626 chr7 44116112 44116275 8
cMAR-8940 2626 chr7 44115763 44115896 8
cMAR-13287 2626 chr7 44149964 44150068 8
cMAR-14078 2626 chr7 44065417 44065530 8
cMAR-15911 2626 chr7 44110205 44110349 8
cMAR-17877 2626 chr7 44149755 44149863 8
cMAR-18665 2626 chr7 44065114 44065379 8
cMAR-19443 2626 chr7 44153298 44153467 8
cMAR-5677 2711 chr7 98978209 98978326 8
cMAR-9586 2711 chr7 98910504 98910610 8
cMAR-10590 2711 chr7 99060593 99060710 8
cMAR-13343 2711 chr7 99011050 99011259 8
cMAR-14506 2711 chr7 98937648 98937826 8
cMAR-15769 2711 chr7 98964627 98964768 8
cMAR-15913 2711 chr7 99012068 99012356 8
cMAR-17550 2711 chr7 98983262 98983464 8
cMAR-3322 2724 chr7 103391616 103391737 8
cMAR-6677 2724 chr7 103379238 103379343 8
cMAR-7403 2724 chr7 103315760 103315873 8
cMAR-8442 2724 chr7 103392915 103393072 8
cMAR-11506 2724 chr7 103407844 103408015 8
cMAR-14245 2724 chr7 103389003 103389118 8
cMAR-15790 2724 chr7 103341761 103341973 8
cMAR-18572 2724 chr7 103322506 103322635 8
cMAR-5589 2742 chr7 107961543 107961682 8
cMAR-5864 2742 chr7 107974980 107975100 8
cMAR-7173 2742 chr7 107986173 107986366 8
cMAR-9478 2742 chr7 107980604 107980814 8
cMAR-9635 2742 chr7 107960439 107960652 8
cMAR-11433 2742 chr7 107955463 107955633 8
cMAR-13751 2742 chr7 107906265 107906374 8
cMAR-14564 2742 chr7 107916791 107916970 8
cMAR-6796 2775 chr7 122129358 122129544 8
cMAR-7695 2775 chr7 122086007 122086182 8
cMAR-12983 2775 chr7 122115125 122115226 8
cMAR-13471 2775 chr7 121972538 121972697 8
cMAR-14803 2775 chr7 122019089 122019274 8
cMAR-15856 2775 chr7 121997870 121998013 8
cMAR-16264 2775 chr7 122054939 122055091 8
cMAR-18397 2775 chr7 122013652 122013898 8
cMAR-5136 2799 chr7 129467345 129467455 8
cMAR-5271 2799 chr7 129426434 129426568 8
cMAR-6955 2799 chr7 129464040 129464148 8
cMAR-9112 2799 chr7 129464610 129464745 8
cMAR-10257 2799 chr7 129413581 129413694 8
cMAR-12043 2799 chr7 129455242 129455378 8
cMAR-13170 2799 chr7 129389054 129389208 8
cMAR-15090 2799 chr7 129379628 129379756 8
cMAR-4661 3060 chr8 94467460 94467564 8
cMAR-10934 3060 chr8 94510414 94510656 8
cMAR-16776 3060 chr8 94518981 94519480 8
cMAR-16890 3060 chr8 94495725 94495895 8
cMAR-17222 3060 chr8 94534831 94535015 8
cMAR-17948 3060 chr8 94511182 94511732 8
cMAR-17949 3060 chr8 94511994 94512104 8
cMAR-19732 3060 chr8 94526220 94527375 8
cMAR-4493 3103 chr8 106740341 106740504 8
cMAR-10340 3103 chr8 106683196 106683310 8
cMAR-15612 3103 chr8 106706367 106706642 8
cMAR-16836 3103 chr8 106713820 106713988 8
cMAR-18240 3103 chr8 106750800 106751036 8
cMAR-19248 3103 chr8 106761044 106761518 8
cMAR-19536 3103 chr8 106710620 106710796 8
cMAR-19835 3103 chr8 106702894 106703096 8
cMAR-9593 3153 chr8 125050562 125050668 8
cMAR-10341 3153 chr8 125043987 125044101 8
cMAR-12110 3153 chr8 125067588 125067725 8
cMAR-12445 3153 chr8 125083709 125083899 8
cMAR-13962 3153 chr8 125044534 125044701 8
cMAR-14007 3153 chr8 125039790 125039902 8
cMAR-14566 3153 chr8 125009170 125009349 8
cMAR-15322 3153 chr8 125078736 125078934 8
cMAR-420 3216 chr9 19358023 19358167 8
cMAR-4915 3216 chr9 19360281 19360495 8
cMAR-5818 3216 chr9 19352070 19352189 8
cMAR-6376 3216 chr9 19290702 19290880 8
cMAR-8945 3216 chr9 19286765 19287031 8
cMAR-14768 3216 chr9 19276175 19276482 8
cMAR-17176 3216 chr9 19352488 19352670 8
cMAR-19250 3216 chr9 19336266 19336424 8
cMAR-1243 3239 chr9 33318903 33319134 8
cMAR-2896 3239 chr9 33256798 33256911 8
cMAR-3344 3239 chr9 33338492 33338596 8
cMAR-5055 3239 chr9 33318729 33318838 8
cMAR-7571 3239 chr9 33307190 33307305 8
cMAR-9377 3239 chr9 33328579 33328683 8
cMAR-13105 3239 chr9 33313646 33313799 8
cMAR-16608 3239 chr9 33301261 33301422 8
cMAR-3607 3243 chr9 34343122 34343427 8
cMAR-5679 3243 chr9 34259591 34259708 8
cMAR-6893 3243 chr9 34339035 34339169 8
cMAR-7075 3243 chr9 34250656 34250765 8
cMAR-7076 3243 chr9 34297014 34297123 8
cMAR-7992 3243 chr9 34251384 34251534 8
cMAR-17601 3243 chr9 34311144 34311348 8
cMAR-18699 3243 chr9 34234214 34234348 8
cMAR-1531 3274 chr9 70347610 70347722 8
cMAR-9035 3274 chr9 70347912 70348046 8
cMAR-10221 3274 chr9 70264300 70264450 8
cMAR-15005 3274 chr9 70350106 70350296 8
cMAR-15772 3274 chr9 70315443 70315584 8
cMAR-16197 3274 chr9 70280756 70280906 8
cMAR-18193 3274 chr9 70387776 70388009 8
cMAR-18369 3274 chr9 70305245 70305367 8
cMAR-2958 3312 chr9 85655138 85655318 8
cMAR-5139 3312 chr9 85677432 85677586 8
cMAR-8114 3312 chr9 85592555 85592707 8
cMAR-8875 3312 chr9 85692688 85692820 8
cMAR-10853 3312 chr9 85632657 85632817 8
cMAR-11092 3312 chr9 85642824 85642947 8
cMAR-13883 3312 chr9 85589519 85589685 8
cMAR-17223 3312 chr9 85618977 85619161 8
cMAR-4562 3355 chr9 101561088 101561232 8
cMAR-8392 3355 chr9 101547397 101547522 8
cMAR-10525 3355 chr9 101554692 101554847 8
cMAR-13793 3355 chr9 101557382 101557601 8
cMAR-14568 3355 chr9 101562244 101562423 8
cMAR-16267 3355 chr9 101540488 101540640 8
cMAR-17705 3355 chr9 101561910 101562014 8
cMAR-18551 3355 chr9 101552139 101552267 8
cMAR-6206 3501 chr10 14966487 14966612 8
cMAR-6694 3501 chr10 14819980 14820164 8
cMAR-6763 3501 chr10 14932852 14932958 8
cMAR-7147 3501 chr10 14899526 14899691 8
cMAR-8465 3501 chr10 14897017 14897521 8
cMAR-11040 3501 chr10 14854122 14854285 8
cMAR-13481 3501 chr10 14901122 14901228 8
cMAR-15266 3501 chr10 14972510 14972641 8
cMAR-5740 3535 chr10 27134828 27134993 8
cMAR-5928 3535 chr10 27120429 27120550 8
cMAR-7494 3535 chr10 27181477 27181591 8
cMAR-8141 3535 chr10 27204437 27204559 8
cMAR-8990 3535 chr10 27165447 27165547 8
cMAR-14224 3535 chr10 27119283 27119455 8
cMAR-16360 3535 chr10 27122833 27122987 8
cMAR-19343 3535 chr10 27123544 27123707 8
cMAR-2178 3632 chr10 73388305 73388419 8
cMAR-3727 3632 chr10 73331173 73331283 8
cMAR-4252 3632 chr10 73380028 73380206 8
cMAR-4742 3632 chr10 73383574 73383700 8
cMAR-8728 3632 chr10 73376096 73376226 8
cMAR-12829 3632 chr10 73341395 73341594 8
cMAR-13296 3632 chr10 73387686 73387790 8
cMAR-17262 3632 chr10 73345059 73345245 8
cMAR-749 3647 chr10 79289766 79289895 8
cMAR-5200 3647 chr10 79353704 79353837 8
cMAR-5338 3647 chr10 79290957 79291182 8
cMAR-7574 3647 chr10 79302103 79302218 8
cMAR-12839 3647 chr10 79293310 79293659 8
cMAR-14015 3647 chr10 79292156 79292268 8
cMAR-16069 3647 chr10 79277184 79277331 8
cMAR-20335 3647 chr10 79310843 79311197 8
cMAR-1167 3665 chr10 87745830 87745966 8
cMAR-9059 3665 chr10 87745000 87745235 8
cMAR-10674 3665 chr10 87743371 87743646 8
cMAR-10855 3665 chr10 87792640 87792760 8
cMAR-15214 3665 chr10 87754680 87754810 8
cMAR-15750 3665 chr10 87784467 87784678 8
cMAR-16030 3665 chr10 87864409 87864555 8
cMAR-19468 3665 chr10 87814433 87814603 8
cMAR-248 3686 chr10 93347614 93347786 8
cMAR-1563 3686 chr10 93333753 93333916 8
cMAR-2495 3686 chr10 93401413 93401548 8
cMAR-5011 3686 chr10 93310528 93310658 8
cMAR-6767 3686 chr10 93337812 93337918 8
cMAR-9534 3686 chr10 93313037 93313213 8
cMAR-17177 3686 chr10 93381217 93381399 8
cMAR-19469 3686 chr10 93366386 93366556 8
cMAR-821 3697 chr10 96027210 96027322 8
cMAR-3392 3697 chr10 95968720 95968912 8
cMAR-6530 3697 chr10 95949956 95950111 8
cMAR-6632 3697 chr10 95981961 95982118 8
cMAR-9683 3697 chr10 96004146 96004253 8
cMAR-12915 3697 chr10 96056698 96056999 8
cMAR-13397 3697 chr10 95991360 95991465 8
cMAR-13658 3697 chr10 96057086 96057248 8
cMAR-1455 3706 chr10 97567912 97568144 8
cMAR-1850 3706 chr10 97666429 97666576 8
cMAR-5779 3706 chr10 97601854 97601996 8
cMAR-9411 3706 chr10 97617206 97617345 8
cMAR-9594 3706 chr10 97582602 97582708 8
cMAR-9684 3706 chr10 97580852 97580959 8
cMAR-12231 3706 chr10 97656283 97656422 8
cMAR-17640 3706 chr10 97581314 97581417 8
cMAR-541 3736 chr10 102481998 102482179 8
cMAR-1050 3736 chr10 102484156 102484385 8
cMAR-6351 3736 chr10 102473816 102474019 8
cMAR-6969 3736 chr10 102472848 102472956 8
cMAR-10074 3736 chr10 102469016 102469201 8
cMAR-12329 3736 chr10 102470654 102471075 8
cMAR-15025 3736 chr10 102475816 102475943 8
cMAR-19561 3736 chr10 102473567 102473745 8
cMAR-1945 3826 chr11 9808896 9809005 8
cMAR-3045 3826 chr11 9846953 9847086 8
cMAR-6311 3826 chr11 9812528 9812730 8
cMAR-7132 3826 chr11 9845561 9845753 8
cMAR-9659 3826 chr11 9853537 9853715 8
cMAR-15563 3826 chr11 9832218 9832423 8
cMAR-17080 3826 chr11 9856456 9856723 8
cMAR-19655 3826 chr11 9828088 9828273 8
cMAR-323 3839 chr11 13700303 13700502 8
cMAR-2168 3839 chr11 13707884 13708083 8
cMAR-2172 3839 chr11 13710691 13710876 8
cMAR-4120 3839 chr11 13727553 13727689 8
cMAR-8701 3839 chr11 13711911 13712073 8
cMAR-10602 3839 chr11 13721714 13721870 8
cMAR-12590 3839 chr11 13728596 13728934 8
cMAR-15353 3839 chr11 13694760 13694959 8
cMAR-3191 3842 chr11 14861203 14861373 8
cMAR-3418 3842 chr11 14878126 14878301 8
cMAR-6409 3842 chr11 14880131 14880616 8
cMAR-9827 3842 chr11 14869456 14869673 8
cMAR-13155 3842 chr11 14879099 14879458 8
cMAR-15864 3842 chr11 14832699 14832842 8
cMAR-17125 3842 chr11 14867493 14867763 8
cMAR-18613 3842 chr11 14786431 14786692 8
cMAR-2091 3860 chr11 19152156 19152324 8
cMAR-3111 3860 chr11 19149184 19149335 8
cMAR-6437 3860 chr11 19152557 19152685 8
cMAR-7892 3860 chr11 19188129 19188307 8
cMAR-8074 3860 chr11 19192331 19192452 8
cMAR-8762 3860 chr11 19170409 19170572 8
cMAR-13116 3860 chr11 19184947 19185049 8
cMAR-15925 3860 chr11 19232232 19232376 8
cMAR-187 3892 chr11 33057112 33057240 8
cMAR-4273 3892 chr11 33032660 33032799 8
cMAR-5781 3892 chr11 33068721 33068863 8
cMAR-12324 3892 chr11 33072472 33072659 8
cMAR-13887 3892 chr11 33086983 33087149 8
cMAR-15564 3892 chr11 33090526 33090731 8
cMAR-17384 3892 chr11 33033260 33033452 8
cMAR-18194 3892 chr11 33057908 33058141 8
cMAR-792 3948 chr11 63652467 63652578 8
cMAR-6130 3948 chr11 63631068 63631217 8
cMAR-7785 3948 chr11 63631239 63631474 8
cMAR-8117 3948 chr11 63658759 63658911 8
cMAR-9895 3948 chr11 63749984 63750202 8
cMAR-12546 3948 chr11 63643355 63643499 8
cMAR-13373 3948 chr11 63704818 63704975 8
cMAR-17787 3948 chr11 63765932 63766143 8
cMAR-1679 3964 chr11 67215853 67215956 8
cMAR-1935 3964 chr11 67217725 67217888 8
cMAR-7275 3964 chr11 67253450 67253617 8
cMAR-7366 3964 chr11 67252691 67252860 8
cMAR-12503 3964 chr11 67207504 67207695 8
cMAR-16086 3964 chr11 67254200 67254421 8
cMAR-17645 3964 chr11 67282268 67282371 8
cMAR-20291 3964 chr11 67250171 67250804 8
cMAR-1923 4095 chr11 111742521 111742670 8
cMAR-2012 4095 chr11 111701441 111701579 8
cMAR-7367 4095 chr11 111704975 111705144 8
cMAR-12921 4095 chr11 111703178 111703429 8
cMAR-13181 4095 chr11 111759802 111759956 8
cMAR-13532 4095 chr11 111755293 111755453 8
cMAR-13784 4095 chr11 111743370 111743534 8
cMAR-14352 4095 chr11 111719773 111720006 8
cMAR-1698 4107 chr11 116876919 116877048 8
cMAR-2470 4107 chr11 116863665 116863844 8
cMAR-4333 4107 chr11 116876247 116876367 8
cMAR-7332 4107 chr11 116862199 116862339 8
cMAR-11785 4107 chr11 116849114 116849290 8
cMAR-16898 4107 chr11 116873472 116873642 8
cMAR-17102 4107 chr11 116858328 116858686 8
cMAR-18855 4107 chr11 116847471 116847611 8
cMAR-4160 4167 chr12 1886219 1886375 8
cMAR-9523 4167 chr12 1834266 1834722 8
cMAR-10813 4167 chr12 1830933 1831531 8
cMAR-10966 4167 chr12 1783878 1784080 8
cMAR-11789 4167 chr12 1780485 1780617 8
cMAR-12232 4167 chr12 1882864 1883003 8
cMAR-14126 4167 chr12 1780912 1781082 8
cMAR-17060 4167 chr12 1777852 1778029 8
cMAR-2591 4279 chr12 47987605 47987712 8
cMAR-3555 4279 chr12 47984989 47985096 8
cMAR-3841 4279 chr12 47980552 47980664 8
cMAR-4082 4279 chr12 47976806 47976922 8
cMAR-9387 4279 chr12 47982845 47982949 8
cMAR-14253 4279 chr12 47978005 47978120 8
cMAR-15104 4279 chr12 47973390 47973518 8
cMAR-17575 4279 chr12 47974084 47974287 8
cMAR-6708 4310 chr12 53531742 53531900 8
cMAR-10394 4310 chr12 53486435 53486626 8
cMAR-13841 4310 chr12 53552539 53552649 8
cMAR-14473 4310 chr12 53471636 53471813 8
cMAR-17559 4310 chr12 53486051 53486253 8
cMAR-18122 4310 chr12 53484254 53484368 8
cMAR-18606 4310 chr12 53479404 53479664 8
cMAR-18829 4310 chr12 53600783 53601061 8
cMAR-1905 4315 chr12 54573146 54573254 8
cMAR-3096 4315 chr12 54463166 54463300 8
cMAR-3879 4315 chr12 54508387 54508537 8
cMAR-4587 4315 chr12 54538881 54538984 8
cMAR-6112 4315 chr12 54521117 54521241 8
cMAR-9092 4315 chr12 54535102 54535203 8
cMAR-9332 4315 chr12 54576569 54576707 8
cMAR-11018 4315 chr12 54566971 54567093 8
cMAR-1567 4362 chr12 71895942 71896080 8
cMAR-6496 4362 chr12 71872068 71872171 8
cMAR-6772 4362 chr12 71917697 71917803 8
cMAR-10264 4362 chr12 71893220 71893333 8
cMAR-11137 4362 chr12 71894684 71894890 8
cMAR-13404 4362 chr12 71918449 71918554 8
cMAR-14331 4362 chr12 71884799 71885031 8
cMAR-18578 4362 chr12 71907015 71907144 8
cMAR-6224 4431 chr12 100095661 100095861 8
cMAR-8014 4431 chr12 100059059 100059540 8
cMAR-8551 4431 chr12 100084470 100084661 8
cMAR-13121 4431 chr12 100072667 100072820 8
cMAR-13534 4431 chr12 100058560 100058880 8
cMAR-15334 4431 chr12 100047935 100048199 8
cMAR-17081 4431 chr12 100108381 100108559 8
cMAR-17649 4431 chr12 100059847 100060053 8
cMAR-3161 4472 chr12 110374144 110374347 8
cMAR-5048 4472 chr12 110343245 110343441 8
cMAR-5545 4472 chr12 110436552 110436690 8
cMAR-6400 4472 chr12 110436105 110436207 8
cMAR-16118 4472 chr12 110296597 110296745 8
cMAR-16405 4472 chr12 110342221 110342454 8
cMAR-19324 4472 chr12 110387733 110387895 8
cMAR-20167 4472 chr12 110346198 110346985 8
cMAR-1466 4478 chr12 111792059 111792169 8
cMAR-1503 4478 chr12 111781916 111782027 8
cMAR-2538 4478 chr12 111791304 111791425 8
cMAR-3446 4478 chr12 111803857 111803980 8
cMAR-6982 4478 chr12 111792596 111792785 8
cMAR-8763 4478 chr12 111799904 111800067 8
cMAR-10668 4478 chr12 111783148 111783305 8
cMAR-14615 4478 chr12 111789821 111789941 8
cMAR-5462 4536 chr12 132877551 132877665 8
cMAR-6774 4536 chr12 132857405 132857564 8
cMAR-7455 4536 chr12 132777666 132777808 8
cMAR-11200 4536 chr12 132801765 132801972 8
cMAR-11645 4536 chr12 132776954 132777084 8
cMAR-13001 4536 chr12 132848638 132848739 8
cMAR-15977 4536 chr12 132798335 132798480 8
cMAR-19622 4536 chr12 132775138 132775320 8
cMAR-6229 4682 chr13 102798483 102798608 8
cMAR-8057 4682 chr13 102868111 102868262 8
cMAR-10181 4682 chr13 102822055 102822167 8
cMAR-11414 4682 chr13 102875299 102875426 8
cMAR-13769 4682 chr13 102769304 102769577 8
cMAR-14023 4682 chr13 102821030 102821142 8
cMAR-17828 4682 chr13 102793596 102793809 8
cMAR-19941 4682 chr13 102861505 102861718 8
cMAR-6461 4710 chr14 30880585 30880739 8
cMAR-7135 4710 chr14 30885795 30886317 8
cMAR-8018 4710 chr14 30885383 30885624 8
cMAR-9802 4710 chr14 30889610 30889790 8
cMAR-11792 4710 chr14 30911035 30911167 8
cMAR-12451 4710 chr14 30895109 30895584 8
cMAR-19078 4710 chr14 30878800 30878950 8
cMAR-19579 4710 chr14 30913493 30913672 8
cMAR-2133 4733 chr14 35654357 35654484 8
cMAR-6902 4733 chr14 35664637 35664771 8
cMAR-8628 4733 chr14 35689278 35690018 8
cMAR-9803 4733 chr14 35635461 35635605 8
cMAR-10433 4733 chr14 35655804 35655919 8
cMAR-11572 4733 chr14 35672863 35673035 8
cMAR-19899 4733 chr14 35674513 35674721 8
cMAR-20110 4733 chr14 35688186 35689176 8
cMAR-407 4787 chr14 58211290 58211408 8
cMAR-4590 4787 chr14 58346409 58346512 8
cMAR-9202 4787 chr14 58318709 58318811 8
cMAR-14193 4787 chr14 58257739 58257853 8
cMAR-14336 4787 chr14 58301578 58301694 8
cMAR-15544 4787 chr14 58252111 58252247 8
cMAR-16370 4787 chr14 58360899 58361053 8
cMAR-17808 4787 chr14 58347018 58347124 8
cMAR-597 4812 chr14 64065555 64065657 8
cMAR-793 4812 chr14 64128448 64128559 8
cMAR-1338 4812 chr14 64089560 64089702 8
cMAR-5041 4812 chr14 64016465 64016639 8
cMAR-8734 4812 chr14 63978890 63979020 8
cMAR-10091 4812 chr14 64078463 64078611 8
cMAR-10365 4812 chr14 64021403 64021517 8
cMAR-11045 4812 chr14 64075941 64076104 8
cMAR-1397 4813 chr14 64220533 64220641 8
cMAR-2784 4813 chr14 64268789 64268915 8
cMAR-3933 4813 chr14 64202799 64202969 8
cMAR-4964 4813 chr14 64234967 64235161 8
cMAR-8772 4813 chr14 64279973 64280169 8
cMAR-13760 4813 chr14 64215253 64215362 8
cMAR-13846 4813 chr14 64188548 64188713 8
cMAR-15821 4813 chr14 64211959 64212101 8
cMAR-140 4834 chr14 69339525 69339625 8
cMAR-2867 4834 chr14 69320728 69320872 8
cMAR-4459 4834 chr14 69338641 69338783 8
cMAR-5463 4834 chr14 69380537 69380651 8
cMAR-8474 4834 chr14 69328448 69328574 8
cMAR-16672 4834 chr14 69352029 69352273 8
cMAR-17563 4834 chr14 69399370 69399471 8
