id	description	fold_enrichment	source	p_adjust	regions_empirical_p_adjust	description_default_annot	genome_fraction_default_annot	observed_region_hits_default_annot	fold_enrichment_default_annot	p_value_default_annot	p_adjust_default_annot	mean_tss_dist_default_annot	observed_gene_hits_default_annot	gene_set_size_default_annot	fold_enrichment_hyper_default_annot	p_value_hyper_default_annot	p_adjust_hyper_default_annot	regions_empirical_p_value_default_annot	regions_empirical_p_adjust_default_annot	genes_empirical_p_value_default_annot	genes_empirical_p_adjust_default_annot	description_biomart_annot	genome_fraction_biomart_annot	observed_region_hits_biomart_annot	fold_enrichment_biomart_annot	p_value_biomart_annot	p_adjust_biomart_annot	mean_tss_dist_biomart_annot	observed_gene_hits_biomart_annot	gene_set_size_biomart_annot	fold_enrichment_hyper_biomart_annot	p_value_hyper_biomart_annot	p_adjust_hyper_biomart_annot	regions_empirical_p_value_biomart_annot	regions_empirical_p_adjust_biomart_annot	genes_empirical_p_value_biomart_annot	genes_empirical_p_adjust_biomart_annot
GO:0030219	megakaryocyte differentiation	 5.525629	default_and_biomart_annot	0.000000e+00	0.006129456	megakaryocyte differentiation	0.00532339976932505	102	5.51228067013867	0	0	357013	9	64	1.58389079029247	0.111338961847677	0.257064175880602	0.0001999600079984	0.00659993787406041	0.867426514697061	1	megakaryocyte differentiation	0.00525847565201933	101	5.52562920780384	0	0	355102	8	65	1.52346797653679	0.151930185261668	0.301901786182946	0.0001999600079984	0.00612945592699642	0.953409318136373	1
GO:0030220	platelet formation	 7.948073	default_and_biomart_annot	0.000000e+00	0.006129456	platelet formation	0.00147891989572942	37	7.19742759767057	0	0	370197	2	22	1.02392939978503	0.59362712773315	0.757072944433431	0.0001999600079984	0.00659993787406041	0.645870825834833	1	platelet formation	0.0013392451849466	37	7.94807328181018	0	0	370197	2	22	1.12528884630559	0.540349514370394	0.694422494051519	0.0001999600079984	0.00612945592699642	0.656668666266747	1
GO:0030279	negative regulation of ossification	 3.144649	default_and_biomart_annot	2.182081e-10	0.006129456	negative regulation of ossification	0.00460794842821303	49	3.05920585927798	2.41575648374237e-11	2.18208089960068e-10	389382	4	35	1.28722553115833	0.377820136376519	0.579257982969317	0.0001999600079984	0.00659993787406041	0.887622475504899	1	negative regulation of ossification	0.0044827453626124	49	3.14464947048096	9.52127265918534e-12	8.85642517177671e-11	389382	4	38	1.30296603256436	0.368970135406253	0.553250105757847	0.0001999600079984	0.00612945592699642	0.919816036792641	1
GO:0030318	melanocyte differentiation	 5.506696	default_and_biomart_annot	0.000000e+00	0.006129456	melanocyte differentiation	0.00543328494247976	104	5.50669584932745	0	0	392868	9	24	4.22370877411325	0.000127763349752286	0.000997770921874993	0.000599880023995201	0.0146426528647759	0.93621275744851	1	melanocyte differentiation	0.00594293480402185	103	4.98604841237123	0	0	391342	8	25	3.96101673899566	0.000553018727286192	0.0033045850886522	0.0001999600079984	0.00612945592699642	0.992601479704059	1
GO:0030334	regulation of cell migration	 1.538680	default_and_biomart_annot	0.000000e+00	0.006129456	regulation of cell migration	0.1115211069796	588	1.516842493332	0	0	381063	137	877	1.75947731525204	2.65463206972072e-11	6.16438455836033e-10	0.0001999600079984	0.00659993787406041	1	1	regulation of cell migration	0.110686239801258	592	1.53867998643799	0	0	388578	141	926	1.88479805682501	8.97060203897126e-14	2.30459038096428e-12	0.0001999600079984	0.00612945592699642	0.999800039992002	1
GO:0030516	regulation of axon extension	 2.309015	biomart_annot	5.562745e-14	0.028604128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	regulation of axon extension	0.013705226335923	110	2.30901473967682	4.77395900588817e-15	5.56274488915047e-14	370774	18	97	2.29698135637635	0.000695724325412206	0.00402728834291722	0.0013997200559888	0.0286041276593166	0.967206558688262	1
GO:0030888	regulation of B cell proliferation	 2.182150	default_and_biomart_annot	4.335505e-06	0.006129456	regulation of B cell proliferation	0.00645998847810862	49	2.18214984107329	7.7242700613489e-07	4.3355047360384e-06	415272	5	59	0.954510457426724	0.610242499052282	0.76763006592195	0.000399920015996801	0.0109883782405823	0.994401119776045	1	regulation of B cell proliferation	0.00683762444731931	50	2.10370574432867	1.65073626456902e-06	8.40955821279496e-06	412847	6	67	1.10849349039058	0.459139156277524	0.633194209641422	0.0001999600079984	0.00612945592699642	0.97380523895221	1
GO:0030890	positive regulation of B cell proliferation	 2.708921	default_and_biomart_annot	2.005404e-08	0.006129456	positive regulation of B cell proliferation	0.00499139205010532	47	2.70892141951847	2.7360318455294e-09	2.00540434711428e-08	405678	4	42	1.07268794263194	0.51907986736621	0.705248840907548	0.0001999600079984	0.00659993787406041	0.985202959408118	1	positive regulation of B cell proliferation	0.00536031058320304	48	2.57615218744299	8.6748689342997e-09	5.98477211004436e-08	403352	5	46	1.34545405536537	0.313345671529413	0.497220338187434	0.0001999600079984	0.00612945592699642	0.929814037192562	1
GO:0031324	negative regulation of cellular metabolic process	 1.626797	default_and_biomart_annot	0.000000e+00	0.006129456	negative regulation of cellular metabolic process	0.233608615922933	1281	1.57754045638134	0	0	351976	303	2399	1.42257469340705	2.14847029056386e-11	5.10188782121229e-10	0.0001999600079984	0.00659993787406041	1	1	negative regulation of cellular metabolic process	0.237145929485321	1341	1.62679689762257	0	0	356209	313	2624	1.47651276594136	1.0547118733939e-13	2.65895820418695e-12	0.0001999600079984	0.00612945592699642	1	1
GO:0031326	regulation of cellular biosynthetic process	 1.485762	biomart_annot	0.000000e+00	0.014132545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	regulation of cellular biosynthetic process	0.399844351708324	2065	1.48576226057203	0	0	337875	575	5111	1.39257522067752	0	0	0.000599880023995201	0.0141325446701053	1	1
GO:0031327	negative regulation of cellular biosynthetic process	 1.750201	default_and_biomart_annot	0.000000e+00	0.006129456	negative regulation of cellular biosynthetic process	0.200745532742137	1174	1.68245105798149	0	0	352907	267	2010	1.49615952595455	1.98197014356083e-12	5.22682377558152e-11	0.000599880023995201	0.0146426528647759	1	1	negative regulation of cellular biosynthetic process	0.201029027277512	1223	1.75020096123832	0	0	355627	274	2187	1.55080959431414	1.69864122767649e-14	4.60511026297219e-13	0.0001999600079984	0.00612945592699642	1	1
GO:0031328	positive regulation of cellular biosynthetic process	 1.774401	default_and_biomart_annot	0.000000e+00	0.006129456	positive regulation of cellular biosynthetic process	0.242692553692261	1465	1.73660643283224	0	0	337824	357	2464	1.63188748090739	0	0	0.0013997200559888	0.0275121005761395	1	1	positive regulation of cellular biosynthetic process	0.24254930234431	1496	1.77440109155416	0	0	334158	356	2666	1.6528998957737	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0031343	positive regulation of cell killing	 1.569065	default_annot	3.897186e-02	0.010988378	positive regulation of cell killing	0.00513378217296488	28	1.56906460616055	0.0154535889882789	0.0389718572851934	363537	3	61	0.553929019555837	0.916642790123945	0.956133605358285	0.000399920015996801	0.0109883782405823	0.88502299540092	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0031347	regulation of defense response	 1.285699	default_and_biomart_annot	1.527421e-04	0.006129456	regulation of defense response	0.0595669973402132	262	1.26536499170872	8.25430987297926e-05	0.000340152882718602	369940	66	709	1.04848059836944	0.359926127497002	0.563419984770048	0.0001999600079984	0.00659993787406041	0.854829034193161	1	regulation of defense response	0.0570585934793899	255	1.28569913217676	3.84191078590668e-05	0.000152742142151559	388819	57	740	0.953454198153516	0.66891931038112	0.78864066422774	0.0001999600079984	0.00612945592699642	0.954409118176365	1
GO:0031349	positive regulation of defense response	 1.420797	default_and_biomart_annot	1.417673e-05	0.006129456	positive regulation of defense response	0.0368518679563576	182	1.4207972695902	2.73917767601439e-06	1.41767302206346e-05	350280	38	439	0.974948722346567	0.590877477364765	0.757061767873606	0.0001999600079984	0.00659993787406041	0.953009398120376	1	positive regulation of defense response	0.0342009078549496	159	1.33745667352141	0.000202748452921453	0.000717734844823647	351869	29	445	0.806667734767375	0.908313978298727	0.950417748821108	0.0001999600079984	0.00612945592699642	0.996600679864027	1
GO:0031649	heat generation	 2.734812	default_and_biomart_annot	1.504441e-04	0.035815363	heat generation	0.00231427725752216	22	2.73481230629517	3.52312244387143e-05	0.000153057504846335	430833	4	15	3.00352623936943	0.0381811283687374	0.118284865217907	0.001999600079984	0.0358153625247647	0.24375124975005	1	heat generation	0.00232549428883125	22	2.72162092783789	3.77853016875207e-05	0.00015044406096249	430833	4	17	2.91251230808504	0.0431626452119525	0.120280201920704	0.001999600079984	0.0378520787070656	0.240951809638072	1
GO:0031650	regulation of heat generation	 2.963216	biomart_annot	7.138323e-05	0.035050752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	regulation of heat generation	0.00203880743372994	21	2.96321605834557	1.68567630318694e-05	7.13832312063859e-05	451082	3	12	3.09454432734036	0.0667195202389839	0.165115509949228	0.0017996400719856	0.0350507515825355	0.428314337132573	1
GO:0032355	response to estradiol	 2.054034	default_and_biomart_annot	2.529466e-10	0.017757765	response to estradiol	0.0133798112437172	94	2.02114792076663	4.55129378629238e-10	3.61896815007006e-09	364533	17	112	1.70959640856965	0.0199282204181156	0.0703491675995587	0.000999800039992002	0.0219537682421675	0.931013797240552	1	response to estradiol	0.0144261326699559	103	2.05403355995266	2.85063084248804e-11	2.52946601895115e-10	368586	20	123	2.01271175761975	0.00199670603065538	0.0101624802220621	0.000799840031993601	0.0177577653193641	0.856828634273145	1
GO:0032496	response to lipopolysaccharide	 1.274302	biomart_annot	1.592843e-02	0.014132545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	response to lipopolysaccharide	0.0261882105322523	116	1.2743020970616	0.00598755546239527	0.0159284328006028	395928	27	330	1.01275996167503	0.501952516523395	0.667496629687876	0.000599880023995201	0.0141325446701053	0.89122175564887	1
GO:0032501	multicellular organismal process	 1.193221	biomart_annot	0.000000e+00	0.043295689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	multicellular organismal process	0.596243117679247	2473	1.19322122363739	0	0	353735	811	7594	1.32192544086017	0	0	0.0023995200959808	0.0432956886883493	1	1
GO:0032774	RNA biosynthetic process	 1.795882	default_and_biomart_annot	0.000000e+00	0.006129456	RNA biosynthetic process	0.292708197812005	1796	1.76519089544467	0	0	333984	450	3306	1.53310663307196	0	0	0.0001999600079984	0.00659993787406041	1	1	RNA biosynthetic process	0.299079518571484	1867	1.79588232962293	0	0	334479	463	3609	1.58800113445119	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0032835	glomerulus development	 2.722305	biomart_annot	0.000000e+00	0.024895021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glomerulus development	0.0115188716409403	109	2.72230506608419	0	0	321969	20	68	3.64064038510631	2.35198687636995e-07	2.78878443912437e-06	0.0011997600479904	0.0248950209958008	0.863427314537093	1
GO:0033028	myeloid cell apoptotic process	 3.274209	default_and_biomart_annot	2.075366e-08	0.006129456	myeloid cell apoptotic process	0.00353073012631371	38	3.09627342722693	2.83543666323993e-09	2.0753656357996e-08	385407	3	35	0.965419148368744	0.611812488906605	0.76776469196123	0.0001999600079984	0.00659993787406041	0.971005798840232	1	myeloid cell apoptotic process	0.00386604181815683	44	3.27420872393362	3.02868841117743e-11	2.67426742689071e-10	408646	4	39	1.26955664711399	0.387828015654524	0.569342080124125	0.0001999600079984	0.00612945592699642	0.957608478304339	1
GO:0033032	regulation of myeloid cell apoptotic process	 3.632244	default_and_biomart_annot	1.138371e-11	0.006129456	regulation of myeloid cell apoptotic process	0.00316282906428248	38	3.45643272103128	1.4730683339792e-10	1.22708930424172e-09	385407	3	28	1.20677393546093	0.458443621255986	0.652502297216288	0.0001999600079984	0.00659993787406041	0.963407318536293	1	regulation of myeloid cell apoptotic process	0.00348496060817535	44	3.63224416896031	1.12465592394528e-12	1.13837124009096e-11	408646	4	32	1.54727216367018	0.256669730884785	0.432864394536859	0.0001999600079984	0.00612945592699642	0.950209958008398	1
GO:0033034	positive regulation of myeloid cell apoptotic process	 8.878997	default_and_biomart_annot	0.000000e+00	0.006129456	positive regulation of myeloid cell apoptotic process	0.00113402954268192	35	8.87899697512172	0	0	389257	1	8	1.40790292470442	0.524770717176824	0.705248840907548	0.0001999600079984	0.00659993787406041	0.997600479904019	1	positive regulation of myeloid cell apoptotic process	0.00148928182924024	41	7.92003677670284	0	0	415349	2	10	2.47563546187229	0.190770775082646	0.35126564217436	0.0001999600079984	0.00612945592699642	0.99880023995201	1
GO:0033260	nuclear DNA replication	 2.949989	default_and_biomart_annot	1.897862e-06	0.017757765	nuclear DNA replication	0.00311557367755756	31	2.86248948539451	4.03824641281858e-07	2.35736564788342e-06	365570	3	41	0.824138297387952	0.717839302626652	0.835841896853567	0.0013997200559888	0.0275121005761395	0.937012597480504	1	nuclear DNA replication	0.00292564154681619	30	2.94998883435495	3.34544376756618e-07	1.89786215836168e-06	370567	2	38	0.651483016282181	0.8235591181495	0.892906238427764	0.000799840031993601	0.0177577653193641	0.983403319336133	1
GO:0033262	regulation of nuclear cell cycle DNA replication	 6.124230	default_and_biomart_annot	1.736496e-13	0.006129456	regulation of nuclear cell cycle DNA replication	0.0015362420846789	31	5.80526792093743	2.28705943072782e-14	2.64955582615002e-13	365570	3	14	2.41354787092186	0.121652368218659	0.272500021720563	0.000599880023995201	0.0146426528647759	0.610877824435113	1	regulation of nuclear cell cycle DNA replication	0.00140925631717957	30	6.12423005752824	1.53210777398272e-14	1.73649610097411e-13	370567	2	13	1.90433497067099	0.283297652666254	0.461470663084071	0.0001999600079984	0.00612945592699642	0.866626674665067	1
GO:0033555	multicellular organismal response to stress	 2.200111	default_and_biomart_annot	1.307016e-11	0.006129456	multicellular organismal response to stress	0.0137227980510291	96	2.01255979763642	3.6948755166577e-10	2.96493986413144e-09	371502	17	91	2.10411865670111	0.00247928353627014	0.0135393132136792	0.0001999600079984	0.00659993787406041	0.54249150169966	1	multicellular organismal response to stress	0.0130760220922454	100	2.20011097043316	1.30095934025576e-12	1.30701594798507e-11	370082	19	92	2.55636270519421	0.000118071901547667	0.000865486289197914	0.0001999600079984	0.00612945592699642	0.321935612877425	1
GO:0033598	mammary gland epithelial cell proliferation	 4.284056	default_and_biomart_annot	0.000000e+00	0.006129456	mammary gland epithelial cell proliferation	0.00442193163778839	64	4.16378390423626	0	0	317154	8	24	3.75440779921178	0.000763221405258196	0.00491458396907364	0.0001999600079984	0.00659993787406041	0.968006398720256	1	mammary gland epithelial cell proliferation	0.00429778859390105	64	4.28405617837616	0	0	317384	8	28	3.53662208838898	0.0012776145507355	0.00683551403045435	0.0001999600079984	0.00612945592699642	0.963207358528294	1
GO:0033601	positive regulation of mammary gland epithelial cell proliferation	 7.047889	default_and_biomart_annot	1.084038e-11	0.010524724	positive regulation of mammary gland epithelial cell proliferation	0.000938834407538085	23	7.04788924167116	1.05759845325792e-12	1.08403841458937e-11	315955	1	5	2.25264467952707	0.371822990539668	0.571566213928582	0.000399920015996801	0.0109883782405823	0.993401319736053	1	positive regulation of mammary gland epithelial cell proliferation	0.000977334913580843	23	6.77024920388364	2.34823271938467e-12	2.3034028220146e-11	315955	1	8	1.54727216367018	0.490347169013619	0.655294272189367	0.000399920015996801	0.010524724323428	0.992401519696061	1
GO:0033993	response to lipid	 1.418375	default_annot	2.110120e-12	0.033255321	response to lipid	0.0886360728630372	437	1.41837531188497	1.93400850889702e-13	2.11011988663027e-12	341972	108	855	1.42272295549078	0.000104433777181612	0.000827897979832475	0.0017996400719856	0.0332553207668326	0.999200159968006	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0034110	regulation of homotypic cell-cell adhesion	 2.142195	default_and_biomart_annot	5.241228e-04	0.006129456	regulation of homotypic cell-cell adhesion	0.00402886374039834	30	2.14219453735592	0.000131629920703258	0.000524122779856371	320406	4	33	1.36523919971338	0.336118482600801	0.536807607026477	0.0001999600079984	0.00659993787406041	0.863627274545091	1	regulation of homotypic cell-cell adhesion	0.00416094571376464	30	2.07419430344456	0.00022493772254828	0.000791094532690983	320406	4	38	1.30296603256436	0.368970135406253	0.553250105757847	0.0001999600079984	0.00612945592699642	0.885422915416917	1
GO:0034111	negative regulation of homotypic cell-cell adhesion	 4.544021	default_and_biomart_annot	3.755819e-09	0.006129456	negative regulation of homotypic cell-cell adhesion	0.00171271902008905	26	4.36724402689984	1.08514375263269e-09	8.26536199392794e-09	328703	2	13	1.73280359963621	0.323209223215413	0.524652645664858	0.0001999600079984	0.00659993787406041	0.935212957408518	1	negative regulation of homotypic cell-cell adhesion	0.0016460887920489	26	4.54402092181882	4.81747308711533e-10	3.75581897470913e-09	328703	2	14	1.76831104419449	0.314184269301383	0.497220338187434	0.0001999600079984	0.00612945592699642	0.937412517496501	1
GO:0034333	adherens junction assembly	 3.871360	default_and_biomart_annot	8.192237e-08	0.006129456	adherens junction assembly	0.00193954562526004	26	3.85650216876894	1.30442361356842e-08	8.92518269101311e-08	314033	3	12	2.81580584940884	0.0838010300136981	0.210424787326262	0.0001999600079984	0.00659993787406041	0.648870225954809	1	adherens junction assembly	0.00193210164490476	26	3.87136045868351	1.20958847382724e-08	8.19223688788474e-08	314033	3	13	2.85650245600649	0.081701099928045	0.189744913522085	0.0001999600079984	0.00612945592699642	0.648270345930814	1
GO:0034405	response to fluid shear stress	 3.902918	default_and_biomart_annot	1.460263e-15	0.006129456	response to fluid shear stress	0.00405409082747304	55	3.90291818399863	1.11022302462516e-16	1.46026326647439e-15	306468	8	29	3.10709610969251	0.00298486906824902	0.0156021841336363	0.0001999600079984	0.00659993787406041	0.50749850029994	1	response to fluid shear stress	0.0041580570354541	55	3.80533135433497	2.22044604925031e-16	2.79890337282837e-15	306468	8	34	2.91251230808504	0.00483550314489911	0.0212439246471748	0.0001999600079984	0.00612945592699642	0.419116176764647	1
GO:0034641	cellular nitrogen compound metabolic process	 1.465539	default_and_biomart_annot	0.000000e+00	0.006129456	cellular nitrogen compound metabolic process	0.431899964540435	2145	1.42877670353956	0	0	340743	644	5748	1.26191994921315	1.02584607475364e-13	3.20454773827805e-12	0.000599880023995201	0.0146426528647759	1	1	cellular nitrogen compound metabolic process	0.436181128086021	2222	1.46553911934275	0	0	341468	657	6212	1.30915365297013	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0034654	nucleobase-containing compound biosynthetic process	 1.702315	default_and_biomart_annot	0.000000e+00	0.006129456	nucleobase-containing compound biosynthetic process	0.316136227881001	1835	1.66986758273033	0	0	332253	477	3689	1.45637233956955	0	0	0.0001999600079984	0.00659993787406041	1	1	nucleobase-containing compound biosynthetic process	0.321940232780761	1905	1.70231512753079	0	0	331998	490	4029	1.50541247991738	0	0	0.0001999600079984	0.00612945592699642	1	1
GO:0035050	embryonic heart tube development	 2.798487	default_and_biomart_annot	0.000000e+00	0.006129456	embryonic heart tube development	0.0105411129229173	102	2.78377376871418	0	0	333670	18	82	2.47241489216386	0.000253260555720392	0.0018667294893548	0.0001999600079984	0.00659993787406041	0.832033593281344	1	embryonic heart tube development	0.0104856932584879	102	2.79848674994549	0	0	334657	18	86	2.59078129730821	0.000147787746266004	0.00106308652147345	0.0001999600079984	0.00612945592699642	0.894221155768846	1
GO:0035051	cardiocyte differentiation	 2.491747	default_and_biomart_annot	0.000000e+00	0.014132545	cardiocyte differentiation	0.0247075695479608	214	2.49174720086141	0	0	362515	32	139	2.5929722929808	4.03149583716456e-07	5.07369068427808e-06	0.000599880023995201	0.0146426528647759	0.996400719856029	1	cardiocyte differentiation	0.0239847443499594	204	2.44689484446565	0	0	375847	37	144	3.1805038919887	1.59577351332985e-10	2.8134634328152e-09	0.000599880023995201	0.0141325446701053	0.841831633673265	1
GO:0035303	regulation of dephosphorylation	 1.415042	default_annot	3.070725e-02	0.006599938	regulation of dephosphorylation	0.00996201087443869	49	1.41504190353881	0.0118955501549306	0.0307072539169089	413039	11	92	1.3466897540651	0.191615121776674	0.371130094827751	0.0001999600079984	0.00659993787406041	0.793641271745651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0035306	positive regulation of dephosphorylation	 2.329814	default_and_biomart_annot	1.152556e-03	0.006129456	positive regulation of dephosphorylation	0.00530966850539733	43	2.3298141567555	6.9471668018295e-07	3.92451360344469e-06	435014	6	46	1.46911609534374	0.220868886400869	0.407853594592456	0.0001999600079984	0.00659993787406041	0.815636872625475	1	positive regulation of dephosphorylation	0.00696283806548035	43	1.77665209720774	0.000335832807566661	0.00115255597762222	406302	8	63	1.57183203928399	0.133698461321964	0.27260486863725	0.0001999600079984	0.00612945592699642	0.765646870625875	1
GO:0035850	epithelial cell differentiation involved in kidney development	 3.358927	default_and_biomart_annot	0.000000e+00	0.006129456	epithelial cell differentiation involved in kidney development	0.0083342774102075	96	3.31377878480013	0	0	356707	16	45	4.00470165249257	7.42021130428761e-07	8.91104552057239e-06	0.000399920015996801	0.0109883782405823	0.725854829034193	1	epithelial cell differentiation involved in kidney development	0.0091643874262358	107	3.35892702904351	0	0	342325	18	49	4.54708554221441	1.99372625075966e-08	2.72998810224578e-07	0.0001999600079984	0.00612945592699642	0.765646870625875	1
GO:0035914	skeletal muscle cell differentiation	 2.234693	biomart_annot	1.478719e-08	0.014132545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	skeletal muscle cell differentiation	0.00888283149832926	69	2.23469315674048	1.99263960887208e-09	1.47871948966505e-08	321683	14	72	2.40686781015361	0.00165845437353973	0.00866153082792531	0.000599880023995201	0.0141325446701053	0.980603879224155	1
GO:0036075	replacement ossification	 3.239854	default_and_biomart_annot	2.054254e-11	0.006129456	replacement ossification	0.00419412126166318	45	3.0866811036158	1.16048282094994e-10	9.8706869438335e-10	340866	6	31	2.17997872212297	0.0521268327866045	0.149056696261086	0.000799840031993601	0.0182502629908801	0.969206158768246	1	replacement ossification	0.0044398148236291	50	3.23985355218713	2.07900363591307e-12	2.05425359262839e-11	335568	7	31	2.79507229566226	0.01039294990049	0.0391920765736515	0.0001999600079984	0.00612945592699642	0.858028394321136	1
GO:0036297	interstrand cross-link repair	 3.405709	default_annot	2.359179e-08	0.049344363	interstrand cross-link repair	0.00278757559088791	33	3.40570885937913	3.25016435986925e-09	2.35917877739887e-08	572131	1	40	0.281580584940884	0.975844444355328	0.989271579714644	0.002999400119976	0.0493443631023012	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0036344	platelet morphogenesis	 7.383396	default_and_biomart_annot	0.000000e+00	0.006129456	platelet morphogenesis	0.00149086675573257	37	7.13975198074399	0	0	370197	2	23	0.97941073022916	0.618254083727445	0.771237801616741	0.0001999600079984	0.00659993787406041	0.645870825834833	1	platelet morphogenesis	0.00144166969789248	37	7.38339641030648	0	0	370197	2	24	1.03151477578012	0.588387870230688	0.727895565213153	0.0001999600079984	0.00612945592699642	0.656668666266747	1
GO:0040011	locomotion	 1.486915	default_and_biomart_annot	0.000000e+00	0.006129456	locomotion	0.135050620000828	688	1.46558863353343	0	0	383127	171	1134	1.6984225758339	1.58562052376965e-12	4.28934871584697e-11	0.0001999600079984	0.00659993787406041	1	1	locomotion	0.135822339976875	702	1.48691497739555	0	0	389968	176	1224	1.77986863271864	1.35447209004269e-14	3.72825353356139e-13	0.0001999600079984	0.00612945592699642	0.999800039992002	1
GO:0040012	regulation of locomotion	 1.502341	default_and_biomart_annot	0.000000e+00	0.006599938	regulation of locomotion	0.11996382147935	625	1.49882164993634	0	0	382281	151	968	1.75696976554022	2.62612154244835e-12	6.82271576968758e-11	0.0001999600079984	0.00659993787406041	1	1	regulation of locomotion	0.120448740224156	629	1.50234133202041	0	0	389185	155	1029	1.86454565884453	1.19904086659517e-14	3.36917993504215e-13	0.000399920015996801	0.010524724323428	0.999800039992002	1
GO:0042100	B cell proliferation	 1.797803	default_and_biomart_annot	1.097797e-04	0.010988378	B cell proliferation	0.00947544967466529	59	1.79131686401122	2.45581821282093e-05	0.000109779676157447	384249	11	98	1.26423936095907	0.251625848056666	0.44989318610132	0.000399920015996801	0.0109883782405823	0.734253149370126	1	B cell proliferation	0.00992132564798619	62	1.79780348098757	1.4010994512148e-05	6.00391702883548e-05	409532	12	105	1.41464883535559	0.140159249823621	0.28204369742575	0.000599880023995201	0.0141325446701053	0.642671465706859	1
GO:0042113	B cell activation	 1.425679	biomart_annot	1.729023e-04	0.035050752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B cell activation	0.0272415837920853	135	1.42567865474954	4.40348092309861e-05	0.000172902325910604	386817	32	282	1.40461586489208	0.0320414750601681	0.0950323023362324	0.0017996400719856	0.0350507515825355	0.855228954209158	1
GO:0042127	regulation of cell population proliferation	 1.648973	default_annot	0.000000e+00	0.046639561	regulation of cell population proliferation	0.171498465140471	983	1.64897287783195	0	0	372706	233	1540	1.70411107249937	0	0	0.0027994401119776	0.0466395609766936	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042267	natural killer cell mediated cytotoxicity	 1.886818	default_annot	5.496970e-03	0.014642653	natural killer cell mediated cytotoxicity	0.00411674444226505	27	1.88681833806416	0.00172827742431536	0.00549696965018607	366944	2	62	0.363329787020495	0.978067388431935	0.990715625263616	0.000599880023995201	0.0146426528647759	0.979404119176165	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GO:0042269	regulation of natural killer cell mediated cytotoxicity	 2.474282	default_and_biomart_annot	1.226024e-04	0.010524724	regulation of natural killer cell mediated cytotoxicity	0.00313931489604571	27	2.47428154358565	2.75902159925234e-05	0.00012260241619709	366944	2	38	0.592801231454492	0.862894154028345	0.922482892715575	0.000399920015996801	0.0109883782405823	0.857628474305139	1	regulation of natural killer cell mediated cytotoxicity	0.00311958296970246	22	2.02883333622452	0.00186660763036228	0.00553011980549397	342540	1	45	0.275070606874699	0.977518547087641	0.99111305422624	0.000399920015996801	0.010524724323428	0.99120175964807	1
GO:0042551	neuron maturation	 3.491434	biomart_annot	1.426108e-15	0.024895021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	neuron maturation	0.00519106998099174	63	3.49143449209406	1.11022302462516e-16	1.42610790901255e-15	451671	9	46	2.42181729965767	0.0102835103151905	0.0389603498247561	0.0011997600479904	0.0248950209958008	0.178964207158568	1
GO:0042596	fear response	 2.568605	default_and_biomart_annot	2.166103e-08	0.006129456	fear response	0.00747963541447075	61	2.34622489158515	2.96353208639744e-09	2.16610256119969e-08	366331	8	46	1.95882146045832	0.0476032745386503	0.139721467997112	0.0001999600079984	0.00659993787406041	0.640471905618876	1	fear response	0.00728008207187819	65	2.5686049402984	2.58091326088561e-11	2.31296130273719e-10	364465	10	46	2.69090811073075	0.00317790114744931	0.0151321947841916	0.0001999600079984	0.00612945592699642	0.301739652069586	1
GO:0042692	muscle cell differentiation	 1.722277	default_and_biomart_annot	0.000000e+00	0.006599938	muscle cell differentiation	0.0477730776374918	286	1.72227717119248	0	0	360902	64	378	1.90700078690122	3.48717966502932e-07	4.44192205875579e-06	0.0001999600079984	0.00659993787406041	0.986802639472106	1	muscle cell differentiation	0.0454274599563667	253	1.60222055550745	5.25135490647699e-13	5.44828071546988e-12	355481	66	384	2.1274992250465	3.56540341694966e-09	5.31363299294018e-08	0.0023995200959808	0.0432956886883493	0.898620275944811	1
