group	group_name	seqnames	start	end	width	strand	element_accelerated_ranking_name
2184	NA	chr18	25470234	25470391	158	*	ncAvAR-2184
2185	NA	chr2	15746083	15746147	65	*	ncAvAR-2185
2185	NA	chr2	15746148	15746182	35	*	ncAvAR-2185
2185	NA	chr2	15746183	15746239	57	*	ncAvAR-2185
2185	NA	chr2	15746243	15746287	45	*	ncAvAR-2185
2185	NA	chr2	15746289	15746304	16	*	ncAvAR-2185
2185	NA	chr2	15746305	15746310	6	*	ncAvAR-2185
2186	NA	chr19	31593550	31593552	3	*	ncAvAR-2186
2186	NA	chr19	31593555	31593585	31	*	ncAvAR-2186
2186	NA	chr19	31593591	31593845	255	*	ncAvAR-2186
2186	NA	chr19	31593847	31593935	89	*	ncAvAR-2186
2187	NA	chr8	59630636	59630641	6	*	ncAvAR-2187
2187	NA	chr8	59630643	59631235	593	*	ncAvAR-2187
2187	NA	chr8	59631252	59631336	85	*	ncAvAR-2187
2187	NA	chr8	59631337	59631385	49	*	ncAvAR-2187
2187	NA	chr8	59631393	59631411	19	*	ncAvAR-2187
2188	NA	chr18	36692314	36692355	42	*	ncAvAR-2188
2188	NA	chr18	36692356	36692463	108	*	ncAvAR-2188
2188	NA	chr18	36692464	36692662	199	*	ncAvAR-2188
2188	NA	chr18	36692663	36692704	42	*	ncAvAR-2188
2188	NA	chr18	36692706	36692719	14	*	ncAvAR-2188
2188	NA	chr18	36692720	36692738	19	*	ncAvAR-2188
2188	NA	chr18	36692739	36692762	24	*	ncAvAR-2188
2188	NA	chr18	36692771	36692781	11	*	ncAvAR-2188
2188	NA	chr18	36692782	36692824	43	*	ncAvAR-2188
2188	NA	chr18	36692827	36692846	20	*	ncAvAR-2188
2188	NA	chr18	36692850	36692865	16	*	ncAvAR-2188
2188	NA	chr18	36692867	36692881	15	*	ncAvAR-2188
2189	NA	chr12	65675197	65675202	6	*	ncAvAR-2189
2189	NA	chr12	65675203	65675363	161	*	ncAvAR-2189
2189	NA	chr12	65675364	65675526	163	*	ncAvAR-2189
2189	NA	chr12	65675529	65675559	31	*	ncAvAR-2189
2189	NA	chr12	65675575	65675587	13	*	ncAvAR-2189
2190	NA	chr2	59894288	59894474	187	*	ncAvAR-2190
2190	NA	chr2	59894475	59894665	191	*	ncAvAR-2190
2191	NA	chr5	164760270	164760562	293	*	ncAvAR-2191
2191	NA	chr5	164760192	164760269	78	*	ncAvAR-2191
2191	NA	chr5	164760191	164760191	1	*	ncAvAR-2191
2192	NA	chr4	173651586	173651661	76	*	ncAvAR-2192
2192	NA	chr4	173651662	173651786	125	*	ncAvAR-2192
2192	NA	chr4	173651789	173651971	183	*	ncAvAR-2192
2192	NA	chr4	173651972	173652275	304	*	ncAvAR-2192
2192	NA	chr4	173652278	173652348	71	*	ncAvAR-2192
2193	NA	chr15	37079004	37079007	4	*	ncAvAR-2193
2193	NA	chr15	37078993	37079003	11	*	ncAvAR-2193
2193	NA	chr15	37078971	37078985	15	*	ncAvAR-2193
2193	NA	chr15	37078936	37078970	35	*	ncAvAR-2193
2193	NA	chr15	37078864	37078933	70	*	ncAvAR-2193
2193	NA	chr15	37078638	37078863	226	*	ncAvAR-2193
2194	NA	chr10	117674551	117674597	47	*	ncAvAR-2194
2194	NA	chr10	117674598	117674668	71	*	ncAvAR-2194
2194	NA	chr10	117674669	117674896	228	*	ncAvAR-2194
2194	NA	chr10	117674903	117674914	12	*	ncAvAR-2194
2194	NA	chr10	117674924	117674943	20	*	ncAvAR-2194
2195	NA	chr2	163549152	163549166	15	*	ncAvAR-2195
2195	NA	chr2	163549144	163549151	8	*	ncAvAR-2195
2195	NA	chr2	163549089	163549143	55	*	ncAvAR-2195
2195	NA	chr2	163548937	163549088	152	*	ncAvAR-2195
2195	NA	chr2	163548899	163548935	37	*	ncAvAR-2195
2195	NA	chr2	163548860	163548898	39	*	ncAvAR-2195
2195	NA	chr2	163548852	163548859	8	*	ncAvAR-2195
2195	NA	chr2	163548827	163548851	25	*	ncAvAR-2195
2195	NA	chr2	163548810	163548823	14	*	ncAvAR-2195
2198	NA	chr5	180575479	180575489	11	*	ncAvAR-2198
2198	NA	chr5	180575438	180575456	19	*	ncAvAR-2198
2198	NA	chr5	180575407	180575435	29	*	ncAvAR-2198
2198	NA	chr5	180575377	180575401	25	*	ncAvAR-2198
2198	NA	chr5	180575365	180575376	12	*	ncAvAR-2198
2198	NA	chr5	180575322	180575364	43	*	ncAvAR-2198
2198	NA	chr5	180575318	180575321	4	*	ncAvAR-2198
2198	NA	chr5	180575308	180575316	9	*	ncAvAR-2198
2198	NA	chr5	180575272	180575306	35	*	ncAvAR-2198
2198	NA	chr5	180575223	180575271	49	*	ncAvAR-2198
2198	NA	chr5	180575120	180575220	101	*	ncAvAR-2198
2198	NA	chr5	180575085	180575116	32	*	ncAvAR-2198
2199	NA	chr7	155725958	155725964	7	*	ncAvAR-2199
2199	NA	chr7	155725967	155726022	56	*	ncAvAR-2199
2199	NA	chr7	155726025	155726035	11	*	ncAvAR-2199
2199	NA	chr7	155726037	155726093	57	*	ncAvAR-2199
2199	NA	chr7	155726094	155726121	28	*	ncAvAR-2199
2199	NA	chr7	155726124	155726246	123	*	ncAvAR-2199
2199	NA	chr7	155726247	155726357	111	*	ncAvAR-2199
2199	NA	chr7	155726364	155726402	39	*	ncAvAR-2199
2199	NA	chr7	155726404	155726416	13	*	ncAvAR-2199
2199	NA	chr7	155726418	155726479	62	*	ncAvAR-2199
2199	NA	chr7	155726480	155726502	23	*	ncAvAR-2199
2199	NA	chr7	155726503	155726520	18	*	ncAvAR-2199
2199	NA	chr7	155726522	155726569	48	*	ncAvAR-2199
2199	NA	chr7	155726570	155726592	23	*	ncAvAR-2199
2199	NA	chr7	155726593	155726598	6	*	ncAvAR-2199
2199	NA	chr7	155726600	155726644	45	*	ncAvAR-2199
2199	NA	chr7	155726645	155726653	9	*	ncAvAR-2199
2199	NA	chr7	155726654	155726677	24	*	ncAvAR-2199
2199	NA	chr7	155726679	155726689	11	*	ncAvAR-2199
2199	NA	chr7	155726696	155726712	17	*	ncAvAR-2199
2200	NA	chrX	499771	499829	59	*	ncAvAR-2200
2200	NA	chrX	499763	499769	7	*	ncAvAR-2200
2200	NA	chrX	499666	499761	96	*	ncAvAR-2200
2200	NA	chrX	499628	499665	38	*	ncAvAR-2200
2200	NA	chrX	499570	499593	24	*	ncAvAR-2200
2200	NA	chrX	499536	499569	34	*	ncAvAR-2200
2200	NA	chrX	499519	499535	17	*	ncAvAR-2200
2200	NA	chrX	499503	499517	15	*	ncAvAR-2200
2200	NA	chrX	499466	499502	37	*	ncAvAR-2200
2201	NA	chr19	30923567	30923575	9	*	ncAvAR-2201
2201	NA	chr19	30923584	30923604	21	*	ncAvAR-2201
2201	NA	chr19	30923605	30923938	334	*	ncAvAR-2201
2202	NA	chr7	8975738	8975747	10	*	ncAvAR-2202
2202	NA	chr7	8975749	8975771	23	*	ncAvAR-2202
2202	NA	chr7	8975772	8975837	66	*	ncAvAR-2202
2202	NA	chr7	8975838	8975955	118	*	ncAvAR-2202
2202	NA	chr7	8975957	8976028	72	*	ncAvAR-2202
2202	NA	chr7	8976029	8976053	25	*	ncAvAR-2202
2202	NA	chr7	8976062	8976078	17	*	ncAvAR-2202
2202	NA	chr7	8976080	8976099	20	*	ncAvAR-2202
2202	NA	chr7	8976106	8976110	5	*	ncAvAR-2202
2202	NA	chr7	8976111	8976119	9	*	ncAvAR-2202
2202	NA	chr7	8976124	8976136	13	*	ncAvAR-2202
2203	NA	chr3	25151466	25151791	326	*	ncAvAR-2203
2203	NA	chr3	25151792	25151845	54	*	ncAvAR-2203
2203	NA	chr3	25151855	25151856	2	*	ncAvAR-2203
2204	NA	chr10	112813710	112813798	89	*	ncAvAR-2204
2204	NA	chr10	112813800	112814023	224	*	ncAvAR-2204
2204	NA	chr10	112814024	112814059	36	*	ncAvAR-2204
2204	NA	chr10	112814060	112814077	18	*	ncAvAR-2204
2205	NA	chr10	128641751	128641792	42	*	ncAvAR-2205
2205	NA	chr10	128641793	128641912	120	*	ncAvAR-2205
2205	NA	chr10	128641919	128641950	32	*	ncAvAR-2205
2205	NA	chr10	128641951	128641980	30	*	ncAvAR-2205
2205	NA	chr10	128641981	128642019	39	*	ncAvAR-2205
2205	NA	chr10	128642020	128642038	19	*	ncAvAR-2205
2205	NA	chr10	128642043	128642103	61	*	ncAvAR-2205
2205	NA	chr10	128642105	128642137	33	*	ncAvAR-2205
2206	NA	chr21	15486021	15486054	34	*	ncAvAR-2206
2206	NA	chr21	15486055	15486081	27	*	ncAvAR-2206
2206	NA	chr21	15486083	15486093	11	*	ncAvAR-2206
2206	NA	chr21	15486094	15486108	15	*	ncAvAR-2206
2206	NA	chr21	15486109	15486121	13	*	ncAvAR-2206
2206	NA	chr21	15486131	15486140	10	*	ncAvAR-2206
2206	NA	chr21	15486145	15486185	41	*	ncAvAR-2206
2206	NA	chr21	15486186	15486205	20	*	ncAvAR-2206
2206	NA	chr21	15486206	15486271	66	*	ncAvAR-2206
2206	NA	chr21	15486274	15486293	20	*	ncAvAR-2206
2206	NA	chr21	15486294	15486315	22	*	ncAvAR-2206
2206	NA	chr21	15486317	15486350	34	*	ncAvAR-2206
2206	NA	chr15	96449998	96450004	7	*	ncAvAR-2206
2206	NA	chr15	96449967	96449992	26	*	ncAvAR-2206
2206	NA	chr15	96449954	96449966	13	*	ncAvAR-2206
2207	NA	chr10	23206815	23206841	27	*	ncAvAR-2207
2207	NA	chr10	23206752	23206811	60	*	ncAvAR-2207
2207	NA	chr10	23206457	23206751	295	*	ncAvAR-2207
2208	NA	chr8	76780406	76780558	153	*	ncAvAR-2208
2208	NA	chr8	76780561	76780674	114	*	ncAvAR-2208
2208	NA	chr8	76780675	76780716	42	*	ncAvAR-2208
2208	NA	chr8	76780717	76780753	37	*	ncAvAR-2208
2208	NA	chr8	76780754	76780774	21	*	ncAvAR-2208
2208	NA	chr8	76780775	76780777	3	*	ncAvAR-2208
2209	NA	chr8	105412034	105412065	32	*	ncAvAR-2209
2209	NA	chr8	105412066	105412171	106	*	ncAvAR-2209
2209	NA	chr8	105412172	105412215	44	*	ncAvAR-2209
2209	NA	chr8	105412226	105412240	15	*	ncAvAR-2209
2209	NA	chr8	105412241	105412263	23	*	ncAvAR-2209
2209	NA	chr8	105412265	105412282	18	*	ncAvAR-2209
2209	NA	chr8	105412284	105412331	48	*	ncAvAR-2209
2209	NA	chr8	105412332	105412429	98	*	ncAvAR-2209
2209	NA	chr8	105412431	105412513	83	*	ncAvAR-2209
2209	NA	chr8	105412514	105412546	33	*	ncAvAR-2209
2209	NA	chr8	105412547	105412675	129	*	ncAvAR-2209
2209	NA	chr8	105412676	105412700	25	*	ncAvAR-2209
2209	NA	chr8	105412702	105412736	35	*	ncAvAR-2209
2209	NA	chr8	105412737	105412766	30	*	ncAvAR-2209
2210	NA	chr4	130639137	130639141	5	*	ncAvAR-2210
2210	NA	chr4	130639142	130639284	143	*	ncAvAR-2210
2210	NA	chr4	130639286	130639317	32	*	ncAvAR-2210
2210	NA	chr4	130639318	130639495	178	*	ncAvAR-2210
2210	NA	chr4	130639510	130639534	25	*	ncAvAR-2210
2211	NA	chr3	148082234	148082236	3	*	ncAvAR-2211
2211	NA	chr3	148082237	148082268	32	*	ncAvAR-2211
2211	NA	chr3	148082269	148082325	57	*	ncAvAR-2211
2211	NA	chr3	148082326	148082558	233	*	ncAvAR-2211
2211	NA	chr3	148082569	148082621	53	*	ncAvAR-2211
2212	NA	chr3	169527657	169527700	44	*	ncAvAR-2212
2212	NA	chr3	169527635	169527656	22	*	ncAvAR-2212
2212	NA	chr3	169527481	169527634	154	*	ncAvAR-2212
2212	NA	chr3	169527434	169527480	47	*	ncAvAR-2212
2212	NA	chr3	169527386	169527432	47	*	ncAvAR-2212
2212	NA	chr3	169527351	169527385	35	*	ncAvAR-2212
2212	NA	chr3	169527323	169527350	28	*	ncAvAR-2212
2213	NA	chr5	171136051	171136107	57	*	ncAvAR-2213
2213	NA	chr5	171135835	171136048	214	*	ncAvAR-2213
2213	NA	chr5	171135814	171135834	21	*	ncAvAR-2213
2213	NA	chr5	171135722	171135813	92	*	ncAvAR-2213
2214	NA	chr17	77749923	77749934	12	*	ncAvAR-2214
2214	NA	chr17	77749936	77749962	27	*	ncAvAR-2214
2214	NA	chr17	77749963	77749984	22	*	ncAvAR-2214
2214	NA	chr17	77749985	77750003	19	*	ncAvAR-2214
2214	NA	chr17	77750004	77750010	7	*	ncAvAR-2214
2214	NA	chr17	77750018	77750062	45	*	ncAvAR-2214
2214	NA	chr17	77750063	77750311	249	*	ncAvAR-2214
2215	NA	chr3	17366817	17366835	19	*	ncAvAR-2215
2215	NA	chr3	17366836	17366842	7	*	ncAvAR-2215
2215	NA	chr3	17366843	17366901	59	*	ncAvAR-2215
2215	NA	chr3	17366902	17366937	36	*	ncAvAR-2215
2215	NA	chr3	17366938	17367109	172	*	ncAvAR-2215
2215	NA	chr3	17367110	17367123	14	*	ncAvAR-2215
2215	NA	chr3	17367125	17367175	51	*	ncAvAR-2215
2216	NA	chr18	75730624	75730652	29	*	ncAvAR-2216
2216	NA	chr18	75730605	75730623	19	*	ncAvAR-2216
2216	NA	chr18	75730579	75730602	24	*	ncAvAR-2216
2216	NA	chr18	75730538	75730578	41	*	ncAvAR-2216
2216	NA	chr18	75730342	75730526	185	*	ncAvAR-2216
2216	NA	chr18	75730321	75730339	19	*	ncAvAR-2216
2216	NA	chr18	75730265	75730320	56	*	ncAvAR-2216
2216	NA	chr18	75730259	75730264	6	*	ncAvAR-2216
2217	NA	chr8	95626349	95626361	13	*	ncAvAR-2217
2217	NA	chr8	95626362	95626370	9	*	ncAvAR-2217
2217	NA	chr8	95626371	95626384	14	*	ncAvAR-2217
2217	NA	chr8	95626385	95626680	296	*	ncAvAR-2217
2217	NA	chr8	95626682	95626751	70	*	ncAvAR-2217
2217	NA	chr8	95626753	95626797	45	*	ncAvAR-2217
2217	NA	chr8	95626798	95627033	236	*	ncAvAR-2217
2217	NA	chr8	95627034	95627050	17	*	ncAvAR-2217
2217	NA	chr8	95627051	95627091	41	*	ncAvAR-2217
2218	NA	chrX	137237652	137237662	11	*	ncAvAR-2218
2218	NA	chrX	137237665	137238040	376	*	ncAvAR-2218
2219	NA	chr16	59861470	59861484	15	*	ncAvAR-2219
2219	NA	chr16	59861486	59861491	6	*	ncAvAR-2219
2219	NA	chr16	59861492	59861519	28	*	ncAvAR-2219
2219	NA	chr16	59861521	59861630	110	*	ncAvAR-2219
2219	NA	chr16	59861632	59861719	88	*	ncAvAR-2219
2219	NA	chr16	59861720	59861756	37	*	ncAvAR-2219
2219	NA	chr16	59861766	59861794	29	*	ncAvAR-2219
2219	NA	chr16	59861795	59861855	61	*	ncAvAR-2219
2219	NA	chr16	59861856	59861857	2	*	ncAvAR-2219
2220	NA	chr5	158921108	158921147	40	*	ncAvAR-2220
2220	NA	chr5	158921087	158921107	21	*	ncAvAR-2220
2220	NA	chr5	158921076	158921085	10	*	ncAvAR-2220
2220	NA	chr5	158921049	158921073	25	*	ncAvAR-2220
2220	NA	chr5	158921014	158921038	25	*	ncAvAR-2220
2220	NA	chr5	158920987	158921013	27	*	ncAvAR-2220
2220	NA	chr5	158920928	158920986	59	*	ncAvAR-2220
2220	NA	chr5	158920873	158920926	54	*	ncAvAR-2220
2220	NA	chr5	158920849	158920872	24	*	ncAvAR-2220
2220	NA	chr5	158920831	158920848	18	*	ncAvAR-2220
2220	NA	chr5	158920804	158920830	27	*	ncAvAR-2220
2221	NA	chr10	128467389	128467401	13	*	ncAvAR-2221
2221	NA	chr10	128467403	128467450	48	*	ncAvAR-2221
2221	NA	chr10	128467469	128467511	43	*	ncAvAR-2221
2221	NA	chr10	128467513	128467526	14	*	ncAvAR-2221
2221	NA	chr10	128467527	128467568	42	*	ncAvAR-2221
2221	NA	chr10	128467569	128467618	50	*	ncAvAR-2221
2221	NA	chr10	128467619	128467775	157	*	ncAvAR-2221
2221	NA	chr10	128467776	128467784	9	*	ncAvAR-2221
2221	NA	chr10	128467786	128467791	6	*	ncAvAR-2221
2222	NA	chr16	54999485	54999496	12	*	ncAvAR-2222
2222	NA	chr16	54999499	54999522	24	*	ncAvAR-2222
2222	NA	chr16	54999523	54999530	8	*	ncAvAR-2222
2222	NA	chr16	54999531	54999743	213	*	ncAvAR-2222
2223	NA	chr1	217392434	217392795	362	*	ncAvAR-2223
2223	NA	chr1	217392407	217392432	26	*	ncAvAR-2223
2224	NA	chr11	16290370	16290414	45	*	ncAvAR-2224
2224	NA	chr11	16290415	16290458	44	*	ncAvAR-2224
2224	NA	chr11	16290459	16291139	681	*	ncAvAR-2224
2224	NA	chr11	16291141	16291143	3	*	ncAvAR-2224
2225	NA	chr7	115730717	115730824	108	*	ncAvAR-2225
2225	NA	chr7	115730512	115730716	205	*	ncAvAR-2225
2225	NA	chr7	115730480	115730511	32	*	ncAvAR-2225
2225	NA	chr7	115730444	115730479	36	*	ncAvAR-2225
2226	NA	chr10	11094095	11094189	95	*	ncAvAR-2226
2226	NA	chr10	11094192	11094195	4	*	ncAvAR-2226
2226	NA	chr10	11094196	11094226	31	*	ncAvAR-2226
2226	NA	chr10	11094229	11094240	12	*	ncAvAR-2226
2226	NA	chr10	11094241	11094251	11	*	ncAvAR-2226
2227	NA	chr8	77610643	77610661	19	*	ncAvAR-2227
2227	NA	chr8	77610669	77610693	25	*	ncAvAR-2227
2227	NA	chr8	77610694	77610713	20	*	ncAvAR-2227
2227	NA	chr8	77610723	77610753	31	*	ncAvAR-2227
2227	NA	chr8	77610761	77610768	8	*	ncAvAR-2227
2227	NA	chr8	77610773	77610808	36	*	ncAvAR-2227
2227	NA	chr8	77610811	77610839	29	*	ncAvAR-2227
2227	NA	chr8	77610841	77610901	61	*	ncAvAR-2227
2227	NA	chr8	77610905	77610911	7	*	ncAvAR-2227
2227	NA	chr8	77610913	77610994	82	*	ncAvAR-2227
2227	NA	chr8	77610995	77611060	66	*	ncAvAR-2227
2228	NA	chr14	77513473	77513526	54	*	ncAvAR-2228
2228	NA	chr14	77513528	77513560	33	*	ncAvAR-2228
2228	NA	chr14	77513564	77513582	19	*	ncAvAR-2228
2228	NA	chr14	77513583	77513602	20	*	ncAvAR-2228
2229	NA	chr22	35739040	35739113	74	*	ncAvAR-2229
2229	NA	chr22	35739016	35739039	24	*	ncAvAR-2229
2229	NA	chr22	35738878	35739015	138	*	ncAvAR-2229
2229	NA	chr22	35738801	35738875	75	*	ncAvAR-2229
2229	NA	chr22	35738734	35738800	67	*	ncAvAR-2229
2230	NA	chr2	59997223	59997323	101	*	ncAvAR-2230
2230	NA	chr2	59997325	59997613	289	*	ncAvAR-2230
2231	NA	chr20	20413090	20413104	15	*	ncAvAR-2231
2231	NA	chr20	20412994	20413087	94	*	ncAvAR-2231
2231	NA	chr20	20412777	20412993	217	*	ncAvAR-2231
2231	NA	chr20	20412745	20412776	32	*	ncAvAR-2231
2231	NA	chr20	20412731	20412742	12	*	ncAvAR-2231
2231	NA	chr20	20412724	20412730	7	*	ncAvAR-2231
2231	NA	chr20	20412717	20412721	5	*	ncAvAR-2231
2232	NA	chr6	98137793	98137809	17	*	ncAvAR-2232
2232	NA	chr6	98137772	98137779	8	*	ncAvAR-2232
2232	NA	chr6	98137584	98137737	154	*	ncAvAR-2232
2232	NA	chr6	98137410	98137571	162	*	ncAvAR-2232
2232	NA	chr6	98137393	98137405	13	*	ncAvAR-2232
2232	NA	chr6	98137362	98137392	31	*	ncAvAR-2232
2233	NA	chr10	113250718	113250724	7	*	ncAvAR-2233
2233	NA	chr10	113250727	113250751	25	*	ncAvAR-2233
2233	NA	chr10	113250753	113251083	331	*	ncAvAR-2233
2233	NA	chr10	113251084	113251102	19	*	ncAvAR-2233
2233	NA	chr10	113251107	113251113	7	*	ncAvAR-2233
2234	NA	chr12	65896113	65896126	14	*	ncAvAR-2234
2234	NA	chr12	65896153	65896176	24	*	ncAvAR-2234
2234	NA	chr12	65896180	65896220	41	*	ncAvAR-2234
2234	NA	chr12	65896221	65896248	28	*	ncAvAR-2234
2234	NA	chr12	65896250	65896495	246	*	ncAvAR-2234
2234	NA	chr12	65896497	65896501	5	*	ncAvAR-2234
2235	NA	chr7	28411932	28411959	28	*	ncAvAR-2235
2235	NA	chr7	28411963	28411976	14	*	ncAvAR-2235
2235	NA	chr7	28411977	28411984	8	*	ncAvAR-2235
2235	NA	chr7	28411985	28412008	24	*	ncAvAR-2235
2235	NA	chr7	28412010	28412322	313	*	ncAvAR-2235
2236	NA	chr14	56721283	56721318	36	*	ncAvAR-2236
2236	NA	chr14	56721068	56721282	215	*	ncAvAR-2236
2236	NA	chr14	56721008	56721061	54	*	ncAvAR-2236
2236	NA	chr14	56720950	56721007	58	*	ncAvAR-2236
2236	NA	chr14	56720942	56720949	8	*	ncAvAR-2236
2237	NA	chr2	99808550	99808569	20	*	ncAvAR-2237
2237	NA	chr2	99808570	99808582	13	*	ncAvAR-2237
2237	NA	chr2	99808583	99808595	13	*	ncAvAR-2237
2237	NA	chr2	99808596	99808649	54	*	ncAvAR-2237
2237	NA	chr2	99808662	99808713	52	*	ncAvAR-2237
2237	NA	chr2	99808714	99808763	50	*	ncAvAR-2237
2237	NA	chr2	99808765	99808819	55	*	ncAvAR-2237
2237	NA	chr2	99808821	99808870	50	*	ncAvAR-2237
2237	NA	chr2	99808871	99808945	75	*	ncAvAR-2237
2238	NA	chr10	8017846	8017876	31	*	ncAvAR-2238
2238	NA	chr10	8017878	8018134	257	*	ncAvAR-2238
2238	NA	chr10	8018135	8018228	94	*	ncAvAR-2238
2238	NA	chr10	8018229	8018230	2	*	ncAvAR-2238
2239	NA	chr15	36693826	36693887	62	*	ncAvAR-2239
2239	NA	chr15	36693779	36693819	41	*	ncAvAR-2239
2239	NA	chr15	36693506	36693778	273	*	ncAvAR-2239
2239	NA	chr15	36693488	36693503	16	*	ncAvAR-2239
2239	NA	chr15	36693485	36693485	1	*	ncAvAR-2239
2240	NA	chr13	76198248	76198319	72	*	ncAvAR-2240
2240	NA	chr13	76198180	76198238	59	*	ncAvAR-2240
2240	NA	chr13	76198155	76198179	25	*	ncAvAR-2240
2240	NA	chr13	76198112	76198150	39	*	ncAvAR-2240
2240	NA	chr13	76198076	76198111	36	*	ncAvAR-2240
2240	NA	chr13	76198059	76198075	17	*	ncAvAR-2240
2240	NA	chr13	76198037	76198058	22	*	ncAvAR-2240
2240	NA	chr13	76198016	76198034	19	*	ncAvAR-2240
2240	NA	chr13	76197934	76197989	56	*	ncAvAR-2240
2240	NA	chr13	76197899	76197927	29	*	ncAvAR-2240
2240	NA	chr13	76197883	76197889	7	*	ncAvAR-2240
2241	NA	chr1	218065022	218065052	31	*	ncAvAR-2241
2241	NA	chr1	218064368	218065006	639	*	ncAvAR-2241
2241	NA	chr1	218064306	218064367	62	*	ncAvAR-2241
2241	NA	chr1	218064250	218064304	55	*	ncAvAR-2241
2242	NA	chr4	146761693	146761725	33	*	ncAvAR-2242
2242	NA	chr4	146761726	146761933	208	*	ncAvAR-2242
2242	NA	chr4	146761942	146761953	12	*	ncAvAR-2242
2242	NA	chr4	146761985	146762007	23	*	ncAvAR-2242
2242	NA	chr4	146762010	146762052	43	*	ncAvAR-2242
2242	NA	chr4	146762054	146762100	47	*	ncAvAR-2242
2242	NA	chr4	146762101	146762128	28	*	ncAvAR-2242
2242	NA	chr4	146762131	146762353	223	*	ncAvAR-2242
2242	NA	chr4	146762364	146762419	56	*	ncAvAR-2242
2242	NA	chr4	146762420	146762443	24	*	ncAvAR-2242
2242	NA	chr4	146762444	146762508	65	*	ncAvAR-2242
2242	NA	chr4	146762509	146762513	5	*	ncAvAR-2242
2243	NA	chr16	55207572	55207581	10	*	ncAvAR-2243
2243	NA	chr16	55207340	55207569	230	*	ncAvAR-2243
2243	NA	chr16	55207313	55207337	25	*	ncAvAR-2243
2243	NA	chr16	55207278	55207312	35	*	ncAvAR-2243
2244	NA	chr5	135264783	135264789	7	*	ncAvAR-2244
2244	NA	chr5	135264779	135264782	4	*	ncAvAR-2244
2244	NA	chr5	135264768	135264778	11	*	ncAvAR-2244
2244	NA	chr5	135264758	135264767	10	*	ncAvAR-2244
2244	NA	chr5	135264608	135264756	149	*	ncAvAR-2244
2244	NA	chr5	135264444	135264607	164	*	ncAvAR-2244
2246	NA	chr8	98667206	98667221	16	*	ncAvAR-2246
2246	NA	chr8	98667222	98667228	7	*	ncAvAR-2246
2246	NA	chr8	98667229	98667237	9	*	ncAvAR-2246
2246	NA	chr8	98667240	98667252	13	*	ncAvAR-2246
2246	NA	chr8	98667256	98667277	22	*	ncAvAR-2246
2246	NA	chr8	98667280	98667333	54	*	ncAvAR-2246
2246	NA	chr8	98667334	98667384	51	*	ncAvAR-2246
2246	NA	chr8	98667386	98667425	40	*	ncAvAR-2246
2246	NA	chr8	98667426	98667603	178	*	ncAvAR-2246
2247	NA	chr12	16680921	16680958	38	*	ncAvAR-2247
2247	NA	chr12	16680959	16680963	5	*	ncAvAR-2247
2247	NA	chr12	16680964	16680997	34	*	ncAvAR-2247
2247	NA	chr12	16681000	16681008	9	*	ncAvAR-2247
2247	NA	chr12	16681009	16681019	11	*	ncAvAR-2247
2247	NA	chr12	16681020	16681082	63	*	ncAvAR-2247
2247	NA	chr12	16681083	16681189	107	*	ncAvAR-2247
2247	NA	chr12	16681190	16681267	78	*	ncAvAR-2247
2248	NA	chr13	61410244	61410262	19	*	ncAvAR-2248
2248	NA	chr13	61410216	61410243	28	*	ncAvAR-2248
2248	NA	chr13	61410199	61410207	9	*	ncAvAR-2248
2248	NA	chr13	61410155	61410184	30	*	ncAvAR-2248
2248	NA	chr13	61410062	61410154	93	*	ncAvAR-2248
2248	NA	chr13	61409979	61410060	82	*	ncAvAR-2248
2248	NA	chr13	61409960	61409976	17	*	ncAvAR-2248
2248	NA	chr13	61409953	61409959	7	*	ncAvAR-2248
2248	NA	chr13	61409858	61409952	95	*	ncAvAR-2248
2249	NA	chr3	18190210	18190322	113	*	ncAvAR-2249
2249	NA	chr3	18190324	18190578	255	*	ncAvAR-2249
2249	NA	chr3	18190579	18190601	23	*	ncAvAR-2249
2250	NA	chr18	25174594	25174594	1	*	ncAvAR-2250
2250	NA	chr18	25174598	25174643	46	*	ncAvAR-2250
2250	NA	chr18	25174645	25174678	34	*	ncAvAR-2250
2250	NA	chr18	25174690	25174954	265	*	ncAvAR-2250
2250	NA	chr18	25174955	25175003	49	*	ncAvAR-2250
2251	NA	chr12	102966726	102966752	27	*	ncAvAR-2251
2251	NA	chr12	102966631	102966725	95	*	ncAvAR-2251
2251	NA	chr12	102966576	102966630	55	*	ncAvAR-2251
2251	NA	chr12	102966572	102966574	3	*	ncAvAR-2251
2251	NA	chr12	102966550	102966571	22	*	ncAvAR-2251
2251	NA	chr12	102966441	102966507	67	*	ncAvAR-2251
2251	NA	chr12	102966358	102966439	82	*	ncAvAR-2251
2252	NA	chr3	17406573	17406578	6	*	ncAvAR-2252
2252	NA	chr3	17406581	17406603	23	*	ncAvAR-2252
2252	NA	chr3	17406604	17406624	21	*	ncAvAR-2252
2252	NA	chr3	17406626	17406631	6	*	ncAvAR-2252
2252	NA	chr3	17406632	17406825	194	*	ncAvAR-2252
2252	NA	chr3	17406828	17406836	9	*	ncAvAR-2252
2252	NA	chr3	17406837	17406957	121	*	ncAvAR-2252
2252	NA	chr3	17406958	17406999	42	*	ncAvAR-2252
2252	NA	chr3	17407000	17407027	28	*	ncAvAR-2252
2252	NA	chr3	17407028	17407082	55	*	ncAvAR-2252
2252	NA	chr3	17407084	17407347	264	*	ncAvAR-2252
2253	NA	chr1	95923999	95924382	384	*	ncAvAR-2253
