seqnames	start	end	element_accelerated_ranking_name	cluster
chr6	30567318	30567882	ncAvAR-1188	1100
chr1	82788126	82788691	ncAvAR-1189	137
chr7	33011087	33011275	ncAvAR-1190	1182
chr12	12920803	12921180	ncAvAR-1191	1404
chr1	51283843	51284031	ncAvAR-1192	86
chr28	4902084	4902461	ncAvAR-1193	1542
chr5	13483299	13483678	ncAvAR-1194	960
chr5	52756218	52756407	ncAvAR-1195	1052
chr1	166944420	166944609	ncAvAR-1196	296
chr1	48462980	48463549	ncAvAR-1197	77
chr2	28226953	28227523	ncAvAR-1198	397
chr2	32476455	32476835	ncAvAR-1199	411
chr9	4034360	4034550	ncAvAR-1200	1268
chr1	25999071	25999261	ncAvAR-1201	44
chr2	32863507	32863697	ncAvAR-1202	414
chr5	18200646	18202180	ncAvAR-1203	972
chr1	10780296	10780487	ncAvAR-1204	23
chr7	20448467	20448658	ncAvAR-1205	1151
chr1	178843704	178843895	ncAvAR-1206	312
chr2	39598866	39599249	ncAvAR-1207	433
chr3	10032125	10032316	ncAvAR-1208	634
chr3	10032433	10032816	ncAvAR-1209	634
chr1	51820375	51820758	ncAvAR-1210	88
chr5	46417716	46417908	ncAvAR-1211	1030
chr1	116276389	116276581	ncAvAR-1212	203
chr10	15806830	15807215	ncAvAR-1213	1311
chr3	77381408	77381794	ncAvAR-1214	768
chr12	16175511	16175897	ncAvAR-1215	1411
chr1	83435929	83436316	ncAvAR-1216	141
chr10	15798577	15798770	ncAvAR-1217	1311
chr11	14659098	14659291	ncAvAR-1218	1369
chr18	7628909	7629296	ncAvAR-1219	1479
chr1	65895918	65896111	ncAvAR-1220	115
chr3	25644832	25645219	ncAvAR-1221	675
chr3	34950253	34950446	ncAvAR-1222	694
chr5	37079027	37079609	ncAvAR-1223	1012
chr11	14867201	14867589	ncAvAR-1224	1370
chr3	10990432	10990820	ncAvAR-1225	635
chr1	154269278	154269861	ncAvAR-1226	265
chr3	102590369	102590758	ncAvAR-1227	804
chr11	14948658	14949242	ncAvAR-1228	1370
chr2	130143063	130143257	ncAvAR-1229	595
chr2	145665151	145665345	ncAvAR-1230	614
chr3	19426128	19426518	ncAvAR-1231	657
chr5	35636576	35637162	ncAvAR-1232	1003
chr3	101081570	101081961	ncAvAR-1233	798
chr1	136218629	136218824	ncAvAR-1234	230
chr3	21430413	21430804	ncAvAR-1235	667
chr7	16278888	16279083	ncAvAR-1236	1140
chr2	87528798	87529386	ncAvAR-1237	512
chr3	77390744	77391136	ncAvAR-1238	768
chr1	142774657	142775049	ncAvAR-1239	246
chr1	60875662	60876054	ncAvAR-1240	104
chr4	13312994	13313190	ncAvAR-1241	843
chr6	30354158	30354354	ncAvAR-1242	1099
chr2	31920939	31921333	ncAvAR-1243	409
chr3	50480810	50481204	ncAvAR-1244	711
chr3	95654815	95655210	ncAvAR-1245	785
chr4	32972900	32973295	ncAvAR-1246	873
chr7	32977728	32977925	ncAvAR-1247	1182
chr2	105139987	105140382	ncAvAR-1248	539
chr1	53751068	53751463	ncAvAR-1249	94
chr1	32667459	32667855	ncAvAR-1250	57
chr2	60175146	60175542	ncAvAR-1251	467
chr3	804025	804818	ncAvAR-1252	618
chr3	1408840	1409236	ncAvAR-1253	624
chr3	97839846	97840044	ncAvAR-1254	787
chr4	18109232	18109430	ncAvAR-1255	851
chr13	11885281	11885877	ncAvAR-1256	1437
chr15	12035956	12036154	ncAvAR-1257	1465
chr1	40063741	40063939	ncAvAR-1258	67
chr1	53664440	53664638	ncAvAR-1259	93
chr20	4572809	4573007	ncAvAR-1260	1495
chr3	108049749	108050147	ncAvAR-1261	817
chr5	48023213	48023611	ncAvAR-1262	1040
chr7	29432022	29432221	ncAvAR-1263	1173
chr7	32309406	32309605	ncAvAR-1264	1178
chr8	26260957	26261156	ncAvAR-1265	1253
chr2	38620370	38620569	ncAvAR-1266	429
chr2	40504844	40505043	ncAvAR-1267	434
chr20	4785732	4785931	ncAvAR-1268	1498
chr8	17464463	17464663	ncAvAR-1269	1218
chr9	20162108	20162308	ncAvAR-1270	1293
chr2	38759066	38759467	ncAvAR-1271	430
chr1	131173324	131173726	ncAvAR-1272	217
chr3	77143493	77143896	ncAvAR-1273	767
chr10	13767620	13767821	ncAvAR-1274	1307
chr11	14359819	14360020	ncAvAR-1275	1366
chr8	1034412	1034816	ncAvAR-1276	1195
chr11	8421453	8421857	ncAvAR-1277	1347
chr2	60165013	60165417	ncAvAR-1278	467
chr2	89382856	89383260	ncAvAR-1279	516
chr3	20257609	20258013	ncAvAR-1280	662
chr4	34221429	34221631	ncAvAR-1281	876
chr6	32427922	32428124	ncAvAR-1282	1103
chr1	154094664	154094866	ncAvAR-1283	263
chr1	158313222	158313627	ncAvAR-1284	280
chr6	27746931	27747337	ncAvAR-1285	1091
chr8	16139033	16139643	ncAvAR-1286	1216
chr3	80994666	80994869	ncAvAR-1287	770
chr1	82837777	82837980	ncAvAR-1288	137
chr6	14646070	14646273	ncAvAR-1289	1071
chr8	20957082	20957285	ncAvAR-1290	1228
chr9	17236265	17236672	ncAvAR-1291	1288
chr1	141187871	141188074	ncAvAR-1292	241
chr13	11435488	11435895	ncAvAR-1293	1436
chr2	47656599	47657007	ncAvAR-1294	441
chr7	21299597	21299801	ncAvAR-1295	1153
chr1	174268335	174268539	ncAvAR-1296	304
chr4	53333309	53333514	ncAvAR-1297	896
chr4	85294177	85294382	ncAvAR-1298	931
chr5	14746495	14746700	ncAvAR-1299	966
chr1	108966325	108966530	ncAvAR-1300	189
chr9	3174165	3174370	ncAvAR-1301	1267
chr1	112065887	112066092	ncAvAR-1302	198
chr2	27623717	27623922	ncAvAR-1303	395
chr20	4645797	4646002	ncAvAR-1304	1496
chr6	14587830	14588036	ncAvAR-1305	1070
chr3	16164031	16164444	ncAvAR-1306	649
chr1	141274175	141274589	ncAvAR-1307	241
chr2	87754920	87755334	ncAvAR-1308	513
chr6	34990150	34990357	ncAvAR-1309	1111
chr11	8987165	8987372	ncAvAR-1310	1353
chr11	19428383	19428590	ncAvAR-1311	1380
chr1	41961921	41962336	ncAvAR-1312	70
chr2	8691168	8691375	ncAvAR-1313	348
chr2	33401870	33402285	ncAvAR-1314	417
chr3	68348997	68349413	ncAvAR-1315	746
chr3	71848288	71848704	ncAvAR-1316	753
chr7	33323999	33324415	ncAvAR-1317	1184
chr7	15150215	15150423	ncAvAR-1318	1135
chr7	34002447	34002864	ncAvAR-1319	1188
chr8	5625787	5625995	ncAvAR-1320	1202
chr8	16065907	16066533	ncAvAR-1321	1216
chr1	119587073	119587281	ncAvAR-1322	207
chr1	154724213	154724630	ncAvAR-1323	268
chr12	9672799	9673426	ncAvAR-1324	1393
chr2	32354463	32354881	ncAvAR-1325	411
chr3	76175535	76175744	ncAvAR-1326	765
chr5	14089254	14089463	ncAvAR-1327	964
chr1	52216410	52216619	ncAvAR-1328	90
chr1	52222729	52222938	ncAvAR-1329	90
chr3	18612984	18613403	ncAvAR-1330	654
chr2	103947071	103947491	ncAvAR-1331	535
chr5	17641376	17641797	ncAvAR-1332	969
chr5	37358881	37359091	ncAvAR-1333	1014
chr5	40341782	40341992	ncAvAR-1334	1024
chr5	50580562	50580772	ncAvAR-1335	1044
chr8	5752821	5753031	ncAvAR-1336	1203
chr9	20444935	20445356	ncAvAR-1337	1296
chr2	5981231	5981441	ncAvAR-1338	337
chr2	34907585	34907795	ncAvAR-1339	420
chr2	86674083	86674505	ncAvAR-1340	508
chr3	60551160	60551583	ncAvAR-1341	733
chr5	33980824	33981459	ncAvAR-1342	995
chr7	16996410	16996833	ncAvAR-1343	1144
chr1	158277898	158278109	ncAvAR-1344	280
chr2	13960961	13961384	ncAvAR-1345	366
chr2	21509544	21509967	ncAvAR-1346	383
chr2	108216226	108216437	ncAvAR-1347	545
chr1	145876909	145877333	ncAvAR-1348	251
chr2	125026497	125027346	ncAvAR-1349	578
chr1	130822085	130822722	ncAvAR-1350	215
chr4	5382229	5382441	ncAvAR-1351	829
chr5	5450228	5450440	ncAvAR-1352	938
chr5	13903596	13903808	ncAvAR-1353	962
chr8	20882989	20883201	ncAvAR-1354	1228
chr15	12773428	12773853	ncAvAR-1355	1467
chr2	15116550	15116762	ncAvAR-1356	371
chr2	112319122	112319334	ncAvAR-1357	553
chr3	44017275	44017487	ncAvAR-1358	705
chr2	35099815	35100241	ncAvAR-1359	421
chr2	103986202	103986628	ncAvAR-1360	535
chr1	84426055	84426268	ncAvAR-1361	143
chr1	166865974	166866187	ncAvAR-1362	296
chr13	16400379	16400592	ncAvAR-1363	1445
chr2	31942752	31942965	ncAvAR-1364	409
chr2	110407049	110407262	ncAvAR-1365	552
chr24	693248	693461	ncAvAR-1366	1529
chr3	21491549	21491762	ncAvAR-1367	667
chr19	1653628	1653842	ncAvAR-1368	1483
chr2	60158397	60158611	ncAvAR-1369	467
chr23	1280861	1281075	ncAvAR-1370	1525
chr13	5790099	5790529	ncAvAR-1371	1427
chr2	9359347	9359777	ncAvAR-1372	353
chr3	8737655	8737870	ncAvAR-1373	632
chr12	10693776	10693991	ncAvAR-1374	1397
chr2	5174971	5175186	ncAvAR-1375	333
chr2	8957720	8957935	ncAvAR-1376	349
chr6	15171967	15172399	ncAvAR-1377	1073
chr1	131171849	131172281	ncAvAR-1378	217
chr2	29274978	29275410	ncAvAR-1379	400
chr4	17697986	17698202	ncAvAR-1380	849
chr1	26637592	26637808	ncAvAR-1381	50
chr3	13089849	13090065	ncAvAR-1382	644
chr5	38750985	38751420	ncAvAR-1383	1016
chr5	51450872	51451307	ncAvAR-1384	1047
chr14	6126159	6126376	ncAvAR-1385	1453
chr2	103441632	103442285	ncAvAR-1386	531
chr4	57305308	57305962	ncAvAR-1387	900
chr1	190281957	190282393	ncAvAR-1388	324
chr10	15802345	15802781	ncAvAR-1389	1311
chr3	795836	796272	ncAvAR-1390	618
chr5	13880975	13881193	ncAvAR-1391	962
chr5	47452900	47453556	ncAvAR-1392	1035
chr7	20586292	20586729	ncAvAR-1393	1151
chr1	175496589	175496807	ncAvAR-1394	308
chr2	31938146	31938364	ncAvAR-1395	409
chr2	64228950	64229168	ncAvAR-1396	483
chr20	8390649	8390867	ncAvAR-1397	1505
chr3	100746092	100746751	ncAvAR-1398	796
chr7	20479973	20480192	ncAvAR-1399	1151
chr13	4136883	4137323	ncAvAR-1400	1425
chr1	89618615	89618835	ncAvAR-1401	151
chr9	11842467	11842687	ncAvAR-1402	1275
chr1	174509653	174510094	ncAvAR-1403	305
chr12	9768830	9769271	ncAvAR-1404	1393
chr3	53636740	53637182	ncAvAR-1405	719
chr4	33002117	33002560	ncAvAR-1406	873
chr8	2205477	2205698	ncAvAR-1407	1198
chr8	21366303	21366524	ncAvAR-1408	1230
chr1	130913024	130913467	ncAvAR-1409	216
chr1	136365935	136366156	ncAvAR-1410	231
chr1	154866039	154866482	ncAvAR-1411	269
chr2	18043729	18043950	ncAvAR-1412	380
chr2	100819512	100819733	ncAvAR-1413	530
chr1	6328487	6328708	ncAvAR-1414	14
chr7	12796027	12796471	ncAvAR-1415	1132
chr6	13133686	13133908	ncAvAR-1416	1069
chr6	30085318	30085540	ncAvAR-1417	1097
chr7	17185151	17185596	ncAvAR-1418	1145
chr7	33242145	33242367	ncAvAR-1419	1183
chr1	158826956	158827401	ncAvAR-1420	284
chr18	3966010	3966232	ncAvAR-1421	1475
chr2	14652531	14652753	ncAvAR-1422	369
chr2	91767923	91768145	ncAvAR-1423	525
chr1	6439578	6439800	ncAvAR-1424	15
chr4	27437514	27437737	ncAvAR-1425	861
chr8	15310149	15311044	ncAvAR-1426	1212
chr2	91121267	91121490	ncAvAR-1427	523
chr3	3658293	3658741	ncAvAR-1428	626
chr5	37150019	37150692	ncAvAR-1429	1012
chr7	20373614	20374063	ncAvAR-1430	1150
chr1	116240095	116240319	ncAvAR-1431	203
chr2	114644481	114644705	ncAvAR-1432	561
chr3	18039890	18040114	ncAvAR-1433	651
chr1	97628264	97628489	ncAvAR-1434	166
chr6	34479142	34479594	ncAvAR-1435	1108
chr1	158172027	158172479	ncAvAR-1436	280
chr2	11333288	11333740	ncAvAR-1437	359
chr4	43520455	43520908	ncAvAR-1438	891
chr4	76413104	76413330	ncAvAR-1439	916
chr1	84413545	84413771	ncAvAR-1440	143
chr9	16801598	16802051	ncAvAR-1441	1285
chr21	3804483	3804709	ncAvAR-1442	1522
chr3	31079357	31079583	ncAvAR-1443	690
chr1	135888474	135888928	ncAvAR-1444	228
chr1	191797689	191798143	ncAvAR-1445	328
chr1	135727249	135727476	ncAvAR-1446	227
chr1	22608335	22608562	ncAvAR-1447	35
chr1	43672017	43672244	ncAvAR-1448	72
chr2	35446736	35446963	ncAvAR-1449	423
chr3	30919167	30919394	ncAvAR-1450	689
chr4	75367932	75368160	ncAvAR-1451	912
chr1	108772474	108772702	ncAvAR-1452	187
chr9	17323291	17323519	ncAvAR-1453	1289
chr1	135713401	135713858	ncAvAR-1454	227
chr1	157666851	157667079	ncAvAR-1455	278
chr11	19272741	19272969	ncAvAR-1456	1379
chr12	8031752	8032438	ncAvAR-1457	1389
chr3	54324344	54324572	ncAvAR-1458	722
chr5	35692315	35693233	ncAvAR-1459	1004
chr1	9292926	9293155	ncAvAR-1460	20
chr5	2476291	2476520	ncAvAR-1461	934
chr6	19463948	19464638	ncAvAR-1462	1080
chr10	16959637	16960328	ncAvAR-1463	1320
chr1	82628234	82628464	ncAvAR-1464	135
chr5	39464798	39465028	ncAvAR-1465	1020
chr5	52700191	52700421	ncAvAR-1466	1051
chr8	15922739	15922969	ncAvAR-1467	1215
chr12	16187406	16187636	ncAvAR-1468	1411
chr3	30244081	30244311	ncAvAR-1469	686
chr2	108200477	108200939	ncAvAR-1470	545
chr6	9144240	9144471	ncAvAR-1471	1067
chr13	2777226	2777457	ncAvAR-1472	1420
chr6	30353535	30353999	ncAvAR-1473	1099
chr6	34539960	34540424	ncAvAR-1474	1108
chr5	31205541	31206006	ncAvAR-1475	986
chr11	8672859	8673091	ncAvAR-1476	1350
chr12	10736265	10736497	ncAvAR-1477	1397
chr2	6218310	6218775	ncAvAR-1478	340
chr1	7368009	7368474	ncAvAR-1479	17
chr19	1651048	1651514	ncAvAR-1480	1483
chr4	51364859	51365092	ncAvAR-1481	895
chr7	25872019	25872252	ncAvAR-1482	1165
chr1	14771078	14771311	ncAvAR-1483	28
chr3	56586276	56586509	ncAvAR-1484	727
chr9	17147647	17148115	ncAvAR-1485	1287
chr2	114634688	114635156	ncAvAR-1486	561
chr4	68273558	68273792	ncAvAR-1487	907
chr8	15127529	15127763	ncAvAR-1488	1212
chr8	28204605	28204839	ncAvAR-1489	1265
chr3	51485670	51486140	ncAvAR-1490	716
chr7	15179684	15180155	ncAvAR-1491	1135
chr7	15927140	15927611	ncAvAR-1492	1137
chr8	7060443	7060678	ncAvAR-1493	1206
chr4	39062014	39062250	ncAvAR-1494	881
chr5	48857103	48857339	ncAvAR-1495	1041
chr8	24079182	24079418	ncAvAR-1496	1245
chr9	21219148	21219384	ncAvAR-1497	1297
chr20	11756468	11756704	ncAvAR-1498	1514
chr2	84220771	84221007	ncAvAR-1499	502
chr1	83314646	83315121	ncAvAR-1500	141
chr10	16427402	16427639	ncAvAR-1501	1315
chr1	32823075	32823312	ncAvAR-1502	58
chr1	6290629	6291104	ncAvAR-1503	14
chr5	32164523	32164761	ncAvAR-1504	992
chr8	24177125	24177363	ncAvAR-1505	1246
chr1	183990100	183990338	ncAvAR-1506	318
chr1	25938847	25939085	ncAvAR-1507	43
chr17	4648561	4648799	ncAvAR-1508	1470
chr1	6352455	6352693	ncAvAR-1509	14
chr2	119416850	119417327	ncAvAR-1510	571
chr3	41188994	41189232	ncAvAR-1511	703
chr3	71876065	71876782	ncAvAR-1512	753
chr3	75301625	75301864	ncAvAR-1513	761
chr1	84473093	84473332	ncAvAR-1514	143
chr5	47098474	47098713	ncAvAR-1515	1033
chr7	20757738	20757977	ncAvAR-1516	1152
chr10	16225471	16225710	ncAvAR-1517	1314
chr11	3991655	3991894	ncAvAR-1518	1329
chr2	80955141	80955380	ncAvAR-1519	500
chr2	130297758	130297997	ncAvAR-1520	597
chr2	146996688	146996927	ncAvAR-1521	616
chr2	103450604	103451084	ncAvAR-1522	531
chr4	8339467	8339707	ncAvAR-1523	837
chr1	90462161	90462401	ncAvAR-1524	152
chr6	30509320	30509560	ncAvAR-1525	1100
chr7	20617809	20618049	ncAvAR-1526	1151
chr1	130918524	130919006	ncAvAR-1527	216
chr6	18136672	18136913	ncAvAR-1528	1079
chr10	16321461	16321702	ncAvAR-1529	1314
chr1	3318473	3318714	ncAvAR-1530	2
chr12	13655348	13655589	ncAvAR-1531	1407
chr2	130194609	130194850	ncAvAR-1532	596
chr20	11482641	11482882	ncAvAR-1533	1512
chr1	83566456	83566940	ncAvAR-1534	142
chr6	34410066	34410550	ncAvAR-1535	1107
chr3	106622884	106623126	ncAvAR-1536	811
chr4	27322140	27322382	ncAvAR-1537	860
chr9	4324298	4324540	ncAvAR-1538	1269
chr11	9654383	9654868	ncAvAR-1539	1358
chr2	59753478	59753720	ncAvAR-1540	463
chr3	5312707	5312949	ncAvAR-1541	629
chr5	40668991	40669234	ncAvAR-1542	1025
chr1	51034936	51035179	ncAvAR-1543	85
chr3	8650130	8650373	ncAvAR-1544	631
chr1	63675034	63675521	ncAvAR-1545	111
chr1	98248889	98249622	ncAvAR-1546	168
chr3	94860097	94860341	ncAvAR-1547	782
chr4	57166505	57166749	ncAvAR-1548	899
chr5	52383636	52383880	ncAvAR-1549	1050
chr7	11612867	11613356	ncAvAR-1550	1130
chr1	113300043	113300287	ncAvAR-1551	199
chr2	32831105	32831349	ncAvAR-1552	414
chr3	64725114	64725604	ncAvAR-1553	738
chr3	19714384	19715120	ncAvAR-1554	658
chr9	12298307	12299044	ncAvAR-1555	1279
chr1	177426999	177427244	ncAvAR-1556	310
chr10	19431283	19431528	ncAvAR-1557	1326
chr1	5018249	5018494	ncAvAR-1558	7
chr2	62531955	62532200	ncAvAR-1559	474
chr13	10449882	10450374	ncAvAR-1560	1433
chr3	71824605	71824851	ncAvAR-1561	753
chr1	82353804	82354050	ncAvAR-1562	132
chr7	12837971	12838217	ncAvAR-1563	1132
chr9	20064745	20064991	ncAvAR-1564	1292
chr1	113695455	113695701	ncAvAR-1565	200
chr17	4844990	4845236	ncAvAR-1566	1471
chr3	15113992	15114238	ncAvAR-1567	647
chr1	65568694	65568940	ncAvAR-1568	113
chr3	34943496	34943742	ncAvAR-1569	694
chr1	131129699	131130193	ncAvAR-1570	217
chr2	27161439	27161933	ncAvAR-1571	392
chr6	30599534	30599781	ncAvAR-1572	1100
chr7	6140972	6141219	ncAvAR-1573	1122
chr18	3884391	3884638	ncAvAR-1574	1475
chr2	33363820	33364067	ncAvAR-1575	417
chr21	3803230	3803477	ncAvAR-1576	1522
chr5	38814665	38814913	ncAvAR-1577	1017
chr10	15552440	15552689	ncAvAR-1578	1309
chr12	13263363	13263612	ncAvAR-1579	1405
chr2	91181920	91182169	ncAvAR-1580	523
chr3	10993516	10993765	ncAvAR-1581	635
chr5	11521538	11522038	ncAvAR-1582	957
chr4	9218927	9219177	ncAvAR-1583	840
chr20	12553567	12554069	ncAvAR-1584	1516
chr7	21358075	21358326	ncAvAR-1585	1154
chr2	8189497	8189748	ncAvAR-1586	346
chr2	25351666	25352422	ncAvAR-1587	388
chr5	17768323	17768575	ncAvAR-1588	971
chr8	25542138	25542390	ncAvAR-1589	1249
chr13	3777541	3777793	ncAvAR-1590	1422
chr13	18097648	18097900	ncAvAR-1591	1448
chr4	40906364	40906617	ncAvAR-1592	887
chr8	24164139	24164392	ncAvAR-1593	1246
chr12	10381952	10382205	ncAvAR-1594	1394
chr3	19596702	19596955	ncAvAR-1595	658
chr1	94728898	94729152	ncAvAR-1596	160
chr7	7895976	7896230	ncAvAR-1597	1123
chr2	89600596	89600850	ncAvAR-1598	517
chr5	17700984	17701496	ncAvAR-1599	970
chr3	68390457	68390713	ncAvAR-1600	746
chr5	4502972	4503228	ncAvAR-1601	935
chr5	35462606	35462862	ncAvAR-1602	1002
chr5	55939493	55940006	ncAvAR-1603	1059
chr8	24066425	24066681	ncAvAR-1604	1245
chr8	26486836	26487092	ncAvAR-1605	1254
chr1	135031507	135031763	ncAvAR-1606	225
chr12	8329367	8329623	ncAvAR-1607	1391
chr13	3966892	3967148	ncAvAR-1608	1423
chr13	11586762	11587018	ncAvAR-1609	1436
chr2	86868185	86868441	ncAvAR-1610	509
chr7	16520698	16521213	ncAvAR-1611	1142
chr7	21410189	21410446	ncAvAR-1612	1155
chr1	136150588	136150845	ncAvAR-1613	230
chr1	140702649	140702906	ncAvAR-1614	237
chr13	11522207	11522464	ncAvAR-1615	1436
chr13	11570985	11571242	ncAvAR-1616	1436
chr3	70854797	70855313	ncAvAR-1617	748
chr5	22549993	22550251	ncAvAR-1618	975
chr5	32177128	32177645	ncAvAR-1619	992
chr5	51818216	51818474	ncAvAR-1620	1049
chr1	93069253	93069511	ncAvAR-1621	156
chr6	34929393	34929910	ncAvAR-1622	1110
chr7	35934256	35934514	ncAvAR-1623	1192
chr1	136294893	136295410	ncAvAR-1624	230
chr1	2749367	2749625	ncAvAR-1625	1
chr2	112308703	112308961	ncAvAR-1626	553
chr6	18141021	18141280	ncAvAR-1627	1079
chr1	164770204	164770463	ncAvAR-1628	291
chr2	32870487	32871006	ncAvAR-1629	414
chr20	12906934	12907453	ncAvAR-1630	1518
chr1	136041000	136041520	ncAvAR-1631	229
chr3	107336009	107336269	ncAvAR-1632	813
chr10	18676701	18676961	ncAvAR-1633	1325
chr1	26236132	26236392	ncAvAR-1634	46
chr12	8300421	8300681	ncAvAR-1635	1391
chr2	37703836	37704358	ncAvAR-1636	428
chr2	103960852	103961374	ncAvAR-1637	535
chr3	67717979	67718502	ncAvAR-1638	745
chr3	109575930	109576191	ncAvAR-1639	824
chr4	9242255	9242516	ncAvAR-1640	840
chr5	33857463	33857724	ncAvAR-1641	994
chr7	16118220	16118481	ncAvAR-1642	1138
chr7	21444460	21444721	ncAvAR-1643	1155
chr1	158549686	158550209	ncAvAR-1644	282
chr2	104048361	104048622	ncAvAR-1645	535
chr2	106737683	106738206	ncAvAR-1646	542
chr4	43270646	43270908	ncAvAR-1647	889
chr4	77668982	77669507	ncAvAR-1648	920
chr5	31442941	31443203	ncAvAR-1649	988
chr5	43357167	43357429	ncAvAR-1650	1027
chr1	18152362	18152624	ncAvAR-1651	29
chr2	10640435	10640697	ncAvAR-1652	356
chr2	63713264	63713526	ncAvAR-1653	479
chr1	66097173	66097435	ncAvAR-1654	117
chr3	93065985	93066248	ncAvAR-1655	775
chr1	100263562	100263825	ncAvAR-1656	176
chr2	28164968	28165495	ncAvAR-1657	397
chr3	50863795	50864058	ncAvAR-1658	713
chr2	87318180	87318708	ncAvAR-1659	511
chr1	82006839	82007103	ncAvAR-1660	128
chr9	12051108	12051637	ncAvAR-1661	1277
chr1	26589870	26590134	ncAvAR-1662	50
chr2	39184320	39184584	ncAvAR-1663	431
chr28	4904622	4904886	ncAvAR-1664	1542
chr3	38491447	38491977	ncAvAR-1665	699
chr3	63105424	63105689	ncAvAR-1666	736
chr7	25842286	25842551	ncAvAR-1667	1165
chr3	99414423	99414689	ncAvAR-1668	791
chr4	57378991	57379257	ncAvAR-1669	900
chr5	36814769	36815035	ncAvAR-1670	1009
chr2	63505503	63505769	ncAvAR-1671	477
chr2	130111760	130112026	ncAvAR-1672	595
chr4	84356213	84356747	ncAvAR-1673	926
chr2	112490116	112490650	ncAvAR-1674	553
chr1	25584439	25584974	ncAvAR-1675	40
chr1	6215647	6215914	ncAvAR-1676	13
chr22	2399575	2399842	ncAvAR-1677	1524
chr1	63536820	63537087	ncAvAR-1678	110
chr5	55935408	55935944	ncAvAR-1679	1059
chr5	58608282	58608550	ncAvAR-1680	1061
chr1	166958875	166959143	ncAvAR-1681	296
chr1	175171006	175171274	ncAvAR-1682	306
chr10	16694776	16695313	ncAvAR-1683	1317
chr3	1502832	1503100	ncAvAR-1684	624
chr2	32378988	32379795	ncAvAR-1685	411
chr4	31119014	31119283	ncAvAR-1686	864
chr4	84661813	84662082	ncAvAR-1687	927
chr1	87339705	87339974	ncAvAR-1688	148
chr5	55818107	55818376	ncAvAR-1689	1059
chr9	14604232	14604501	ncAvAR-1690	1281
chr1	157946804	157947073	ncAvAR-1691	279
chr11	10487881	10488150	ncAvAR-1692	1359
chr12	1917583	1917852	ncAvAR-1693	1382
chr12	13266060	13266329	ncAvAR-1694	1405
chr1	50109860	50110129	ncAvAR-1695	84
chr2	89713087	89714166	ncAvAR-1696	518
chr2	91063623	91063892	ncAvAR-1697	523
chr1	106918710	106919520	ncAvAR-1698	183
chr7	33363759	33364029	ncAvAR-1699	1184
chr10	15959805	15960075	ncAvAR-1700	1312
chr13	16152059	16152329	ncAvAR-1701	1444
chr2	34033765	34034035	ncAvAR-1702	418
chr2	124892817	124893087	ncAvAR-1703	578
chr23	4410083	4410353	ncAvAR-1704	1528
chr11	4455841	4456383	ncAvAR-1705	1333
chr1	134308414	134308685	ncAvAR-1706	224
chr14	10847940	10848211	ncAvAR-1707	1454
chr2	27556588	27556859	ncAvAR-1708	395
chr2	35237660	35237931	ncAvAR-1709	421
chr1	49982669	49982940	ncAvAR-1710	83
chr3	35021087	35021358	ncAvAR-1711	694
chr6	34486315	34486859	ncAvAR-1712	1108
chr3	68415799	68416071	ncAvAR-1713	746
chr3	56433883	56434974	ncAvAR-1714	726
chr11	14144863	14145409	ncAvAR-1715	1364
chr6	15090590	15090863	ncAvAR-1716	1073
chr6	18017761	18018034	ncAvAR-1717	1078
chr2	43337053	43337326	ncAvAR-1718	436
chr12	16518629	16518903	ncAvAR-1719	1414
chr2	25505374	25505648	ncAvAR-1720	389
chr1	95187441	95187716	ncAvAR-1721	162
chr6	34514847	34515398	ncAvAR-1722	1108
chr2	60107394	60107669	ncAvAR-1723	467
chr2	139455455	139455730	ncAvAR-1724	608
chr2	114242597	114243149	ncAvAR-1725	559
chr5	31111242	31111518	ncAvAR-1726	985
chr5	33750016	33750292	ncAvAR-1727	993
chr7	4160041	4160317	ncAvAR-1728	1118
chr12	10474353	10474629	ncAvAR-1729	1395
chr18	3964010	3964286	ncAvAR-1730	1475
chr3	20785820	20786650	ncAvAR-1731	666
chr1	49152277	49152553	ncAvAR-1732	80
chr3	100592348	100592902	ncAvAR-1733	794
chr20	8106253	8106807	ncAvAR-1734	1504
chr5	40240307	40240584	ncAvAR-1735	1023
chr11	18091042	18091319	ncAvAR-1736	1376
chr1	5564936	5565213	ncAvAR-1737	11
chr11	4764949	4765784	ncAvAR-1738	1336
chr5	12299097	12299375	ncAvAR-1739	959
chr7	32738636	32738914	ncAvAR-1740	1181
chr3	18641508	18642065	ncAvAR-1741	654
chr12	8337187	8337745	ncAvAR-1742	1391
chr2	63605823	63606381	ncAvAR-1743	478
chr2	119875607	119876165	ncAvAR-1744	574
chr3	76087957	76088236	ncAvAR-1745	764
chr1	82429770	82430049	ncAvAR-1746	133
chr5	54511959	54512238	ncAvAR-1747	1056
chr8	27808422	27808701	ncAvAR-1748	1262
chr19	8594795	8595074	ncAvAR-1749	1488
chr3	51501769	51502048	ncAvAR-1750	716
chr4	57275365	57275645	ncAvAR-1751	900
chr20	2864251	2864531	ncAvAR-1752	1490
chr1	13716363	13716925	ncAvAR-1753	26
chr2	61931225	61932069	ncAvAR-1754	472
chr1	9465922	9466203	ncAvAR-1755	22
chr5	38761410	38761691	ncAvAR-1756	1016
chr7	15297112	15297393	ncAvAR-1757	1136
chr15	1962908	1963189	ncAvAR-1758	1457
chr2	67038250	67038531	ncAvAR-1759	488
chr2	90711017	90711298	ncAvAR-1760	519
