seqnames	start	end	element_accelerated_ranking_name	cluster
chr9	81669868	81670247	ncMAR-1228	1342
chr11	15986959	15987148	ncMAR-1229	1570
chr2	66995114	66995494	ncMAR-1230	297
chr11	126680744	126681029	ncMAR-1231	1654
chr16	6997457	6997742	ncMAR-1232	2052
chr14	35573831	35574307	ncMAR-1233	1895
chr5	89204990	89205180	ncMAR-1234	867
chr11	127733387	127733577	ncMAR-1235	1661
chr14	85241156	85241346	ncMAR-1236	1957
chr14	46626984	46627270	ncMAR-1237	1907
chr2	176847560	176847847	ncMAR-1238	425
chr2	177535838	177536317	ncMAR-1239	431
chr7	111634822	111635110	ncMAR-1240	1085
chr9	126276340	126276628	ncMAR-1241	1389
chr16	72800232	72800424	ncMAR-1242	2104
chr16	80066943	80067328	ncMAR-1243	2119
chr10	76559069	76559358	ncMAR-1244	1471
chr5	88399659	88399949	ncMAR-1245	860
chr11	133314702	133314992	ncMAR-1246	1680
chr3	173703656	173704044	ncMAR-1247	661
chr14	79143412	79143703	ncMAR-1248	1943
chr2	66443460	66443654	ncMAR-1249	294
chr1	209113870	209114064	ncMAR-1250	164
chr1	209023606	209024093	ncMAR-1251	163
chr3	169256065	169256455	ncMAR-1252	654
chr2	161556694	161556987	ncMAR-1253	382
chr8	105598716	105599009	ncMAR-1254	1222
chr13	42548735	42548930	ncMAR-1255	1779
chr17	65843461	65843754	ncMAR-1256	2158
chr1	82199162	82199652	ncMAR-1257	62
chr10	34293639	34293933	ncMAR-1258	1432
chr9	125652164	125652557	ncMAR-1259	1386
chr5	93721222	93721418	ncMAR-1260	894
chr1	44485625	44486019	ncMAR-1261	15
chr5	105680990	105681286	ncMAR-1262	907
chr1	209326587	209326982	ncMAR-1263	166
chr2	58707453	58707948	ncMAR-1264	269
chr10	49205503	49206197	ncMAR-1265	1436
chr16	79042397	79042694	ncMAR-1266	2114
chr7	113880327	113881022	ncMAR-1267	1088
chr8	104995242	104995440	ncMAR-1268	1218
chr10	104483178	104483376	ncMAR-1269	1507
chr5	67115429	67115727	ncMAR-1270	844
chr11	132644718	132645016	ncMAR-1271	1676
chr14	28350659	28350957	ncMAR-1272	1869
chr1	209146117	209146415	ncMAR-1273	164
chr16	51723675	51723973	ncMAR-1274	2073
chr5	88544136	88544435	ncMAR-1275	862
chr5	124311089	124311188	ncMAR-1276	936
chr3	114714471	114715272	ncMAR-1277	605
chr11	126889664	126890064	ncMAR-1278	1657
chr3	60973728	60974028	ncMAR-1279	540
chr11	41617938	41618238	ncMAR-1280	1601
chr2	176597833	176598234	ncMAR-1281	422
chr2	59676282	59676583	ncMAR-1282	275
chr3	70658571	70658772	ncMAR-1283	558
chr8	37184172	37184373	ncMAR-1284	1148
chr10	62996795	62997198	ncMAR-1285	1448
chr10	117599142	117599242	ncMAR-1286	1535
chr13	53036129	53036330	ncMAR-1287	1784
chr16	7767091	7767191	ncMAR-1288	2055
chr10	10613292	10613595	ncMAR-1289	1413
chr14	33275148	33275654	ncMAR-1290	1885
chr2	175807354	175807556	ncMAR-1291	418
chr3	76619552	76619754	ncMAR-1292	570
chr5	3945781	3945983	ncMAR-1293	811
chr13	71879895	71880097	ncMAR-1294	1804
chr16	6267925	6268127	ncMAR-1295	2050
chr16	51067978	51068180	ncMAR-1296	2067
chr3	1750509	1750813	ncMAR-1297	498
chr17	61336112	61336416	ncMAR-1298	2156
chr3	67977099	67977302	ncMAR-1299	550
chr4	18857539	18857742	ncMAR-1300	688
chr7	26594792	26594893	ncMAR-1301	1041
chr7	120630806	120631111	ncMAR-1302	1104
chr10	8289651	8289854	ncMAR-1303	1406
chr12	16163242	16163445	ncMAR-1304	1686
chr1	208118831	208119034	ncMAR-1305	157
chr2	67135162	67135365	ncMAR-1306	298
chr2	163743091	163743702	ncMAR-1307	391
chr8	35625191	35625599	ncMAR-1308	1145
chr5	124824655	124824961	ncMAR-1309	941
chr6	16902769	16903075	ncMAR-1310	976
chr1	213550542	213550746	ncMAR-1311	170
chr2	80585662	80585866	ncMAR-1312	307
chr2	163938800	163939004	ncMAR-1313	392
chr10	61973670	61973977	ncMAR-1314	1446
chr6	18842850	18843260	ncMAR-1315	979
chr9	79111582	79112404	ncMAR-1316	1328
chr6	19908322	19908527	ncMAR-1317	983
chr10	100462854	100463059	ncMAR-1318	1493
chr12	115687119	115687324	ncMAR-1319	1765
chr1	204694245	204694450	ncMAR-1320	153
chr17	29083945	29084047	ncMAR-1321	2131
chr2	60565431	60565636	ncMAR-1322	280
chr7	19336907	19337319	ncMAR-1323	1029
chr9	13939691	13940207	ncMAR-1324	1267
chr15	67720543	67720956	ncMAR-1325	2019
chr4	35882061	35882371	ncMAR-1326	708
chr14	35965498	35965808	ncMAR-1327	1896
chr15	60471411	60471721	ncMAR-1328	2006
chr1	213382086	213382396	ncMAR-1329	170
chr4	55866803	55866906	ncMAR-1330	713
chr1	97262883	97263194	ncMAR-1331	105
chr11	115326469	115326780	ncMAR-1332	1636
chr15	95647813	95647916	ncMAR-1333	2034
chr2	16425661	16425764	ncMAR-1334	221
chr3	50362800	50362903	ncMAR-1335	523
chr7	27202075	27202178	ncMAR-1336	1045
chr10	76438540	76438851	ncMAR-1337	1470
chr9	71581182	71581494	ncMAR-1338	1311
chr13	70755591	70756216	ncMAR-1339	1798
chr2	65991571	65992093	ncMAR-1340	289
chr11	44144390	44144703	ncMAR-1341	1607
chr14	68164831	68165144	ncMAR-1342	1926
chr15	37881513	37881826	ncMAR-1343	1995
chr3	77446835	77447044	ncMAR-1344	574
chr1	63507469	63507783	ncMAR-1345	33
chr9	75216518	75216622	ncMAR-1346	1318
chr9	116493330	116493434	ncMAR-1347	1366
chr10	75379062	75379796	ncMAR-1348	1463
chr10	129614560	129614874	ncMAR-1349	1552
chr13	104416937	104417146	ncMAR-1350	1845
chr14	26272089	26272298	ncMAR-1351	1860
chr14	33489669	33489983	ncMAR-1352	1887
chr1	115924922	115925131	ncMAR-1353	125
chr5	51685536	51686166	ncMAR-1354	834
chr2	198324154	198324469	ncMAR-1355	441
chr11	91404314	91404629	ncMAR-1356	1621
chr12	105492736	105493051	ncMAR-1357	1757
chr2	201860133	201860343	ncMAR-1358	451
chr3	173231857	173232067	ncMAR-1359	660
chr9	4146350	4146560	ncMAR-1360	1248
chr9	24725935	24726251	ncMAR-1361	1295
chr14	33056186	33056608	ncMAR-1362	1883
chr15	49423046	49423468	ncMAR-1363	1999
chr2	58494687	58495004	ncMAR-1364	267
chr8	34173905	34174116	ncMAR-1365	1140
chr11	22558796	22559007	ncMAR-1366	1582
chr1	215005338	215005443	ncMAR-1367	176
chr3	78336994	78337312	ncMAR-1368	576
chr2	143228924	143229349	ncMAR-1369	337
chr3	19013197	19013622	ncMAR-1370	507
chr7	28553371	28553583	ncMAR-1371	1050
chr7	33788270	33788482	ncMAR-1372	1054
chr16	86350924	86351136	ncMAR-1373	2123
chr4	173601437	173601970	ncMAR-1374	790
chr4	21440351	21440671	ncMAR-1375	691
chr7	18393932	18394145	ncMAR-1376	1026
chr8	95793629	95793842	ncMAR-1377	1212
chr10	105239716	105239822	ncMAR-1378	1510
chr11	11263680	11263786	ncMAR-1379	1559
chr16	79525038	79525358	ncMAR-1380	2116
chr3	18836143	18836572	ncMAR-1381	507
chr4	109368830	109369044	ncMAR-1382	749
chr7	115729261	115729475	ncMAR-1383	1098
chr1	87348733	87348947	ncMAR-1384	78
chr5	78235336	78235873	ncMAR-1385	852
chr6	14500916	14501669	ncMAR-1386	971
chr16	78597834	78598264	ncMAR-1387	2113
chr5	51001160	51001698	ncMAR-1388	831
chr4	96670665	96670772	ncMAR-1389	740
chr4	132445034	132445249	ncMAR-1390	760
chr9	37325888	37326103	ncMAR-1391	1309
chr1	208462852	208463175	ncMAR-1392	158
chr15	36356914	36357237	ncMAR-1393	1986
chr10	75541546	75541870	ncMAR-1394	1464
chr13	94362314	94362530	ncMAR-1395	1835
chr2	104070961	104071394	ncMAR-1396	315
chr5	124905897	124906222	ncMAR-1397	942
chr3	70170026	70170243	ncMAR-1398	553
chr6	45538676	45539002	ncMAR-1399	1006
chr10	86747861	86748078	ncMAR-1400	1484
chr11	16174437	16174763	ncMAR-1401	1571
chr13	57760895	57761330	ncMAR-1402	1787
chr16	59193680	59193897	ncMAR-1403	2093
chr2	143467779	143467887	ncMAR-1404	338
chr2	156607158	156607484	ncMAR-1405	375
chr2	161083063	161083280	ncMAR-1406	378
chr8	37637821	37638584	ncMAR-1407	1150
chr11	16121720	16122374	ncMAR-1408	1571
chr12	71457012	71457557	ncMAR-1409	1725
chr16	53937273	53937819	ncMAR-1410	2082
chr1	87426239	87426457	ncMAR-1411	79
chr10	117903754	117903972	ncMAR-1412	1536
chr10	123192871	123193089	ncMAR-1413	1544
chr2	59093661	59093989	ncMAR-1414	271
chr9	1794654	1794982	ncMAR-1415	1244
chr15	37579235	37579783	ncMAR-1416	1992
chr2	58539820	58540149	ncMAR-1417	267
chr2	60536452	60536671	ncMAR-1418	280
chr2	207113622	207113951	ncMAR-1419	463
chr5	109905721	109905940	ncMAR-1420	921
chr1	164699796	164700125	ncMAR-1421	130
chr16	73659857	73660076	ncMAR-1422	2107
chr14	36019869	36020529	ncMAR-1423	1897
chr12	103090922	103091362	ncMAR-1424	1753
chr3	88753829	88754050	ncMAR-1425	589
chr3	134953575	134953907	ncMAR-1426	613
chr6	8871362	8871583	ncMAR-1427	957
chr6	45327092	45327313	ncMAR-1428	1004
chr7	115874665	115874886	ncMAR-1429	1099
chr8	25583119	25583451	ncMAR-1430	1132
chr9	16531542	16531763	ncMAR-1431	1276
chr9	105963572	105963793	ncMAR-1432	1355
chr10	106537455	106537676	ncMAR-1433	1514
chr12	113634553	113634774	ncMAR-1434	1762
chr3	60355296	60355518	ncMAR-1435	538
chr4	175944208	175944430	ncMAR-1436	794
chr12	70723017	70723239	ncMAR-1437	1724
chr3	69936292	69936626	ncMAR-1438	551
chr5	93299485	93300379	ncMAR-1439	891
chr2	150786331	150786554	ncMAR-1440	365
chr7	25698861	25699084	ncMAR-1441	1037
chr7	35161996	35162107	ncMAR-1442	1055
chr7	84216703	84216814	ncMAR-1443	1074
chr9	76738244	76738691	ncMAR-1444	1320
chr9	118321709	118322044	ncMAR-1445	1371
chr11	115619998	115620109	ncMAR-1446	1638
chr3	18619097	18619545	ncMAR-1447	506
chr5	92558629	92559077	ncMAR-1448	884
chr11	132598433	132598769	ncMAR-1449	1676
chr12	50221256	50221480	ncMAR-1450	1713
chr1	213507790	213508239	ncMAR-1451	170
chr15	96803713	96803937	ncMAR-1452	2041
chr11	45995393	45995730	ncMAR-1453	1611
chr3	40585010	40585122	ncMAR-1454	522
chr5	77562382	77562494	ncMAR-1455	848
chr7	84625109	84625334	ncMAR-1456	1076
chr8	37156812	37157150	ncMAR-1457	1148
chr9	78839211	78839323	ncMAR-1458	1325
chr14	32727968	32728193	ncMAR-1459	1881
chr15	96199971	96200309	ncMAR-1460	2038
chr16	55354736	55354961	ncMAR-1461	2089
chr3	70583347	70583913	ncMAR-1462	557
chr4	108360018	108360244	ncMAR-1463	746
chr6	8000289	8000515	ncMAR-1464	953
chr8	76708845	76709071	ncMAR-1465	1190
chr2	44494043	44494269	ncMAR-1466	250
chr2	144507950	144508176	ncMAR-1467	344
chr2	211545662	211545889	ncMAR-1468	470
chr5	53418894	53419121	ncMAR-1469	838
chr9	23496511	23497194	ncMAR-1470	1289
chr9	123770765	123770992	ncMAR-1471	1382
chr14	97833353	97833466	ncMAR-1472	1972
chr16	54796081	54796422	ncMAR-1473	2085
chr2	23058862	23058975	ncMAR-1474	236
chr2	66989910	66990251	ncMAR-1475	297
chr2	161441619	161441846	ncMAR-1476	381
chr3	134355891	134356118	ncMAR-1477	612
chr13	78547181	78547637	ncMAR-1478	1813
chr10	129389826	129390626	ncMAR-1479	1551
chr8	25909366	25909594	ncMAR-1480	1135
chr13	72428187	72428415	ncMAR-1481	1806
chr16	54837975	54838203	ncMAR-1482	2085
chr1	25074685	25074913	ncMAR-1483	5
chr1	207822705	207823048	ncMAR-1484	155
chr4	22748551	22749124	ncMAR-1485	692
chr2	173208641	173208985	ncMAR-1486	405
chr2	176649484	176649713	ncMAR-1487	423
chr2	204314454	204314798	ncMAR-1488	453
chr3	139236774	139237003	ncMAR-1489	622
chr4	83851643	83851757	ncMAR-1490	728
chr9	118449725	118450069	ncMAR-1491	1372
chr11	128766304	128766533	ncMAR-1492	1665
chr14	25895615	25895959	ncMAR-1493	1858
chr17	57650614	57650728	ncMAR-1494	2150
chr10	61944206	61944897	ncMAR-1495	1446
chr3	159149214	159149444	ncMAR-1496	641
chr2	58847902	58848132	ncMAR-1497	269
chr2	205656638	205656753	ncMAR-1498	460
chr3	60226976	60227091	ncMAR-1499	537
chr5	90123696	90123927	ncMAR-1500	874
chr14	68307570	68307801	ncMAR-1501	1927
chr1	208105796	208106027	ncMAR-1502	157
chr15	95583473	95583704	ncMAR-1503	2033
chr1	216945561	216945908	ncMAR-1504	186
chr2	108145634	108145865	ncMAR-1505	324
chr3	102297566	102298030	ncMAR-1506	597
chr3	148082207	148082555	ncMAR-1507	632
chr3	33937662	33937894	ncMAR-1508	519
chr2	177650331	177650447	ncMAR-1509	432
chr2	225123863	225124213	ncMAR-1510	488
chr3	62366346	62366462	ncMAR-1511	545
chr5	93569460	93569927	ncMAR-1512	893
chr5	103851210	103851326	ncMAR-1513	902
chr5	122869323	122869556	ncMAR-1514	930
chr13	79187353	79187469	ncMAR-1515	1821
chr15	95441385	95441618	ncMAR-1516	2032
chr9	105979421	105979655	ncMAR-1517	1355
chr12	92107716	92107950	ncMAR-1518	1741
chr13	72599152	72599386	ncMAR-1519	1808
chr10	71514648	71515000	ncMAR-1520	1457
chr2	198693284	198693519	ncMAR-1521	444
chr4	181496597	181496950	ncMAR-1522	802
chr8	25671180	25671533	ncMAR-1523	1133
chr11	121106067	121106184	ncMAR-1524	1643
chr11	132821482	132821717	ncMAR-1525	1677
chr1	222844471	222844706	ncMAR-1526	205
chr17	36749550	36749904	ncMAR-1527	2134
chr4	149574689	149574925	ncMAR-1528	776
chr16	49585562	49585798	ncMAR-1529	2065
chr14	29242733	29243207	ncMAR-1530	1874
chr6	23389076	23389194	ncMAR-1531	991
chr9	9358725	9358843	ncMAR-1532	1255
chr9	22373745	22373982	ncMAR-1533	1287
chr9	73869390	73869627	ncMAR-1534	1314
chr1	157111912	157112030	ncMAR-1535	128
chr14	78575891	78576128	ncMAR-1536	1941
chr16	7836887	7837243	ncMAR-1537	2056
chr2	21624040	21624397	ncMAR-1538	228
chr3	70413646	70413884	ncMAR-1539	556
chr6	1821874	1822112	ncMAR-1540	950
chr14	56708448	56708686	ncMAR-1541	1914
chr2	220994697	220995055	ncMAR-1542	481
chr12	72777833	72778191	ncMAR-1543	1729
chr2	162003005	162003244	ncMAR-1544	384
chr9	15935734	15935973	ncMAR-1545	1271
chr9	124659305	124659424	ncMAR-1546	1384
chr13	78772942	78773181	ncMAR-1547	1816
chr14	84657849	84658208	ncMAR-1548	1955
chr1	218187813	218188173	ncMAR-1549	194
chr1	219555664	219556024	ncMAR-1550	200
chr14	33690921	33691161	ncMAR-1551	1889
chr11	114847616	114848098	ncMAR-1552	1632
chr11	126733523	126733764	ncMAR-1553	1655
chr1	243396827	243397310	ncMAR-1554	208
chr8	35092443	35092806	ncMAR-1555	1144
chr4	108454320	108454562	ncMAR-1556	747
chr2	199630933	199631175	ncMAR-1557	449
chr3	55361228	55361471	ncMAR-1558	529
chr4	171894098	171894342	ncMAR-1559	788
chr9	74534772	74535139	ncMAR-1560	1316
chr2	145279707	145280074	ncMAR-1561	349
chr9	77084336	77084827	ncMAR-1562	1321
chr17	36818258	36818503	ncMAR-1563	2135
chr11	43038256	43038625	ncMAR-1564	1604
chr3	87199572	87199818	ncMAR-1565	587
chr8	25517830	25518076	ncMAR-1566	1131
chr8	64977910	64978156	ncMAR-1567	1174
chr9	79239773	79240266	ncMAR-1568	1329
chr11	126890980	126891226	ncMAR-1569	1657
chr12	23671822	23672068	ncMAR-1570	1701
chr2	145503289	145503906	ncMAR-1571	351
chr2	199096452	199096575	ncMAR-1572	446
chr4	79185747	79185994	ncMAR-1573	718
chr7	120369271	120369518	ncMAR-1574	1102
chr11	31161066	31161809	ncMAR-1575	1591
chr11	123030450	123030573	ncMAR-1576	1648
chr7	27586774	27587270	ncMAR-1577	1047
chr5	88979553	88980174	ncMAR-1578	866
chr7	18370926	18371174	ncMAR-1579	1026
chr10	74466133	74466381	ncMAR-1580	1459
chr12	41439018	41439266	ncMAR-1581	1711
chr12	53739671	53739919	ncMAR-1582	1715
chr2	7683818	7684066	ncMAR-1583	215
chr2	144521116	144521364	ncMAR-1584	344
chr12	85392604	85393102	ncMAR-1585	1737
chr4	177531642	177531766	ncMAR-1586	796
chr4	181524522	181524771	ncMAR-1587	802
chr5	103830033	103830407	ncMAR-1588	902
chr9	19940891	19941140	ncMAR-1589	1284
chr15	96626606	96626730	ncMAR-1590	2040
chr16	52462299	52462548	ncMAR-1591	2076
chr2	157325813	157326188	ncMAR-1592	377
chr10	101708136	101708511	ncMAR-1593	1502
chr2	176817675	176818427	ncMAR-1594	425
chr9	79630163	79630413	ncMAR-1595	1331
chr14	60655156	60655406	ncMAR-1596	1921
chr1	204647235	204647485	ncMAR-1597	153
chr5	74112873	74113249	ncMAR-1598	846
chr2	176590007	176590509	ncMAR-1599	422
chr15	67468279	67468781	ncMAR-1600	2017
chr6	19720811	19721062	ncMAR-1601	981
chr7	157079031	157079282	ncMAR-1602	1125
chr10	113261492	113261617	ncMAR-1603	1526
chr7	19294627	19295005	ncMAR-1604	1029
chr10	3282337	3282715	ncMAR-1605	1402
chr14	79084766	79085018	ncMAR-1606	1942
chr3	77457057	77457183	ncMAR-1607	574
chr3	94334023	94334276	ncMAR-1608	593
chr3	143024627	143024880	ncMAR-1609	625
chr10	9899118	9899371	ncMAR-1610	1412
chr15	40915137	40915263	ncMAR-1611	1997
chr16	54048739	54048992	ncMAR-1612	2082
chr16	59527261	59527514	ncMAR-1613	2094
chr2	164012732	164012985	ncMAR-1614	393
chr9	129140082	129140208	ncMAR-1615	1394
chr2	177625924	177626305	ncMAR-1616	432
chr4	148906387	148906768	ncMAR-1617	774
chr1	98210165	98210419	ncMAR-1618	110
chr8	37561417	37561671	ncMAR-1619	1150
chr1	82567293	82567803	ncMAR-1620	65
chr2	146917773	146918411	ncMAR-1621	360
chr9	16627713	16628351	ncMAR-1622	1277
chr2	156182235	156182490	ncMAR-1623	372
chr3	965953	966208	ncMAR-1624	495
chr14	81219338	81219593	ncMAR-1625	1948
chr8	26014713	26015225	ncMAR-1626	1135
chr5	94852921	94853177	ncMAR-1627	899
chr8	59410217	59410473	ncMAR-1628	1159
chr12	102425761	102426017	ncMAR-1629	1752
chr16	73329430	73329944	ncMAR-1630	2106
chr7	16007415	16007801	ncMAR-1631	1024
chr1	213423808	213424194	ncMAR-1632	170
chr1	216358360	216358488	ncMAR-1633	182
chr4	140037781	140038169	ncMAR-1634	764
chr15	95894718	95895106	ncMAR-1635	2036
chr4	23686600	23686859	ncMAR-1636	694
chr1	81579822	81580341	ncMAR-1637	57
chr9	126015070	126015459	ncMAR-1638	1388
chr2	66521532	66521921	ncMAR-1639	295
chr2	163322615	163323004	ncMAR-1640	387
chr9	82275229	82275749	ncMAR-1641	1344
chr1	87719689	87720079	ncMAR-1642	81
chr2	199322213	199322473	ncMAR-1643	448
chr1	44536618	44537139	ncMAR-1644	15
chr3	60034549	60034809	ncMAR-1645	536
chr5	108626069	108626329	ncMAR-1646	920
chr6	14622080	14622340	ncMAR-1647	972
chr8	117151813	117152073	ncMAR-1648	1235
chr2	198532878	198533269	ncMAR-1649	443
chr6	10018283	10018805	ncMAR-1650	964
chr4	4759348	4759478	ncMAR-1651	681
chr7	14495389	14495912	ncMAR-1652	1020
chr8	115551931	115552192	ncMAR-1653	1227
chr2	144895217	144895740	ncMAR-1654	346
chr4	147044540	147045064	ncMAR-1655	771
chr2	145444991	145445384	ncMAR-1656	350
chr1	215932260	215932653	ncMAR-1657	179
chr1	48665932	48666194	ncMAR-1658	19
chr6	10390003	10390265	ncMAR-1659	965
chr7	13577467	13577729	ncMAR-1660	1018
chr2	170277997	170278259	ncMAR-1661	400
chr2	173881450	173881712	ncMAR-1662	412
chr3	159348549	159348812	ncMAR-1663	643
chr7	9447891	9448154	ncMAR-1664	1010
chr11	126651579	126651974	ncMAR-1665	1654
chr17	9446841	9447236	ncMAR-1666	2127
chr2	156156659	156156922	ncMAR-1667	372
chr9	37336851	37337379	ncMAR-1668	1309
chr10	118148300	118148564	ncMAR-1669	1538
chr2	146377815	146378079	ncMAR-1670	357
chr1	10515092	10515490	ncMAR-1671	1
chr1	44619433	44619698	ncMAR-1672	16
chr7	115384232	115384630	ncMAR-1673	1095
chr11	131240607	131240872	ncMAR-1674	1668
chr11	132691909	132692174	ncMAR-1675	1676
chr16	80013107	80013505	ncMAR-1676	2118
chr17	48152465	48152863	ncMAR-1677	2141
chr14	29189420	29189686	ncMAR-1678	1874
chr9	9569306	9569439	ncMAR-1679	1256
chr14	75868021	75868154	ncMAR-1680	1932
chr2	58852912	58853313	ncMAR-1681	269
chr14	34969167	34969300	ncMAR-1682	1893
chr3	180707900	180708168	ncMAR-1683	665
chr2	176905630	176905898	ncMAR-1684	425
chr3	190941991	190942259	ncMAR-1685	679
chr8	104994474	104994742	ncMAR-1686	1218
chr11	133497780	133498048	ncMAR-1687	1682
chr5	90111948	90112351	ncMAR-1688	874
chr14	76607205	76607608	ncMAR-1689	1936
chr3	24899939	24900208	ncMAR-1690	509
chr8	37206030	37206299	ncMAR-1691	1148
chr9	78839357	78839491	ncMAR-1692	1325
chr12	65368295	65368564	ncMAR-1693	1722
chr15	96184018	96184152	ncMAR-1694	2038
chr8	99223952	99224357	ncMAR-1695	1214
chr12	113561263	113561533	ncMAR-1696	1761
chr20	41248750	41249020	ncMAR-1697	2177
chr9	125909972	125910649	ncMAR-1698	1387
chr10	101749394	101749800	ncMAR-1699	1502
chr3	67558107	67558378	ncMAR-1700	549
chr5	93034440	93034983	ncMAR-1701	888
chr8	115946578	115946849	ncMAR-1702	1228
chr10	62019252	62019387	ncMAR-1703	1446
chr12	98110696	98110967	ncMAR-1704	1750
chr14	53571639	53571910	ncMAR-1705	1909
chr3	24943267	24943675	ncMAR-1706	509
chr2	67626056	67626328	ncMAR-1707	301
chr5	104913819	104914091	ncMAR-1708	906
chr15	37868257	37868529	ncMAR-1709	1995
chr3	169466205	169466614	ncMAR-1710	656
chr2	104026529	104026665	ncMAR-1711	315
chr3	81377434	81377707	ncMAR-1712	582
chr5	117286551	117286824	ncMAR-1713	925
chr7	132232608	132232881	ncMAR-1714	1111
chr9	125968433	125968569	ncMAR-1715	1388
chr16	5741521	5741794	ncMAR-1716	2049
chr3	71102115	71102526	ncMAR-1717	562
chr3	182403996	182404407	ncMAR-1718	673
chr2	173466965	173467239	ncMAR-1719	407
chr3	137606289	137606563	ncMAR-1720	620
chr6	14729021	14729295	ncMAR-1721	973
chr13	93475605	93475879	ncMAR-1722	1832
chr14	26812656	26812930	ncMAR-1723	1862
chr17	37019770	37020044	ncMAR-1724	2136
chr1	81681470	81682020	ncMAR-1725	58
chr1	81315037	81315312	ncMAR-1726	55
chr6	9252906	9253181	ncMAR-1727	959
chr7	26645988	26646263	ncMAR-1728	1041
chr2	60271588	60271863	ncMAR-1729	279
chr2	150429430	150429843	ncMAR-1730	364
chr3	1356165	1356441	ncMAR-1731	497
chr3	55617509	55617785	ncMAR-1732	530
chr15	35654388	35654664	ncMAR-1733	1984
chr17	71181127	71181403	ncMAR-1734	2164
chr6	33926157	33926433	ncMAR-1735	992
chr3	70652756	70653310	ncMAR-1736	558
chr7	116354215	116354492	ncMAR-1737	1100
chr8	33990875	33991013	ncMAR-1738	1139
chr16	73789766	73790043	ncMAR-1739	2107
chr1	217020693	217020970	ncMAR-1740	186
chr2	18520083	18520360	ncMAR-1741	223
chr2	156181216	156181354	ncMAR-1742	372
chr5	4303181	4303598	ncMAR-1743	813
chr5	90170267	90170545	ncMAR-1744	874
chr9	78880273	78880551	ncMAR-1745	1325
chr9	119789119	119789397	ncMAR-1746	1377
chr10	8663223	8663501	ncMAR-1747	1408
chr10	9130330	9130608	ncMAR-1748	1411
chr1	213650650	213650928	ncMAR-1749	171
chr10	102264308	102264866	ncMAR-1750	1504
chr4	146635522	146635801	ncMAR-1751	770
chr4	146654807	146654946	ncMAR-1752	770
chr10	7984333	7984612	ncMAR-1753	1405
chr1	180354028	180354307	ncMAR-1754	145
chr2	210574474	210574754	ncMAR-1755	468
chr7	42392869	42393432	ncMAR-1756	1067
chr9	78542423	78542704	ncMAR-1757	1323
chr16	73351041	73351463	ncMAR-1758	2106
chr2	164065441	164065722	ncMAR-1759	394
chr2	207079323	207079604	ncMAR-1760	463
chr1	71468561	71468983	ncMAR-1761	39
chr4	110686782	110687205	ncMAR-1762	750
chr10	76309825	76310248	ncMAR-1763	1469
chr2	205390374	205390656	ncMAR-1764	459
chr9	119284726	119285008	ncMAR-1765	1375
chr3	159540744	159541168	ncMAR-1766	644
chr8	63565697	63566121	ncMAR-1767	1165
chr2	7905261	7905685	ncMAR-1768	216
chr3	137920260	137920969	ncMAR-1769	621
chr7	27347116	27347399	ncMAR-1770	1046
chr8	65230744	65231027	ncMAR-1771	1177
chr10	102683252	102683535	ncMAR-1772	1505
chr13	71660042	71660325	ncMAR-1773	1802
chr15	95574204	95574345	ncMAR-1774	2033
chr2	143935012	143935295	ncMAR-1775	342
chr8	92009000	92009568	ncMAR-1776	1200
chr13	69180121	69180405	ncMAR-1777	1797
chr15	39693090	39693374	ncMAR-1778	1996
chr3	62416016	62416443	ncMAR-1779	545
chr10	127137022	127137449	ncMAR-1780	1547
chr4	79568211	79568496	ncMAR-1781	719
chr5	89178039	89178324	ncMAR-1782	867
chr10	2728258	2728543	ncMAR-1783	1400
chr11	122310919	122311061	ncMAR-1784	1647
chr15	60726731	60727016	ncMAR-1785	2007
chr5	44382085	44382371	ncMAR-1786	829
chr5	94782927	94783213	ncMAR-1787	898
chr8	118014914	118015200	ncMAR-1788	1236
chr13	78994604	78994890	ncMAR-1789	1819
chr16	53982828	53983114	ncMAR-1790	2082
chr2	44529811	44530386	ncMAR-1791	250
chr2	58974256	58974399	ncMAR-1792	270
chr6	16496988	16497275	ncMAR-1793	975
chr11	114095925	114096068	ncMAR-1794	1630
chr1	174430887	174431030	ncMAR-1795	137
chr16	51666985	51667128	ncMAR-1796	2072
chr2	199333693	199333981	ncMAR-1797	448
chr12	85420371	85420659	ncMAR-1798	1737
chr3	169151003	169151292	ncMAR-1799	653
chr5	124733245	124733389	ncMAR-1800	940
chr13	78364691	78365125	ncMAR-1801	1812
chr16	59024361	59024650	ncMAR-1802	2092
chr2	205763970	205764260	ncMAR-1803	461
chr3	157970897	157971187	ncMAR-1804	635
chr4	182451545	182451835	ncMAR-1805	807
chr5	89375315	89375896	ncMAR-1806	869
chr13	67281233	67281523	ncMAR-1807	1795
chr12	116951175	116951466	ncMAR-1808	1767
chr7	42235144	42235289	ncMAR-1809	1066
chr9	75599335	75599626	ncMAR-1810	1319
chr10	58010305	58010450	ncMAR-1811	1441
chr11	131566812	131566957	ncMAR-1812	1670
chr5	107776823	107777115	ncMAR-1813	917
chr11	28146189	28146481	ncMAR-1814	1585
chr1	194006887	194007179	ncMAR-1815	149
chr2	143524025	143524610	ncMAR-1816	338
chr6	8838483	8838922	ncMAR-1817	957
chr1	208035507	208035946	ncMAR-1818	156
chr2	176652230	176652523	ncMAR-1819	423
chr3	181313401	181313694	ncMAR-1820	667
chr4	17172929	17173222	ncMAR-1821	685
