seqnames	start	end	width	strand
chr3	87594117	87594254	138	*
chr3	87609406	87609670	265	*
chr3	88615548	88615713	166	*
chr3	88635548	88635751	204	*
chr3	93618779	93618981	203	*
chr3	96232029	96232188	160	*
chr3	96785934	96786114	181	*
chr3	97860212	97860501	290	*
chr3	97877827	97879154	1328	*
chr1	75335919	75336089	171	*
chr1	8967378	8967570	193	*
chr1	8969756	8969871	116	*
chr3	101588366	101588502	137	*
chr3	101615646	101615848	203	*
chr1	75877413	75877561	149	*
chr1	77477869	77478066	198	*
chr3	108221196	108221504	309	*
chr3	108226376	108226554	179	*
chr3	108241522	108241989	468	*
chr3	108315862	108316352	491	*
chr3	108764688	108764844	157	*
chr3	109442509	109443134	626	*
chr3	109835610	109835726	117	*
chr3	110161728	110163386	1659	*
chr3	110220129	110220676	548	*
chr3	110245487	110245947	461	*
chr33	4703140	4703310	171	*
chr1	77759535	77759922	388	*
chr1	77761073	77761190	118	*
chr1	77762741	77763055	315	*
chr4	290555	290655	101	*
chr4	493428	493588	161	*
chr4	1026046	1026354	309	*
chr4	2278123	2278437	315	*
chr4	2814044	2814310	267	*
chr1	78005846	78005972	127	*
chr1	78009020	78009165	146	*
chr4	4750757	4751695	939	*
chr4	8293443	8293601	159	*
chr1	78109780	78110025	246	*
chr4	10644172	10644733	562	*
chr4	10855131	10855292	162	*
chr4	12138002	12138354	353	*
chr4	12263600	12263836	237	*
chr4	12264784	12265021	238	*
chr4	12800835	12801088	254	*
chr4	14230356	14230477	122	*
chr4	15386417	15386681	265	*
chr4	15462035	15462198	164	*
chr4	15520804	15521811	1008	*
chr4	15778560	15779306	747	*
chr4	15788837	15789195	359	*
chr4	15790258	15790379	122	*
chr4	15817607	15817800	194	*
chr4	19836679	19836868	190	*
chr4	19845449	19845638	190	*
chr4	20064491	20065001	511	*
chr1	79978312	79978429	118	*
chr4	21489776	21490234	459	*
chr4	23824794	23824908	115	*
chr4	24154237	24154378	142	*
chr4	26895759	26896181	423	*
chr4	30977667	30977915	249	*
chr4	31007075	31007207	133	*
chr4	32122578	32123181	604	*
chr4	32132723	32132889	167	*
chr4	32152951	32153299	349	*
chr4	32316846	32316988	143	*
chr1	81033070	81033224	155	*
chr1	81037594	81037738	145	*
chr4	33775014	33775577	564	*
chr4	34322663	34323379	717	*
chr4	34434487	34434887	401	*
chr4	34675918	34676083	166	*
chr4	35050449	35050712	264	*
chr1	81262468	81262595	128	*
chr4	37901389	37901496	108	*
chr4	37906254	37906441	188	*
chr4	37984052	37984513	462	*
chr4	38814779	38814954	176	*
chr4	38817037	38817150	114	*
chr4	39754842	39754973	132	*
chr4	40054647	40055851	1205	*
chr4	40168050	40168309	260	*
chr4	43681591	43681796	206	*
chr1	81708338	81708505	168	*
chr1	81709473	81709605	133	*
chr4	44176463	44176663	201	*
chr1	9479943	9480100	158	*
chr4	45957990	45958170	181	*
chr4	51760971	51761433	463	*
chr1	9513129	9513759	631	*
chr4	53633809	53633968	160	*
chr4	53903282	53903407	126	*
chr4	54689392	54689523	132	*
chr4	54776092	54776350	259	*
chr4	56273068	56273936	869	*
chr4	58104296	58104479	184	*
chr4	58305962	58306089	128	*
chr4	60914233	60914339	107	*
chr4	61072574	61072840	267	*
chr4	65206037	65206183	147	*
chr1	82901723	82901867	145	*
chr4	66587327	66587446	120	*
chr4	69129848	69129967	120	*
chr4	69134276	69134416	141	*
chr4	69137625	69137760	136	*
chr4	69150120	69150483	364	*
chr4	73577106	73577340	235	*
chr4	73733030	73733497	468	*
chr4	74073493	74073712	220	*
chr4	74085433	74086350	918	*
chr4	74100595	74100934	340	*
chr4	74910111	74910243	133	*
chr4	75023703	75023831	129	*
chr4	75044444	75044741	298	*
chr4	75867453	75869006	1554	*
chr4	76330340	76330551	212	*
chr4	76335101	76335345	245	*
chr4	76371535	76371718	184	*
chr4	76380847	76381151	305	*
chr4	82311012	82311163	152	*
chr4	83423950	83424231	282	*
chr4	84738309	84738629	321	*
chr4	84748404	84748624	221	*
chr4	84756852	84756975	124	*
chr4	85325878	85326089	212	*
chr4	85650333	85650496	164	*
chr4	87426963	87427398	436	*
chr4	88640642	88640784	143	*
chr5	4907727	4908027	301	*
chr5	8030380	8030754	375	*
chr5	9015372	9015532	161	*
chr5	9020130	9020341	212	*
chr5	9357680	9357795	116	*
chr5	10587068	10587192	125	*
chr5	10665713	10665823	111	*
chr5	11500798	11500975	178	*
chr5	12729648	12729772	125	*
chr5	14214973	14215098	126	*
chr5	14547026	14547294	269	*
chr5	14629778	14629906	129	*
chr1	86440669	86440988	320	*
chr5	15323201	15323415	215	*
chr5	17786573	17786733	161	*
chr5	22842139	22842465	327	*
chr1	87697117	87697234	118	*
chr5	23881661	23882665	1005	*
chr5	24125855	24125977	123	*
chr1	87727914	87728035	122	*
chr1	10682134	10682235	102	*
chr5	25155395	25155512	118	*
chr5	25159489	25159674	186	*
chr5	25181050	25181174	125	*
chr5	25887653	25887833	181	*
chr5	25948080	25948231	152	*
chr5	26594265	26594428	164	*
chr5	26627268	26627591	324	*
chr5	26667243	26667464	222	*
chr5	26846044	26846213	170	*
chr5	26871751	26871872	122	*
chr5	26873179	26873279	101	*
chr1	10717482	10717606	125	*
chr5	28483570	28483858	289	*
chr5	28495728	28495843	116	*
chr5	28505967	28506143	177	*
chr5	29263678	29264712	1035	*
chr5	30441999	30442241	243	*
chr5	30444407	30444553	147	*
chr5	31442403	31442561	159	*
chr5	32483087	32483256	170	*
chr5	32503251	32504279	1029	*
chr5	33057504	33060841	3338	*
chr5	33183733	33183913	181	*
chr5	34384754	34384872	119	*
chr1	10824303	10824429	127	*
chr5	36929568	36930215	648	*
chr5	37895399	37895498	100	*
chr5	38038593	38038751	159	*
chr1	10842218	10842369	152	*
chr5	38404021	38404158	138	*
chr5	39511083	39511189	107	*
chr5	40756920	40757391	472	*
chr5	44331689	44331902	214	*
chr5	45246367	45246781	415	*
chr5	46022650	46022818	169	*
chr5	46025450	46025729	280	*
chr5	46027527	46027802	276	*
chr5	46688477	46688717	241	*
chr5	46698210	46698336	127	*
chr5	48147937	48148179	243	*
chr5	48610804	48610986	183	*
chr5	48721709	48722888	1180	*
chr5	49605540	49605654	115	*
chr5	54168654	54168781	128	*
chr1	93080610	93080962	353	*
chr1	11285215	11285368	154	*
chr1	93084523	93084715	193	*
chr1	93104264	93104413	150	*
chr5	57851567	57852110	544	*
chr5	58714785	58715417	633	*
chr6	2988910	2989064	155	*
chr6	5939065	5939182	118	*
chr6	7570948	7572592	1645	*
chr6	7572829	7573167	339	*
chr6	8562352	8562523	172	*
chr6	8633736	8634677	942	*
chr6	8671477	8672203	727	*
chr6	8947140	8947411	272	*
chr6	9000790	9001081	292	*
chr1	93889927	93890671	745	*
chr6	9725109	9725240	132	*
chr6	9733939	9736228	2290	*
chr6	9739685	9741218	1534	*
chr6	9743200	9743345	146	*
chr6	9810538	9810669	132	*
chr6	14519586	14519700	115	*
chr1	11535085	11535240	156	*
chr6	17956586	17956766	181	*
chr6	18507435	18507679	245	*
chr6	19860099	19860227	129	*
chr6	20066540	20066708	169	*
chr6	20561643	20561747	105	*
chr6	20575150	20575825	676	*
chr6	21260186	21261429	1244	*
chr6	21787482	21787676	195	*
chr6	23101847	23102006	160	*
chr6	23486770	23486884	115	*
chr6	23488101	23488232	132	*
chr6	24472505	24472690	186	*
chr6	24556225	24556360	136	*
chr6	28153219	28153371	153	*
chr6	28162902	28163073	172	*
chr6	30035411	30035601	191	*
chr6	31892121	31892475	355	*
chr1	12440521	12441220	700	*
chr7	254781	255191	411	*
chr7	3672645	3672795	151	*
chr7	3760229	3760345	117	*
chr1	12508817	12509013	197	*
chr7	6252370	6252496	127	*
chr7	7324952	7325168	217	*
chr1	12535065	12535270	206	*
chr7	11292863	11293011	149	*
chr7	14571065	14571316	252	*
chr7	16276511	16276915	405	*
chr7	17092925	17094306	1382	*
chr7	17716958	17717190	233	*
chr7	17901625	17902533	909	*
chr7	17966166	17966326	161	*
chr1	12627916	12628031	116	*
chr7	19832327	19832515	189	*
chr7	19835727	19835888	162	*
chr7	19869656	19869813	158	*
chr7	21110818	21111026	209	*
chr7	21397739	21397913	175	*
chr7	21702940	21703129	190	*
chr7	21845972	21846098	127	*
chr7	25566777	25567712	936	*
chr7	27031823	27031979	157	*
chr7	27156540	27156728	189	*
chr7	30708279	30708727	449	*
chr7	32964986	32966025	1040	*
chr7	33320232	33322236	2005	*
chr7	33325285	33325995	711	*
chr7	33333008	33333115	108	*
chr1	105357218	105357361	144	*
chr7	36562488	36562661	174	*
chr7	36597772	36598392	621	*
chr8	3785602	3786003	402	*
chr8	4419306	4419500	195	*
chr8	4620737	4620838	102	*
chr8	5603650	5603860	211	*
chr8	6686079	6686178	100	*
chr8	7542832	7542978	147	*
chr8	13720013	13720166	154	*
chr1	13121138	13121239	102	*
chr8	14042063	14042255	193	*
chr1	13121299	13121401	103	*
chr8	16326269	16326746	478	*
chr8	17787732	17789405	1674	*
chr8	17799675	17799879	205	*
chr8	17812003	17812252	250	*
chr8	19615248	19615425	178	*
chr8	20091674	20091893	220	*
chr8	20642124	20642228	105	*
chr8	20662364	20662518	155	*
chr8	21245608	21245748	141	*
chr1	13193523	13193701	179	*
chr1	13194070	13194282	213	*
chr8	23935174	23935525	352	*
chr8	23966632	23966792	161	*
chr8	23967173	23967409	237	*
chr8	24413239	24413469	231	*
chr8	24415324	24415520	197	*
chr8	24430689	24430877	189	*
chr1	13199316	13199514	199	*
chr8	25031488	25031664	177	*
chr8	25525306	25525415	110	*
chr8	26213044	26213603	560	*
chr8	26214840	26214958	119	*
chr8	27401810	27402357	548	*
chr8	27596320	27596590	271	*
chr1	108514906	108515075	170	*
chr1	108522603	108523400	798	*
chr8	28657718	28657958	241	*
chr9	1166051	1166162	112	*
chr9	1215609	1215823	215	*
chr9	1668143	1668256	114	*
chr9	8481134	8481395	262	*
chr9	10399208	10399411	204	*
chr1	13248765	13248946	182	*
chr9	14961093	14961310	218	*
chr9	15019925	15020088	164	*
chr9	15982636	15982756	121	*
chr9	16551223	16551383	161	*
chr9	18178755	18178888	134	*
chr9	18887915	18888216	302	*
chr1	111046738	111046840	103	*
chr9	19463541	19463756	216	*
chr9	21151537	21151777	241	*
chr1	111407709	111407835	127	*
chr1	111410071	111410377	307	*
chr1	13348110	13348219	110	*
chr1	112346810	112346945	136	*
chr1	114498952	114499223	272	*
chr1	116230107	116230451	345	*
chr1	116793393	116793817	425	*
chr1	116989491	116989591	101	*
chr1	119518551	119518719	169	*
chr1	119524444	119524565	122	*
chr1	119678698	119679490	793	*
chr1	121599178	121599300	123	*
chr1	122671745	122671877	133	*
chr1	14569185	14569463	279	*
chr1	14684642	14684841	200	*
chr1	124305393	124305859	467	*
chr1	14688575	14688740	166	*
chr1	14691850	14692026	177	*
chr1	126003619	126004416	798	*
chr1	126548823	126549464	642	*
chr1	126551573	126551744	172	*
chr1	126562058	126562171	114	*
chr1	127164600	127164828	229	*
chr1	129762577	129762748	172	*
chr1	14952028	14952201	174	*
chr1	15000702	15000814	113	*
chr1	131750931	131751105	175	*
chr1	131840970	131841102	133	*
chr1	131867941	131868137	197	*
chr1	131885306	131885473	168	*
chr1	131892470	131892643	174	*
chr1	132734224	132734449	226	*
chr1	133236335	133237707	1373	*
chr1	133256256	133256384	129	*
chr1	133438495	133438600	106	*
chr1	133462614	133462780	167	*
chr1	133661330	133661476	147	*
chr1	133689719	133689843	125	*
chr1	133884578	133884778	201	*
chr1	15108763	15108916	154	*
chr1	134413968	134414211	244	*
chr1	134623994	134624148	155	*
chr1	15124272	15124439	168	*
chr1	15146670	15146874	205	*
chr1	135306534	135307010	477	*
chr1	135311684	135311965	282	*
chr1	136363801	136363982	182	*
chr1	138395571	138395687	117	*
chr1	138455627	138455787	161	*
chr1	138698963	138699121	159	*
chr1	138707219	138707377	159	*
chr1	140184879	140184986	108	*
chr1	142502747	142503940	1194	*
chr1	142504976	142505162	187	*
chr1	142553672	142555297	1626	*
chr1	144408605	144408958	354	*
chr1	144788628	144788841	214	*
chr1	146291707	146291957	251	*
chr1	146340222	146340329	108	*
chr1	146366765	146366975	211	*
chr1	146388796	146388969	174	*
chr1	146390125	146390247	123	*
chr1	146764190	146764690	501	*
chr1	146782504	146782668	165	*
chr1	146787513	146787803	291	*
chr1	147510743	147510962	220	*
chr1	158231111	158231368	258	*
chr1	158297710	158297854	145	*
chr1	163532332	163532486	155	*
chr1	163549079	163549275	197	*
chr1	18928570	18929112	543	*
chr1	18937340	18937475	136	*
chr1	18955843	18956542	700	*
chr1	18967151	18967345	195	*
chr1	18979179	18980577	1399	*
chr1	19016460	19018731	2272	*
chr1	167095527	167095728	202	*
chr1	169356376	169356499	124	*
chr1	169695559	169695763	205	*
chr1	170084195	170084335	141	*
chr1	170402716	170402876	161	*
chr1	170474628	170474777	150	*
chr1	170486991	170487121	131	*
chr1	170604541	170604645	105	*
chr1	171513377	171513501	125	*
chr1	171958263	171959639	1377	*
chr1	173759460	173759895	436	*
chr1	173780191	173780436	246	*
chr1	174400104	174400716	613	*
chr1	174449838	174449997	160	*
chr1	174520514	174521695	1182	*
chr1	174644507	174644645	139	*
chr1	174692918	174693119	202	*
chr1	174699883	174700120	238	*
chr1	174707455	174707562	108	*
chr1	174731541	174731694	154	*
chr1	174738992	174739147	156	*
chr1	175734348	175734876	529	*
chr1	175743645	175743805	161	*
chr1	175748035	175748178	144	*
chr1	175767535	175767709	175	*
chr1	176493920	176494090	171	*
chr1	20399101	20399253	153	*
chr1	177180418	177180818	401	*
chr1	177256649	177257051	403	*
chr1	179687217	179687717	501	*
chr1	180101915	180102099	185	*
chr1	180104299	180104599	301	*
chr1	180107535	180107688	154	*
chr1	180111652	180112084	433	*
chr1	180968314	180968567	254	*
chr1	181473432	181473568	137	*
chr1	181604179	181604302	124	*
chr1	181640898	181641067	170	*
chr1	182497711	182498984	1274	*
chr1	182504756	182505220	465	*
chr1	183975920	183976708	789	*
chr1	183991667	183991889	223	*
chr1	184053911	184054196	286	*
chr1	184497539	184497704	166	*
chr1	186515734	186515850	117	*
chr1	21985652	21985952	301	*
chr1	21996317	21997134	818	*
chr1	187763944	187764130	187	*
chr1	22211595	22211696	102	*
chr1	22377405	22377542	138	*
chr1	22379388	22379503	116	*
chr1	22396085	22396336	252	*
chr1	189048611	189048711	101	*
chr1	189460042	189461033	992	*
chr1	190014143	190015485	1343	*
chr1	191748800	191748966	167	*
chr1	191753418	191753520	103	*
chr1	191757954	191758104	151	*
chr1	193629169	193629422	254	*
chr1	193735878	193736245	368	*
chr1	193802939	193804106	1168	*
chr1	195327943	195328241	299	*
chr1	196644309	196644509	201	*
chr1	196651446	196651553	108	*
chr10	1799198	1799392	195	*
chr10	2136837	2137120	284	*
chr1	23046455	23046587	133	*
chr10	3288474	3290331	1858	*
chr10	4627169	4627322	154	*
chr10	5474864	5475305	442	*
chr10	5480413	5480546	134	*
chr1	23572208	23572405	198	*
chr1	23647425	23647582	158	*
chr10	7871258	7871357	100	*
chr10	7881850	7881995	146	*
chr10	9253014	9253247	234	*
chr10	9369729	9371944	2216	*
chr10	9376578	9377796	1219	*
chr1	24646872	24647102	231	*
chr1	24653049	24653596	548	*
chr1	24659613	24659848	236	*
chr1	24672470	24672761	292	*
chr1	24684617	24684828	212	*
chr10	10988693	10989330	638	*
chr1	24721244	24721476	233	*
chr10	12562337	12562456	120	*
chr10	13199345	13200360	1016	*
chr1	24878337	24878494	158	*
chr1	25062052	25062275	224	*
chr1	25063455	25063684	230	*
chr1	25201915	25202280	366	*
chr10	16275897	16276182	286	*
chr10	18181274	18181443	170	*
chr10	18508702	18509227	526	*
chr11	1456058	1456165	108	*
chr11	3285014	3285400	387	*
chr1	26101843	26102252	410	*
chr11	5945828	5947396	1569	*
chr11	7381906	7382156	251	*
chr11	7836420	7836609	190	*
chr11	12195756	12197271	1516	*
chr11	14689579	14689944	366	*
chr11	16881788	16882464	677	*
chr1	28567689	28567909	221	*
chr1	28655121	28655277	157	*
chr11	19578850	19580821	1972	*
chr12	1111555	1111805	251	*
chr12	1153083	1153189	107	*
chr1	28843205	28843453	249	*
chr1	29068384	29068583	200	*
chr12	2863603	2864073	471	*
chr1	29102851	29102975	125	*
chr1	29118917	29119491	575	*
chr12	3022584	3023479	896	*
chr12	3094398	3094598	201	*
chr12	5281093	5281550	458	*
chr12	5460112	5460359	248	*
chr12	7511887	7512040	154	*
chr12	7515304	7515484	181	*
chr12	7552379	7552710	332	*
chr12	7552786	7553271	486	*
chr1	29693705	29693823	119	*
chr12	9186750	9186919	170	*
chr12	9195013	9195114	102	*
chr12	9196609	9196755	147	*
chr12	9209444	9209615	172	*
chr12	9325826	9326058	233	*
chr12	9609884	9610093	210	*
chr1	3805203	3805330	128	*
chr12	11401657	11401798	142	*
chr12	11403833	11403941	109	*
chr12	11404527	11404705	179	*
chr12	11723085	11723249	165	*
chr12	11778257	11778440	184	*
chr12	11852251	11852448	198	*
chr12	11868881	11869172	292	*
chr12	12023852	12024230	379	*
chr12	12075969	12076197	229	*
chr12	12081079	12081205	127	*
chr12	12096788	12097146	359	*
chr12	13427248	13427425	178	*
chr12	13492251	13492412	162	*
chr12	13493183	13493337	155	*
chr1	30499774	30499880	107	*
chr12	14829534	14829932	399	*
chr12	15180207	15180379	173	*
chr12	15185435	15185565	131	*
chr12	15931803	15932088	286	*
chr1	30993392	30993778	387	*
chr12	16940234	16940413	180	*
chr1	31231485	31231594	110	*
chr12	18842782	18842962	181	*
chr12	18859613	18859783	171	*
chr12	19765472	19765663	192	*
chr1	31843142	31843486	345	*
chr1	31848442	31848914	473	*
chr13	1335571	1336346	776	*
chr1	31862839	31863069	231	*
chr13	2302872	2303394	523	*
chr13	3221788	3223001	1214	*
chr13	5581898	5582255	358	*
chr13	5588245	5589131	887	*
chr13	5852372	5852516	145	*
chr1	33052536	33052687	152	*
chr1	33080354	33080585	232	*
chr13	8069748	8069847	100	*
chr13	8186617	8186808	192	*
chr1	33140111	33140303	193	*
chr1	33158942	33159092	151	*
chr1	33169693	33169830	138	*
chr13	10518905	10519358	454	*
chr13	10786954	10787223	270	*
chr13	10789774	10790047	274	*
chr1	33673465	33673615	151	*
chr1	33735467	33735694	228	*
chr1	33736378	33736572	195	*
chr1	33736943	33737125	183	*
chr13	13033909	13034141	233	*
chr13	13046312	13046618	307	*
chr13	14816940	14817069	130	*
chr13	15101600	15101709	110	*
chr13	15815818	15816244	427	*
chr13	16147093	16147440	348	*
chr1	34137473	34137841	369	*
chr13	16599666	16599834	169	*
chr13	16626405	16626584	180	*
chr13	18099520	18099733	214	*
chr13	18850074	18850301	228	*
chr14	523774	523875	102	*
chr14	3007627	3008192	566	*
chr1	35357588	35357740	153	*
chr14	4465322	4465494	173	*
chr14	4574894	4575340	447	*
chr14	5145440	5145628	189	*
chr14	5185102	5185383	282	*
chr1	35514055	35514207	153	*
chr1	35515960	35516210	251	*
chr1	35610560	35611762	1203	*
chr14	7902327	7902486	160	*
chr1	35914133	35914264	132	*
chr1	35915940	35916111	172	*
chr1	35921333	35921470	138	*
chr14	9198060	9198192	133	*
chr14	10371482	10371596	115	*
chr1	4817682	4817812	131	*
chr15	645790	645895	106	*
chr15	1685412	1685631	220	*
chr1	4820962	4821068	107	*
chr15	6480485	6480638	154	*
chr15	6520937	6521129	193	*
chr1	38279696	38279847	152	*
chr1	38291581	38291747	167	*
chr15	9719806	9720109	304	*
chr1	38311865	38311967	103	*
chr1	38827996	38828128	133	*
chr17	1374515	1374782	268	*
chr1	38999134	38999337	204	*
chr17	2470404	2470774	371	*
chr17	4358177	4359340	1164	*
chr1	4916321	4916422	102	*
chr17	5785068	5785179	112	*
chr17	7164142	7164360	219	*
chr1	39694413	39694642	230	*
chr1	39723772	39723922	151	*
chr17	7766062	7766293	232	*
chr17	8132882	8133151	270	*
chr17	10104085	10104336	252	*
chr1	4980423	4980557	135	*
chr18	7140848	7141320	473	*
chr18	7237419	7237962	544	*
chr18	7629988	7630165	178	*
chr18	10077378	10078555	1178	*
chr18	10400560	10400741	182	*
chr19	2774321	2774457	137	*
chr19	5064983	5065221	239	*
chr19	5345508	5345718	211	*
chr1	43450410	43450687	278	*
chr19	7433672	7433840	169	*
chr19	7535432	7535549	118	*
chr19	7538310	7538509	200	*
chr1	44067187	44067307	121	*
chr1	44429262	44430626	1365	*
chr2	1557981	1558120	140	*
chr2	2110507	2110715	209	*
chr2	2551911	2552404	494	*
chr1	44876671	44876826	156	*
chr1	44876984	44877239	256	*
chr2	3742895	3743057	163	*
chr2	3756598	3756744	147	*
chr2	4428033	4428157	125	*
chr2	4434895	4435020	126	*
chr2	4634010	4634210	201	*
chr2	4800230	4800414	185	*
chr2	5350256	5350391	136	*
chr2	5361324	5361435	112	*
chr2	5364040	5364147	108	*
chr2	5545776	5545897	122	*
chr2	5595144	5595566	423	*
chr2	5655346	5655515	170	*
chr2	5699020	5700163	1144	*
chr2	5813023	5813164	142	*
chr2	6392246	6392367	122	*
chr2	6426626	6426850	225	*
chr2	8680758	8680884	127	*
chr2	8685243	8685473	231	*
chr2	8760484	8761121	638	*
chr2	9703231	9703339	109	*
chr2	9715578	9715735	158	*
chr1	45798551	45798781	231	*
chr2	11465334	11465497	164	*
chr2	11825342	11825518	177	*
chr2	11830470	11830580	111	*
chr2	13014054	13014832	779	*
chr2	13093074	13093286	213	*
chr2	13386411	13386565	155	*
chr2	13947226	13947474	249	*
chr2	14003307	14004829	1523	*
chr2	14394601	14396416	1816	*
chr2	14405283	14405385	103	*
chr2	15314497	15315002	506	*
chr2	15315387	15315682	296	*
chr2	15935245	15935410	166	*
chr2	16083520	16083779	260	*
chr2	16498759	16498893	135	*
chr2	16757974	16758168	195	*
chr2	16929451	16929797	347	*
chr2	18196876	18196987	112	*
chr2	19617144	19617552	409	*
chr2	20349356	20349496	141	*
chr2	20368519	20368805	287	*
chr1	46757139	46757618	480	*
chr1	46764173	46764319	147	*
chr1	46909068	46909242	175	*
chr2	22970893	22971048	156	*
chr2	23591621	23591722	102	*
chr1	47089176	47089373	198	*
chr2	24926896	24927055	160	*
chr2	26048091	26048857	767	*
chr2	26053266	26053417	152	*
chr2	26069558	26069699	142	*
chr2	26075439	26075720	282	*
chr2	27335796	27335919	124	*
chr1	47375110	47375276	167	*
chr2	28053241	28053420	180	*
chr2	28400628	28401056	429	*
chr2	28502896	28503078	183	*
chr2	28520978	28521126	149	*
chr2	28525956	28526083	128	*
chr2	28972354	28972571	218	*
chr2	29303586	29303839	254	*
chr2	29328438	29328565	128	*
chr2	29566788	29566991	204	*
chr2	30976207	30976495	289	*
chr2	31158124	31158244	121	*
chr2	31185702	31185847	146	*
chr2	31464307	31464502	196	*
chr2	32200266	32200424	159	*
chr1	47709372	47709558	187	*
chr2	32582764	32583150	387	*
chr2	32591797	32592611	815	*
chr2	32622712	32623272	561	*
chr2	32624125	32624923	799	*
chr2	32626762	32627093	332	*
chr2	32635445	32635734	290	*
chr2	32652223	32652573	351	*
chr2	32665561	32666264	704	*
chr2	33999757	33999922	166	*
chr1	47811944	47812148	205	*
chr1	47829523	47830033	511	*
chr1	47844488	47844930	443	*
chr1	47845506	47845834	329	*
chr2	35192939	35193400	462	*
chr2	35780027	35780812	786	*
chr1	47994580	47994796	217	*
chr2	37152552	37152825	274	*
chr2	37174320	37174612	293	*
chr2	37209889	37210144	256	*
chr2	37781034	37781198	165	*
chr1	48071384	48071763	380	*
chr2	37809823	37809942	120	*
chr2	37810368	37810483	116	*
chr2	37824239	37824346	108	*
chr2	40125120	40125353	234	*
chr2	40403849	40404013	165	*
chr2	40451719	40451821	103	*
chr2	40480046	40480687	642	*
chr2	40797507	40797701	195	*
chr2	41086078	41086593	516	*
chr2	42774182	42774402	221	*
chr2	43400012	43400275	264	*
chr2	43402035	43402296	262	*
chr2	44268864	44269003	140	*
chr2	46334045	46334207	163	*
chr2	46874543	46874656	114	*
chr2	48860829	48860973	145	*
chr1	49100403	49100933	531	*
chr2	50700823	50701581	759	*
chr2	50704390	50704729	340	*
chr2	50710110	50710285	176	*
chr2	51149767	51149886	120	*
chr2	51831377	51831490	114	*
chr2	55545636	55545736	101	*
chr1	49562919	49563081	163	*
chr1	49614329	49614498	170	*
chr1	49642999	49644129	1131	*
chr1	49666060	49666378	319	*
chr2	61210552	61210740	189	*
chr2	61242215	61243243	1029	*
chr2	61247387	61247897	511	*
chr2	61930338	61930444	107	*
chr2	62095182	62095307	126	*
chr2	62301128	62301393	266	*
chr2	64651969	64652559	591	*
chr2	64671289	64671493	205	*
chr2	64703891	64704095	205	*
chr2	66459239	66459432	194	*
chr2	66468826	66468986	161	*
chr2	67796724	67796830	107	*
chr2	68606558	68606738	181	*
chr2	68611590	68611892	303	*
chr2	69055999	69056902	904	*
chr2	72171601	72171789	189	*
chr2	76224218	76224393	176	*
chr2	80718307	80718445	139	*
chr2	80852128	80852825	698	*
chr2	83528581	83528784	204	*
chr2	83803448	83803550	103	*
chr2	83804661	83804812	152	*
chr2	83817871	83818084	214	*
chr2	83835513	83835698	186	*
chr2	85808731	85808838	108	*
chr1	50600031	50600285	255	*
chr2	86610121	86610534	414	*
chr1	50633408	50634476	1069	*
chr2	89166387	89166574	188	*
chr2	89214255	89214447	193	*
chr2	89931356	89931569	214	*
chr2	89974907	89975012	106	*
chr2	89995604	89995719	116	*
chr2	90570592	90570711	120	*
chr1	50823061	50823212	152	*
chr1	50827361	50827577	217	*
chr2	92622583	92622714	132	*
chr1	50937688	50937806	119	*
chr1	50937962	50938120	159	*
chr2	93533414	93535175	1762	*
chr1	50993351	50993510	160	*
chr2	95507422	95507905	484	*
chr1	51012350	51012500	151	*
chr2	97450750	97450910	161	*
chr1	51056492	51056907	416	*
chr2	98537551	98538019	469	*
chr2	100970823	100970940	118	*
chr2	101027990	101028100	111	*
chr2	101928854	101928996	143	*
chr2	101929803	101930070	268	*
chr2	102100485	102101537	1053	*
chr2	102199241	102199342	102	*
chr2	104793699	104793874	176	*
chr2	104813294	104813572	279	*
chr2	106131701	106131847	147	*
chr2	107630966	107631185	220	*
chr2	108064815	108065706	892	*
chr2	109474965	109475165	201	*
chr2	109490953	109491311	359	*
chr1	51805520	51805733	214	*
chr1	51809867	51810080	214	*
chr2	110339729	110339881	153	*
chr1	51816527	51816629	103	*
chr1	51818053	51818270	218	*
chr1	51818694	51818806	113	*
chr2	111237694	111239224	1531	*
chr2	112259303	112259832	530	*
chr2	112844090	112844190	101	*
chr2	112945316	112945753	438	*
chr2	112967213	112967583	371	*
chr2	112986123	112986339	217	*
chr2	112994858	112995543	686	*
chr2	112998225	112998679	455	*
chr2	113000424	113000538	115	*
chr2	113001322	113003291	1970	*
chr2	113851169	113852792	1624	*
chr2	114797745	114797852	108	*
chr2	115145555	115145679	125	*
chr2	115154315	115154555	241	*
chr2	115178406	115179619	1214	*
chr2	115257877	115257984	108	*
chr2	117725455	117725663	209	*
chr2	117910310	117910473	164	*
chr2	118015401	118015717	317	*
chr2	118399658	118399830	173	*
chr2	118478336	118478718	383	*
chr1	6383846	6384065	220	*
chr1	52817041	52817160	120	*
chr1	52937332	52937641	310	*
chr1	52948968	52949171	204	*
chr1	53095155	53095366	212	*
chr2	122483691	122483890	200	*
chr2	122615412	122615516	105	*
chr2	122620617	122620890	274	*
chr2	123002199	123002345	147	*
chr2	123025249	123025419	171	*
chr2	123029918	123030050	133	*
chr2	123033676	123033780	105	*
chr2	123573288	123574598	1311	*
chr2	124950006	124951518	1513	*
chr2	124993048	124993301	254	*
chr1	6415651	6415822	172	*
chr1	53596470	53596680	211	*
chr1	53599177	53599496	320	*
chr2	128506269	128506475	207	*
chr2	128543261	128543366	106	*
chr2	128562661	128563008	348	*
chr2	128626589	128626752	164	*
